Latitude,Longitude,SST
-78.375,-163.875,-1.652
-78.375,-163.625,-1.649
-78.125,-168.875,-1.341
-78.125,-168.375,-1.324
-78.125,-167.875,-1.368
-78.125,-167.625,-1.339
-78.125,-167.375,-1.356
-78.125,-167.125,-1.516
-78.125,-166.875,-1.403
-78.125,-166.625,-1.399
-78.125,-166.375,-1.47
-78.125,-166.125,-1.561
-78.125,-165.875,-1.532
-78.125,-165.625,-1.571
-78.125,-165.375,-1.571
-78.125,-165.125,-1.562
-78.125,-164.875,-1.571
-78.125,-164.625,-1.587
-78.125,-164.375,-1.6
-78.125,-164.125,-1.603
-78.125,-163.875,-1.62
-78.125,-163.625,-1.645
-78.125,-163.375,-1.645
-78.125,-163.125,-1.626
-78.125,-162.875,-1.662
-78.125,-162.625,-1.668
-78.125,-162.375,-1.672
-78.125,-162.125,-1.676
-78.125,-161.875,-1.678
-78.125,-161.625,-1.682
-78.125,-161.375,-1.682
-78.125,-43.875,-1.711
-78.125,-43.625,-1.712
-78.125,-43.375,-1.541
-78.125,-43.125,-1.704
-78.125,-42.875,-1.495
-78.125,-42.625,-1.593
-78.125,-42.375,-1.612
-78.125,-42.125,-1.504
-78.125,-41.875,-1.694
-78.125,-41.625,-1.495
-78.125,-41.375,-1.614
-78.125,-41.125,-1.643
-78.125,-40.875,-1.555
-78.125,-40.625,-1.519
-78.125,-40.375,-1.52
-78.125,-40.125,-1.34
-78.125,-39.875,-1.379
-78.125,-39.625,-1.582
-78.125,-39.375,-1.466
-78.125,-39.125,-1.367
-78.125,-38.875,-1.432
-78.125,-38.625,-1.573
-78.125,-38.375,-1.261
-78.125,-38.125,-1.231
-78.125,-37.875,-1.433
-78.125,-37.625,-0.9
-78.125,-37.375,-1.373
-78.125,-37.125,-1.483
-78.125,-36.875,-1.296
-78.125,-36.625,-1.46
-77.875,-179.375,-1.594
-77.875,-178.875,-1.576
-77.875,-178.625,-1.525
-77.875,-178.375,-1.524
-77.875,-178.125,-1.53
-77.875,-177.875,-1.502
-77.875,-177.625,-1.523
-77.875,-177.375,-1.47
-77.875,-177.125,-1.474
-77.875,-176.875,-1.545
-77.875,-176.625,-1.489
-77.875,-176.375,-1.465
-77.875,-176.125,-1.423
-77.875,-175.875,-1.414
-77.875,-175.625,-1.521
-77.875,-175.375,-1.482
-77.875,-175.125,-1.399
-77.875,-174.875,-1.374
-77.875,-174.625,-1.359
-77.875,-174.375,-1.367
-77.875,-174.125,-1.343
-77.875,-173.875,-1.37
-77.875,-173.625,-1.454
-77.875,-173.375,-1.461
-77.875,-173.125,-1.471
-77.875,-172.875,-1.387
-77.875,-172.625,-1.284
-77.875,-172.375,-1.304
-77.875,-172.125,-1.283
-77.875,-171.875,-1.276
-77.875,-171.625,-1.274
-77.875,-171.375,-1.267
-77.875,-171.125,-1.263
-77.875,-170.875,-1.253
-77.875,-170.625,-1.252
-77.875,-170.375,-1.345
-77.875,-170.125,-1.235
-77.875,-169.875,-1.259
-77.875,-169.625,-1.364
-77.875,-169.375,-1.241
-77.875,-169.125,-1.239
-77.875,-168.875,-1.283
-77.875,-168.625,-1.261
-77.875,-168.375,-1.296
-77.875,-168.125,-1.27
-77.875,-167.875,-1.331
-77.875,-167.625,-1.335
-77.875,-167.375,-1.346
-77.875,-167.125,-1.358
-77.875,-166.875,-1.392
-77.875,-166.625,-1.408
-77.875,-166.375,-1.45
-77.875,-166.125,-1.439
-77.875,-165.875,-1.494
-77.875,-165.625,-1.526
-77.875,-165.375,-1.568
-77.875,-165.125,-1.565
-77.875,-164.875,-1.574
-77.875,-164.625,-1.583
-77.875,-164.375,-1.592
-77.875,-164.125,-1.606
-77.875,-163.875,-1.618
-77.875,-163.625,-1.623
-77.875,-163.375,-1.637
-77.875,-163.125,-1.636
-77.875,-162.875,-1.656
-77.875,-162.625,-1.663
-77.875,-162.375,-1.658
-77.875,-162.125,-1.667
-77.875,-161.875,-1.678
-77.875,-161.625,-1.674
-77.875,-161.375,-1.675
-77.875,-161.125,-1.666
-77.875,-160.875,-1.665
-77.875,-160.625,-1.669
-77.875,-160.375,-1.691
-77.875,-160.125,-1.689
-77.875,-159.875,-1.686
-77.875,-159.625,-1.687
-77.875,-159.375,-1.693
-77.875,-45.125,-1.578
-77.875,-44.875,-1.705
-77.875,-44.625,-1.703
-77.875,-44.375,-1.7
-77.875,-44.125,-1.529
-77.875,-43.875,-1.702
-77.875,-43.625,-1.695
-77.875,-43.375,-1.657
-77.875,-43.125,-1.459
-77.875,-42.875,-1.627
-77.875,-42.625,-1.534
-77.875,-42.375,-1.542
-77.875,-42.125,-1.59
-77.875,-41.875,-1.589
-77.875,-41.625,-1.657
-77.875,-41.375,-1.431
-77.875,-41.125,-1.668
-77.875,-40.875,-1.522
-77.875,-40.625,-1.28
-77.875,-40.375,-1.349
-77.875,-40.125,-1.17
-77.875,-39.875,-1.238
-77.875,-39.625,-1.246
-77.875,-39.375,-1.477
-77.875,-39.125,-1.353
-77.875,-38.875,-1.302
-77.875,-38.625,-1.277
-77.875,-38.375,-1.347
-77.875,-38.125,-1.414
-77.875,-37.875,-1.575
-77.875,-37.625,-1.208
-77.875,-37.375,-1.269
-77.875,-37.125,-1.549
-77.875,-36.875,-1.584
-77.875,-36.625,-1.409
-77.875,-36.375,-1.552
-77.875,-36.125,-1.53
-77.875,-35.875,-1.471
-77.875,-35.625,-1.625
-77.875,164.875,-1.549
-77.875,165.125,-1.553
-77.875,165.875,-1.565
-77.625,-179.875,-1.582
-77.625,-179.625,-1.573
-77.625,-179.375,-1.581
-77.625,-179.125,-1.572
-77.625,-178.875,-1.537
-77.625,-178.625,-1.534
-77.625,-178.375,-1.497
-77.625,-178.125,-1.515
-77.625,-177.875,-1.504
-77.625,-177.625,-1.51
-77.625,-177.375,-1.427
-77.625,-177.125,-1.516
-77.625,-176.875,-1.416
-77.625,-176.625,-1.426
-77.625,-176.375,-1.422
-77.625,-176.125,-1.4
-77.625,-175.875,-1.4
-77.625,-175.625,-1.447
-77.625,-175.375,-1.381
-77.625,-175.125,-1.37
-77.625,-174.875,-1.361
-77.625,-174.625,-1.353
-77.625,-174.375,-1.34
-77.625,-174.125,-1.483
-77.625,-173.875,-1.305
-77.625,-173.625,-1.35
-77.625,-173.375,-1.324
-77.625,-173.125,-1.286
-77.625,-172.875,-1.306
-77.625,-172.625,-1.277
-77.625,-172.375,-1.28
-77.625,-172.125,-1.272
-77.625,-171.875,-1.275
-77.625,-171.625,-1.241
-77.625,-171.375,-1.255
-77.625,-171.125,-1.237
-77.625,-170.875,-1.229
-77.625,-170.625,-1.467
-77.625,-170.375,-1.457
-77.625,-170.125,-1.448
-77.625,-169.875,-1.474
-77.625,-169.625,-1.475
-77.625,-169.375,-1.482
-77.625,-169.125,-1.25
-77.625,-168.875,-1.265
-77.625,-168.625,-1.261
-77.625,-168.375,-1.266
-77.625,-168.125,-1.286
-77.625,-167.875,-1.31
-77.625,-167.625,-1.318
-77.625,-167.375,-1.336
-77.625,-167.125,-1.356
-77.625,-166.875,-1.368
-77.625,-166.625,-1.386
-77.625,-166.375,-1.404
-77.625,-166.125,-1.435
-77.625,-165.875,-1.468
-77.625,-165.625,-1.495
-77.625,-165.375,-1.539
-77.625,-165.125,-1.571
-77.625,-164.875,-1.57
-77.625,-164.625,-1.581
-77.625,-164.375,-1.593
-77.625,-164.125,-1.602
-77.625,-163.875,-1.613
-77.625,-163.625,-1.625
-77.625,-163.375,-1.634
-77.625,-163.125,-1.644
-77.625,-162.875,-1.651
-77.625,-162.625,-1.659
-77.625,-162.375,-1.659
-77.625,-162.125,-1.664
-77.625,-161.875,-1.668
-77.625,-161.625,-1.674
-77.625,-161.375,-1.674
-77.625,-161.125,-1.674
-77.625,-160.875,-1.675
-77.625,-160.625,-1.677
-77.625,-160.375,-1.678
-77.625,-160.125,-1.68
-77.625,-159.875,-1.681
-77.625,-159.625,-1.68
-77.625,-159.375,-1.666
-77.625,-159.125,-1.653
-77.625,-158.875,-1.666
-77.625,-158.625,-1.641
-77.625,-158.375,-1.641
-77.625,-158.125,-1.638
-77.625,-46.875,-1.783
-77.625,-46.625,-1.777
-77.625,-46.375,-1.717
-77.625,-46.125,-1.778
-77.625,-45.875,-1.719
-77.625,-45.625,-1.617
-77.625,-45.375,-1.668
-77.625,-45.125,-1.667
-77.625,-44.875,-1.529
-77.625,-44.625,-1.658
-77.625,-44.375,-1.49
-77.625,-44.125,-1.438
-77.625,-43.875,-1.62
-77.625,-43.625,-1.681
-77.625,-43.375,-1.648
-77.625,-43.125,-1.662
-77.625,-42.875,-1.617
-77.625,-42.625,-1.576
-77.625,-42.375,-1.605
-77.625,-42.125,-1.594
-77.625,-41.875,-1.632
-77.625,-41.625,-1.573
-77.625,-41.375,-1.51
-77.625,-41.125,-1.441
-77.625,-40.875,-1.206
-77.625,-40.625,-1.406
-77.625,-40.375,-1.517
-77.625,-40.125,-1.506
-77.625,-39.875,-1.575
-77.625,-39.625,-1.129
-77.625,-39.375,-1.565
-77.625,-39.125,-1.308
-77.625,-38.875,-1.352
-77.625,-38.625,-1.237
-77.625,-38.375,-1.302
-77.625,-38.125,-1.086
-77.625,-37.875,-1.41
-77.625,-37.625,-1.18
-77.625,-37.375,-1.63
-77.625,-37.125,-1.617
-77.625,-36.875,-1.565
-77.625,-36.625,-1.644
-77.625,-36.375,-1.501
-77.625,-36.125,-1.417
-77.625,-35.875,-1.509
-77.625,-35.625,-1.587
-77.625,-35.375,-1.503
-77.625,-35.125,-1.62
-77.625,-34.875,-1.518
-77.625,164.625,-1.561
-77.625,164.875,-1.558
-77.625,165.125,-1.561
-77.625,165.375,-1.568
-77.625,165.625,-1.572
-77.625,165.875,-1.572
-77.625,166.125,-1.579
-77.625,178.125,-1.617
-77.625,178.375,-1.617
-77.625,178.625,-1.61
-77.625,178.875,-1.618
-77.625,179.125,-1.618
-77.625,179.375,-1.618
-77.625,179.625,-1.617
-77.625,179.875,-1.608
-77.375,-179.875,-1.589
-77.375,-179.625,-1.57
-77.375,-179.375,-1.532
-77.375,-179.125,-1.531
-77.375,-178.875,-1.477
-77.375,-178.625,-1.53
-77.375,-178.375,-1.48
-77.375,-178.125,-1.437
-77.375,-177.875,-1.49
-77.375,-177.625,-1.53
-77.375,-177.375,-1.491
-77.375,-177.125,-1.482
-77.375,-176.875,-1.476
-77.375,-176.625,-1.449
-77.375,-176.375,-1.448
-77.375,-176.125,-1.4
-77.375,-175.875,-1.398
-77.375,-175.625,-1.459
-77.375,-175.375,-1.518
-77.375,-175.125,-1.376
-77.375,-174.875,-1.4
-77.375,-174.625,-1.398
-77.375,-174.375,-1.473
-77.375,-174.125,-1.389
-77.375,-173.875,-1.482
-77.375,-173.625,-1.303
-77.375,-173.375,-1.316
-77.375,-173.125,-1.304
-77.375,-172.875,-1.301
-77.375,-172.625,-1.296
-77.375,-172.375,-1.297
-77.375,-172.125,-1.282
-77.375,-171.875,-1.275
-77.375,-171.625,-1.245
-77.375,-171.375,-1.231
-77.375,-171.125,-1.236
-77.375,-170.875,-1.241
-77.375,-170.625,-1.225
-77.375,-170.375,-1.483
-77.375,-170.125,-1.454
-77.375,-169.875,-1.464
-77.375,-169.625,-1.483
-77.375,-169.375,-1.247
-77.375,-169.125,-1.259
-77.375,-168.875,-1.257
-77.375,-168.625,-1.265
-77.375,-168.375,-1.264
-77.375,-168.125,-1.288
-77.375,-167.875,-1.285
-77.375,-167.625,-1.296
-77.375,-167.375,-1.316
-77.375,-167.125,-1.324
-77.375,-166.875,-1.336
-77.375,-166.625,-1.356
-77.375,-166.375,-1.396
-77.375,-166.125,-1.462
-77.375,-165.875,-1.435
-77.375,-165.625,-1.482
-77.375,-165.375,-1.49
-77.375,-165.125,-1.567
-77.375,-164.875,-1.561
-77.375,-164.625,-1.583
-77.375,-164.375,-1.595
-77.375,-164.125,-1.601
-77.375,-163.875,-1.618
-77.375,-163.625,-1.629
-77.375,-163.375,-1.633
-77.375,-163.125,-1.646
-77.375,-162.875,-1.647
-77.375,-162.625,-1.656
-77.375,-162.375,-1.662
-77.375,-162.125,-1.662
-77.375,-161.875,-1.666
-77.375,-161.625,-1.668
-77.375,-161.375,-1.668
-77.375,-161.125,-1.668
-77.375,-160.875,-1.669
-77.375,-160.625,-1.67
-77.375,-160.375,-1.672
-77.375,-160.125,-1.672
-77.375,-159.875,-1.672
-77.375,-159.625,-1.672
-77.375,-159.375,-1.668
-77.375,-159.125,-1.657
-77.375,-158.875,-1.657
-77.375,-158.625,-1.653
-77.375,-158.375,-1.648
-77.375,-158.125,-1.638
-77.375,-47.875,-1.737
-77.375,-47.625,-1.557
-77.375,-47.375,-1.629
-77.375,-47.125,-1.758
-77.375,-46.875,-1.652
-77.375,-46.625,-1.527
-77.375,-46.375,-1.714
-77.375,-46.125,-1.751
-77.375,-45.875,-1.671
-77.375,-45.625,-1.692
-77.375,-45.375,-1.67
-77.375,-45.125,-1.674
-77.375,-44.875,-1.664
-77.375,-44.625,-1.529
-77.375,-44.375,-1.48
-77.375,-44.125,-1.264
-77.375,-43.875,-1.532
-77.375,-43.625,-1.519
-77.375,-43.375,-1.576
-77.375,-43.125,-1.415
-77.375,-42.875,-1.632
-77.375,-42.625,-1.65
-77.375,-42.375,-1.62
-77.375,-42.125,-1.477
-77.375,-41.875,-1.418
-77.375,-41.625,-1.505
-77.375,-41.375,-1.46
-77.375,-41.125,-1.45
-77.375,-40.875,-1.193
-77.375,-40.625,-1.554
-77.375,-40.375,-1.19
-77.375,-40.125,-1.371
-77.375,-39.875,-1.531
-77.375,-39.625,-1.233
-77.375,-39.375,-1.37
-77.375,-39.125,-1.347
-77.375,-38.875,-1.459
-77.375,-38.625,-1.206
-77.375,-38.375,-1.131
-77.375,-38.125,-1.363
-77.375,-37.875,-1.15
-77.375,-37.625,-1.445
-77.375,-37.375,-1.553
-77.375,-37.125,-1.632
-77.375,-36.875,-1.341
-77.375,-36.625,-1.468
-77.375,-36.375,-1.515
-77.375,-36.125,-1.639
-77.375,-35.875,-1.611
-77.375,-35.625,-1.588
-77.375,-35.375,-1.583
-77.375,-35.125,-1.514
-77.375,-34.875,-1.646
-77.375,-34.625,-1.585
-77.375,-34.375,-1.585
-77.375,-34.125,-1.596
-77.375,163.875,-1.415
-77.375,164.125,-1.532
-77.375,164.375,-1.565
-77.375,164.625,-1.56
-77.375,164.875,-1.56
-77.375,165.125,-1.562
-77.375,165.375,-1.566
-77.375,165.625,-1.569
-77.375,165.875,-1.572
-77.375,166.125,-1.578
-77.375,166.375,-1.589
-77.375,167.625,-1.49
-77.375,169.125,-1.447
-77.375,169.375,-1.452
-77.375,169.625,-1.393
-77.375,169.875,-1.431
-77.375,170.125,-1.429
-77.375,175.125,-1.448
-77.375,175.625,-1.509
-77.375,176.125,-1.572
-77.375,176.375,-1.553
-77.375,176.625,-1.566
-77.375,176.875,-1.574
-77.375,177.125,-1.573
-77.375,177.375,-1.577
-77.375,177.625,-1.578
-77.375,177.875,-1.578
-77.375,178.125,-1.592
-77.375,178.375,-1.592
-77.375,178.625,-1.6
-77.375,178.875,-1.598
-77.375,179.125,-1.599
-77.375,179.375,-1.604
-77.375,179.625,-1.601
-77.375,179.875,-1.599
-77.125,-179.875,-1.578
-77.125,-179.625,-1.566
-77.125,-179.375,-1.547
-77.125,-179.125,-1.527
-77.125,-178.875,-1.509
-77.125,-178.625,-1.504
-77.125,-178.375,-1.508
-77.125,-178.125,-1.476
-77.125,-177.875,-1.48
-77.125,-177.625,-1.482
-77.125,-177.375,-1.469
-77.125,-177.125,-1.457
-77.125,-176.875,-1.468
-77.125,-176.625,-1.423
-77.125,-176.375,-1.421
-77.125,-176.125,-1.44
-77.125,-175.875,-1.408
-77.125,-175.625,-1.434
-77.125,-175.375,-1.521
-77.125,-175.125,-1.515
-77.125,-174.875,-1.512
-77.125,-174.625,-1.458
-77.125,-174.375,-1.361
-77.125,-174.125,-1.5
-77.125,-173.875,-1.421
-77.125,-173.625,-1.458
-77.125,-173.375,-1.423
-77.125,-173.125,-1.453
-77.125,-172.875,-1.335
-77.125,-172.625,-1.304
-77.125,-172.375,-1.286
-77.125,-172.125,-1.309
-77.125,-171.875,-1.277
-77.125,-171.625,-1.284
-77.125,-171.375,-1.28
-77.125,-171.125,-1.294
-77.125,-170.875,-1.277
-77.125,-170.625,-1.262
-77.125,-170.375,-1.246
-77.125,-170.125,-1.238
-77.125,-169.875,-1.271
-77.125,-169.625,-1.263
-77.125,-169.375,-1.264
-77.125,-169.125,-1.269
-77.125,-168.875,-1.283
-77.125,-168.625,-1.264
-77.125,-168.375,-1.297
-77.125,-168.125,-1.273
-77.125,-167.875,-1.297
-77.125,-167.625,-1.374
-77.125,-167.375,-1.388
-77.125,-167.125,-1.42
-77.125,-166.875,-1.449
-77.125,-166.625,-1.482
-77.125,-166.375,-1.524
-77.125,-166.125,-1.402
-77.125,-165.875,-1.443
-77.125,-165.625,-1.469
-77.125,-165.375,-1.481
-77.125,-165.125,-1.51
-77.125,-164.875,-1.582
-77.125,-164.625,-1.589
-77.125,-164.375,-1.6
-77.125,-164.125,-1.611
-77.125,-163.875,-1.616
-77.125,-163.625,-1.624
-77.125,-163.375,-1.631
-77.125,-163.125,-1.646
-77.125,-162.875,-1.644
-77.125,-162.625,-1.636
-77.125,-162.375,-1.654
-77.125,-162.125,-1.66
-77.125,-161.875,-1.661
-77.125,-161.625,-1.663
-77.125,-161.375,-1.663
-77.125,-161.125,-1.66
-77.125,-160.875,-1.66
-77.125,-160.625,-1.652
-77.125,-160.375,-1.662
-77.125,-160.125,-1.663
-77.125,-159.875,-1.662
-77.125,-159.625,-1.657
-77.125,-159.375,-1.658
-77.125,-159.125,-1.651
-77.125,-158.875,-1.654
-77.125,-158.625,-1.651
-77.125,-158.375,-1.646
-77.125,-158.125,-1.626
-77.125,-153.375,-1.632
-77.125,-153.125,-1.659
-77.125,-152.875,-1.662
-77.125,-152.625,-1.663
-77.125,-152.375,-1.673
-77.125,-152.125,-1.612
-77.125,-151.875,-1.58
-77.125,-48.875,-1.743
-77.125,-48.625,-1.74
-77.125,-48.375,-1.749
-77.125,-48.125,-1.579
-77.125,-47.875,-1.717
-77.125,-47.625,-1.726
-77.125,-47.375,-1.539
-77.125,-47.125,-1.474
-77.125,-46.875,-1.762
-77.125,-46.625,-1.54
-77.125,-46.375,-1.729
-77.125,-46.125,-1.7
-77.125,-45.875,-1.515
-77.125,-45.625,-1.713
-77.125,-45.375,-1.665
-77.125,-45.125,-1.604
-77.125,-44.875,-1.634
-77.125,-44.625,-1.495
-77.125,-44.375,-1.542
-77.125,-44.125,-1.536
-77.125,-43.875,-1.56
-77.125,-43.625,-1.365
-77.125,-43.375,-1.467
-77.125,-43.125,-1.513
-77.125,-42.875,-1.605
-77.125,-42.625,-1.421
-77.125,-42.375,-1.459
-77.125,-42.125,-1.519
-77.125,-41.875,-1.466
-77.125,-41.625,-1.414
-77.125,-41.375,-1.388
-77.125,-41.125,-1.465
-77.125,-40.875,-1.606
-77.125,-40.625,-1.508
-77.125,-40.375,-1.443
-77.125,-40.125,-1.541
-77.125,-39.875,-1.638
-77.125,-39.625,-1.482
-77.125,-39.375,-1.179
-77.125,-39.125,-1.43
-77.125,-38.875,-1.304
-77.125,-38.625,-1.015
-77.125,-38.375,-1.266
-77.125,-38.125,-1.219
-77.125,-37.875,-1.585
-77.125,-37.625,-1.504
-77.125,-37.375,-1.562
-77.125,-37.125,-1.539
-77.125,-36.875,-1.636
-77.125,-36.625,-1.582
-77.125,-36.375,-1.373
-77.125,-36.125,-1.554
-77.125,-35.875,-1.657
-77.125,-35.625,-1.625
-77.125,-35.375,-1.602
-77.125,-35.125,-1.493
-77.125,-34.875,-1.684
-77.125,-34.625,-1.62
-77.125,-34.375,-1.55
-77.125,-34.125,-1.683
-77.125,-33.875,-1.676
-77.125,-33.625,-1.592
-77.125,-33.375,-1.565
-77.125,-33.125,-1.543
-77.125,163.625,-1.447
-77.125,163.875,-1.474
-77.125,164.125,-1.49
-77.125,164.375,-1.547
-77.125,164.625,-1.553
-77.125,164.875,-1.557
-77.125,165.125,-1.561
-77.125,165.375,-1.563
-77.125,165.625,-1.565
-77.125,165.875,-1.567
-77.125,166.125,-1.571
-77.125,166.375,-1.579
-77.125,166.625,-1.595
-77.125,167.125,-1.491
-77.125,167.375,-1.487
-77.125,167.625,-1.49
-77.125,167.875,-1.491
-77.125,168.125,-1.473
-77.125,168.375,-1.472
-77.125,168.625,-1.474
-77.125,168.875,-1.471
-77.125,169.125,-1.427
-77.125,169.375,-1.428
-77.125,169.625,-1.433
-77.125,169.875,-1.443
-77.125,170.125,-1.447
-77.125,172.125,-1.485
-77.125,172.625,-1.386
-77.125,173.125,-1.368
-77.125,173.375,-1.389
-77.125,173.625,-1.403
-77.125,173.875,-1.416
-77.125,174.125,-1.399
-77.125,174.375,-1.395
-77.125,174.625,-1.422
-77.125,174.875,-1.433
-77.125,175.125,-1.471
-77.125,175.375,-1.487
-77.125,175.625,-1.513
-77.125,175.875,-1.523
-77.125,176.125,-1.522
-77.125,176.375,-1.539
-77.125,176.625,-1.546
-77.125,176.875,-1.547
-77.125,177.125,-1.551
-77.125,177.375,-1.554
-77.125,177.625,-1.558
-77.125,177.875,-1.562
-77.125,178.125,-1.573
-77.125,178.375,-1.576
-77.125,178.625,-1.58
-77.125,178.875,-1.583
-77.125,179.125,-1.588
-77.125,179.375,-1.588
-77.125,179.625,-1.588
-77.125,179.875,-1.583
-76.875,-179.875,-1.57
-76.875,-179.625,-1.56
-76.875,-179.375,-1.536
-76.875,-179.125,-1.526
-76.875,-178.875,-1.525
-76.875,-178.625,-1.505
-76.875,-178.375,-1.513
-76.875,-178.125,-1.491
-76.875,-177.875,-1.535
-76.875,-177.625,-1.485
-76.875,-177.375,-1.48
-76.875,-177.125,-1.485
-76.875,-176.875,-1.475
-76.875,-176.625,-1.482
-76.875,-176.375,-1.458
-76.875,-176.125,-1.471
-76.875,-175.875,-1.533
-76.875,-175.625,-1.435
-76.875,-175.375,-1.511
-76.875,-175.125,-1.42
-76.875,-174.875,-1.506
-76.875,-174.625,-1.467
-76.875,-174.375,-1.451
-76.875,-174.125,-1.504
-76.875,-173.875,-1.455
-76.875,-173.625,-1.396
-76.875,-173.375,-1.418
-76.875,-173.125,-1.441
-76.875,-172.875,-1.459
-76.875,-172.625,-1.347
-76.875,-172.375,-1.358
-76.875,-172.125,-1.354
-76.875,-171.875,-1.332
-76.875,-171.625,-1.438
-76.875,-171.375,-1.35
-76.875,-171.125,-1.324
-76.875,-170.875,-1.343
-76.875,-170.625,-1.321
-76.875,-170.375,-1.383
-76.875,-170.125,-1.382
-76.875,-169.875,-1.404
-76.875,-169.625,-1.302
-76.875,-169.375,-1.301
-76.875,-169.125,-1.295
-76.875,-168.875,-1.3
-76.875,-168.625,-1.404
-76.875,-168.375,-1.289
-76.875,-168.125,-1.439
-76.875,-167.875,-1.291
-76.875,-167.625,-1.47
-76.875,-167.375,-1.304
-76.875,-167.125,-1.502
-76.875,-166.875,-1.324
-76.875,-166.625,-1.352
-76.875,-166.375,-1.536
-76.875,-166.125,-1.372
-76.875,-165.875,-1.552
-76.875,-165.625,-1.488
-76.875,-165.375,-1.52
-76.875,-165.125,-1.564
-76.875,-164.875,-1.588
-76.875,-164.625,-1.596
-76.875,-164.375,-1.606
-76.875,-164.125,-1.612
-76.875,-163.875,-1.625
-76.875,-163.625,-1.636
-76.875,-163.375,-1.645
-76.875,-163.125,-1.638
-76.875,-162.875,-1.652
-76.875,-162.625,-1.632
-76.875,-162.375,-1.635
-76.875,-162.125,-1.632
-76.875,-161.875,-1.645
-76.875,-161.625,-1.659
-76.875,-161.375,-1.658
-76.875,-161.125,-1.657
-76.875,-160.875,-1.655
-76.875,-160.625,-1.656
-76.875,-160.375,-1.654
-76.875,-160.125,-1.656
-76.875,-159.875,-1.656
-76.875,-159.625,-1.657
-76.875,-159.375,-1.656
-76.875,-159.125,-1.66
-76.875,-158.875,-1.661
-76.875,-158.625,-1.655
-76.875,-158.375,-1.659
-76.875,-158.125,-1.655
-76.875,-157.875,-1.681
-76.875,-157.625,-1.68
-76.875,-157.375,-1.682
-76.875,-157.125,-1.68
-76.875,-156.875,-1.677
-76.875,-156.625,-1.675
-76.875,-156.375,-1.668
-76.875,-156.125,-1.665
-76.875,-155.875,-1.667
-76.875,-155.625,-1.669
-76.875,-155.375,-1.672
-76.875,-155.125,-1.664
-76.875,-154.875,-1.665
-76.875,-154.625,-1.659
-76.875,-154.375,-1.651
-76.875,-154.125,-1.652
-76.875,-153.875,-1.666
-76.875,-153.625,-1.65
-76.875,-153.375,-1.666
-76.875,-153.125,-1.663
-76.875,-152.875,-1.675
-76.875,-152.625,-1.691
-76.875,-152.375,-1.704
-76.875,-152.125,-1.585
-76.875,-151.875,-1.554
-76.875,-151.625,-1.357
-76.875,-151.375,-1.613
-76.875,-151.125,-1.571
-76.875,-150.875,-1.684
-76.875,-50.375,-1.74
-76.875,-50.125,-1.38
-76.875,-49.875,-1.704
-76.875,-49.625,-1.662
-76.875,-49.375,-1.406
-76.875,-49.125,-1.504
-76.875,-48.875,-1.709
-76.875,-48.625,-1.537
-76.875,-48.375,-1.713
-76.875,-48.125,-1.622
-76.875,-47.875,-1.66
-76.875,-47.625,-1.547
-76.875,-47.375,-1.369
-76.875,-47.125,-1.719
-76.875,-46.875,-1.38
-76.875,-46.625,-1.617
-76.875,-46.375,-1.663
-76.875,-46.125,-1.68
-76.875,-45.875,-1.48
-76.875,-45.625,-1.555
-76.875,-45.375,-1.683
-76.875,-45.125,-1.568
-76.875,-44.875,-1.604
-76.875,-44.625,-1.627
-76.875,-44.375,-1.442
-76.875,-44.125,-1.434
-76.875,-43.875,-1.504
-76.875,-43.625,-1.38
-76.875,-43.375,-1.387
-76.875,-43.125,-1.602
-76.875,-42.875,-1.428
-76.875,-42.625,-1.502
-76.875,-42.375,-1.575
-76.875,-42.125,-1.486
-76.875,-41.875,-1.331
-76.875,-41.625,-1.446
-76.875,-41.375,-1.51
-76.875,-41.125,-1.549
-76.875,-40.875,-1.541
-76.875,-40.625,-1.309
-76.875,-40.375,-1.487
-76.875,-40.125,-1.542
-76.875,-39.875,-1.434
-76.875,-39.625,-1.472
-76.875,-39.375,-1.361
-76.875,-39.125,-1.498
-76.875,-38.875,-1.53
-76.875,-38.625,-1.437
-76.875,-38.375,-1.442
-76.875,-38.125,-1.346
-76.875,-37.875,-1.261
-76.875,-37.625,-1.408
-76.875,-37.375,-1.486
-76.875,-37.125,-1.435
-76.875,-36.875,-1.6
-76.875,-36.625,-1.328
-76.875,-36.375,-1.613
-76.875,-36.125,-1.589
-76.875,-35.875,-1.467
-76.875,-35.625,-1.4
-76.875,-35.375,-1.515
-76.875,-35.125,-1.538
-76.875,-34.875,-1.714
-76.875,-34.625,-1.555
-76.875,-34.375,-1.698
-76.875,-34.125,-1.593
-76.875,-33.875,-1.623
-76.875,-33.625,-1.502
-76.875,-33.375,-1.575
-76.875,-33.125,-1.665
-76.875,-32.875,-1.748
-76.875,-32.625,-1.741
-76.875,-32.375,-1.645
-76.875,-32.125,-1.679
-76.875,-31.875,-1.536
-76.875,-31.625,-1.733
-76.875,-31.375,-1.717
-76.875,162.875,-1.466
-76.875,163.125,-1.43
-76.875,163.375,-1.457
-76.875,163.625,-1.448
-76.875,163.875,-1.445
-76.875,164.125,-1.497
-76.875,164.375,-1.514
-76.875,164.625,-1.541
-76.875,164.875,-1.551
-76.875,165.125,-1.556
-76.875,165.375,-1.558
-76.875,165.625,-1.559
-76.875,165.875,-1.559
-76.875,166.125,-1.559
-76.875,166.375,-1.559
-76.875,166.625,-1.544
-76.875,166.875,-1.499
