# Equatorial Pacific Line Islands 282ka Individual Foram Mg/Ca SST Data
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/26871 
#       Description: 
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/rustic2020/rustic2020.txt 
#       Description:
#
# Original_Source_URL: 
#       Description:
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: paleoceanography
#
# Dataset_DOI: 
#
# Parameter_Keywords: trace metals in carbonates, age control, reconstruction
#--------------------
# Contribution_Date
#	Date: 2020-09-09
#--------------------
# File_Last_Modified_Date
#	Date: 2020-09-09
#--------------------
# Title
#	Study_Name: Equatorial Pacific Line Islands 282ka Individual Foram Mg/Ca SST Data
#--------------------
# Investigators
#	Investigators: Rustic, G.T.; Polissar, P.J.; Ravelo, A.C.; White, S.M.
#--------------------
# Description_Notes_and_Keywords
#	Description: Trace metal ratios from individual specimens of Globigerinoides sacculifer from Central Equatorial Pacific Line Islands sediment cores ML1208-17PC and ML1208-14MC1
#--------------------
# Publication 
#	Authors: Rustic, Gerald T., Polissar, Pratigya J., Ravelo, Ana Christina, White, Sarah M.
#	Published_Date_or_Year: 2020 in revision     
#	Published_Title: 
#	Journal_Name: Nature Communications
#	Volume: 
#	Edition: 
#	Issue: 
#	Pages:
#	Report_Number: 
#	DOI: 
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: The El Nino Southern Oscillation (ENSO) is highly dependent on coupled atmosphere-ocean interactions and feedbacks, suggesting a tight relationship between ENSO strength and background climate conditions. However, studies of ENSO variability over the past 25,000 years disagree on the extent to which background climate state determines ENSO behavior.  Here we present reconstructions of El Nino amplitude from individual foraminifera distributions at discrete time intervals over the past ~285,000 years across widely varying atmospheric CO2 levels, global ice volume and sea level, and orbital insolation forcing.  Our results show a strong correlation between El Nino amplitude and tropical Pacific Ocean mixed-layer thickness, indicating upwelling feedbacks are the key factor controlling ENSO strength on these time scales. We observe reduced El Nino amplitude only during May-July high-insolation intervals, suggesting insolation-forced warming of tropical Pacific thermocline source waters in the southern hemisphere weakens the upwelling feedback and El Nino strength. Our results indicate the primacy of the upwelling feedback in shaping ENSO behavior across many different background states, suggesting accurate modeling of this 
#------------------
# Funding_Agency 
#	Funding_Agency_Name: US National Science Foundation 
#	Grant: OCE-1401649, OCE-1405178
#------------------
# Site_Information 
#	Site_Name: Central Equatorial Pacific
#	Location: Pacific>Tropical Pacific>Line Islands
#	Country:  
#	Northernmost_Latitude: 0.48
# 	Southernmost_Latitude: 0.22
# 	Easternmost_Longitude: 155.96
# 	Westernmost_Longitude: 156.45
# 	Elevation:   
#------------------
# Data_Collection   
#	Collection_Name: Rustic2020MgCaSST
#	Earliest_Year: 282350 
#	Most_Recent_Year: 3400
#	Time_Unit: Cal. Year BP
#	Core_Length: 
#	Notes: 
#------------------
# Chronology_Information
#	Chronology: 
# 	
#----------------
# Variables 
#
# Data variables follow are preceded by "##" in columns one and two.
# Data line variables format:  one per line, shortname-tab-variable components (what, material, error, units, seasonality, data type,detail, method, C or N for Character or Numeric data, free text) 
#
## depth	depth, , , centimeter, , paleoceanography; climate reconstructions, , ,N,
## age_ka	age, , , calendar kiloyear before present, , paleoceanography; climate reconstructions, , ,N,D18O alignment with benthic stack
## core		sample identification, , , , , paleoceanography; climate reconstructions, , , C, ML1208- sediment core ID
## index	sample identification, , , , , paleoceanography; climate reconstructions, , , N, Indexed Foraminifera ID for interval
## sacc.MgCa	magnesium/calcium, Trilobatus sacculifer, , millimole per mole, , paleoceanography, , laser ablation; inductively-coupled plasma mass spectrometry, N, average of F1 and F0 chamber - elemental ratio
## Temperature	sea surface temperature, magnesium/calcium, , degree Celsius, , paleoceanography; climate reconstructions, corrected, , N, Mg/Ca SST: Anand calibration with Regenberg dissolution correction applied
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing_Values:   
#
depth	age_ka	core	index	sacc.Mg/Ca	Temperature
286	111.79	17PC	11	2.64	25.25
286	111.79	17PC	12	3.58	27.77
286	111.79	17PC	13	2.86	25.9
286	111.79	17PC	14	3.08	26.5
286	111.79	17PC	15	4.31	29.41
286	111.79	17PC	16	4.25	29.28
286	111.79	17PC	17	2.35	24.35
286	111.79	17PC	18	2.78	25.67
286	111.79	17PC	19	4.07	28.89
286	111.79	17PC	20	2.62	25.19
286	111.79	17PC	21	4.63	30.05
286	111.79	17PC	22	3.37	27.25
286	111.79	17PC	25	2.95	26.14
286	111.79	17PC	26	3.47	27.52
286	111.79	17PC	27	4.55	29.88
286	111.79	17PC	28	3.51	27.61
286	111.79	17PC	29	4.02	28.79
286	111.79	17PC	30	3.19	26.8
286	111.79	17PC	31	4.1	28.96
286	111.79	17PC	32	3.02	26.35
286	111.79	17PC	33	3.65	27.93
286	111.79	17PC	35	2.88	25.95
286	111.79	17PC	36	3.38	27.29
286	111.79	17PC	37	3.46	27.49
286	111.79	17PC	39	3.85	28.41
286	111.79	17PC	40	3.57	27.74
286	111.79	17PC	41	2.88	25.96
286	111.79	17PC	42	3.51	27.6
286	111.79	17PC	44	2.77	25.65
286	111.79	17PC	46	3.92	28.57
286	111.79	17PC	47	2.8	25.73
286	111.79	17PC	48	2.9	26.01
286	111.79	17PC	49	3.24	26.92
286	111.79	17PC	50	2.31	24.2
286	111.79	17PC	51	3.21	26.86
286	111.79	17PC	52	3.17	26.73
286	111.79	17PC	53	3.36	27.22
286	111.79	17PC	54	4	28.75
286	111.79	17PC	55	3.08	26.51
286	111.79	17PC	56	3.25	26.96
286	111.79	17PC	57	3.34	27.18
286	111.79	17PC	58	2.48	24.77
286	111.79	17PC	59	2.85	25.86
286	111.79	17PC	60	3.03	26.37
286	111.79	17PC	61	3.09	26.54
286	111.79	17PC	62	2.73	25.51
286	111.79	17PC	63	3.34	27.19
286	111.79	17PC	64	3.53	27.64
286	111.79	17PC	65	3.16	26.71
286	111.79	17PC	66	3.53	27.66
286	111.79	17PC	67	3.32	27.13
286	111.79	17PC	68	3.85	28.41
286	111.79	17PC	69	3.26	26.97
286	111.79	17PC	70	3.62	27.87
286	111.79	17PC	71	3.41	27.36
322	126.9	17PC	1	4.34	29.47
322	126.9	17PC	2	2.79	25.68
322	126.9	17PC	3	3.59	27.8
322	126.9	17PC	4	3.21	26.86
322	126.9	17PC	5	3.11	26.59
322	126.9	17PC	6	4.76	30.3
322	126.9	17PC	7	4.17	29.12
322	126.9	17PC	8	3.01	26.31
322	126.9	17PC	9	3.49	27.55
322	126.9	17PC	10	3.65	27.93
322	126.9	17PC	11	3.23	26.9
322	126.9	17PC	12	5.01	30.77
322	126.9	17PC	13	2.98	26.23
322	126.9	17PC	14	4.79	30.35
322	126.9	17PC	15	3.56	27.74
322	126.9	17PC	16	4.66	30.11
322	126.9	17PC	17	3.3	27.08
322	126.9	17PC	18	4.49	29.76
322	126.9	17PC	19	5.2	31.11
322	126.9	17PC	20	3.23	26.9
322	126.9	17PC	21	3.78	28.24
322	126.9	17PC	22	5.15	31.02
322	126.9	17PC	23	3.16	26.72
322	126.9	17PC	24	3.57	27.76
322	126.9	17PC	25	3.51	27.61
322	126.9	17PC	26	2.74	25.55
322	126.9	17PC	27	4.87	30.5
322	126.9	17PC	28	2.86	25.89
322	126.9	17PC	29	3.09	26.53
322	126.9	17PC	30	5.8	32.12
322	126.9	17PC	31	3.23	26.91
322	126.9	17PC	32	4.12	29.01
322	126.9	17PC	33	4.22	29.21
322	126.9	17PC	34	4.11	28.97
322	126.9	17PC	35	3.51	27.6
322	126.9	17PC	36	3.02	26.34
322	126.9	17PC	37	2.48	24.77
322	126.9	17PC	38	4.02	28.78
322	126.9	17PC	39	3.49	27.56
322	126.9	17PC	40	4.5	29.78
322	126.9	17PC	41	3.67	27.99
322	126.9	17PC	42	4.27	29.33
322	126.9	17PC	43	3.14	26.67
322	126.9	17PC	44	3.7	28.05
322	126.9	17PC	45	2.5	24.83
322	126.9	17PC	46	4.38	29.54
322	126.9	17PC	47	3.28	27.04
322	126.9	17PC	48	4.23	29.23
322	126.9	17PC	49	3.87	28.46
322	126.9	17PC	50	3.39	27.31
322	126.9	17PC	51	3.81	28.31
322	126.9	17PC	52	4.49	29.77
322	126.9	17PC	53	3.19	26.79
322	126.9	17PC	54	3.47	27.52
322	126.9	17PC	55	4.8	30.38
322	126.9	17PC	56	2.96	26.17
322	126.9	17PC	57	3.76	28.19
322	126.9	17PC	58	3.12	26.6
322	126.9	17PC	59	4.15	29.06
322	126.9	17PC	60	3.96	28.66
322	126.9	17PC	61	3.69	28.03
322	126.9	17PC	62	4.65	30.08
322	126.9	17PC	63	2.91	26.03
322	126.9	17PC	64	5.72	32
322	126.9	17PC	65	3.64	27.93
322	126.9	17PC	66	3.25	26.94
322	126.9	17PC	67	3.15	26.68
322	126.9	17PC	68	4.47	29.73
322	126.9	17PC	69	3.29	27.06
322	126.9	17PC	70	3.46	27.49
322	126.9	17PC	71	3.6	27.81
322	126.9	17PC	72	3.25	26.96
322	126.9	17PC	73	4.09	28.93
322	126.9	17PC	74	3.24	26.93
322	126.9	17PC	75	4.26	29.3
322	126.9	17PC	77	4.09	28.94
322	126.9	17PC	78	4	28.75
378	152.17	17PC	1	3.13	26.63
378	152.17	17PC	2	2.83	25.82
378	152.17	17PC	3	2.89	25.99
378	152.17	17PC	4	1.85	22.58
378	152.17	17PC	5	3.11	26.57
378	152.17	17PC	6	3.6	27.83
378	152.17	17PC	7	3.31	27.1
378	152.17	17PC	8	2.9	26.02
378	152.17	17PC	9	3.2	26.82
378	152.17	17PC	10	2.89	25.99
378	152.17	17PC	11	3.59	27.8
378	152.17	17PC	12	2.71	25.47
378	152.17	17PC	13	3.73	28.13
378	152.17	17PC	14	3.99	28.71
378	152.17	17PC	15	3.52	27.63
378	152.17	17PC	16	2.41	24.53
378	152.17	17PC	17	2.47	24.72
378	152.17	17PC	18	2.3	24.18
378	152.17	17PC	19	3.84	28.38
378	152.17	17PC	20	2.87	25.94
378	152.17	17PC	21	3.62	27.88
378	152.17	17PC	22	2.49	24.78
378	152.17	17PC	23	2.49	24.8
378	152.17	17PC	24	3.96	28.66
378	152.17	17PC	25	3.69	28.04
378	152.17	17PC	26	3.77	28.23
378	152.17	17PC	27	3.35	27.21
378	152.17	17PC	28	3.42	27.38
378	152.17	17PC	29	4.56	29.91
378	152.17	17PC	30	2.7	25.44
378	152.17	17PC	31	3.87	28.44
378	152.17	17PC	32	3.19	26.79
378	152.17	17PC	33	2.2	23.84
378	152.17	17PC	34	3.12	26.61
378	152.17	17PC	35	2.91	26.03
378	152.17	17PC	36	2.68	25.37
378	152.17	17PC	37	2.83	25.81
378	152.17	17PC	38	3.75	28.19
378	152.17	17PC	39	2.48	24.77
378	152.17	17PC	40	3.36	27.23
378	152.17	17PC	41	4.2	29.17
378	152.17	17PC	42	3.38	27.28
378	152.17	17PC	43	3.08	26.5
378	152.17	17PC	44	2.69	25.42
378	152.17	17PC	45	3.69	28.04
378	152.17	17PC	46	3.84	28.38
378	152.17	17PC	47	3.24	26.92
378	152.17	17PC	48	4.43	29.64
378	152.17	17PC	49	4.03	28.8
378	152.17	17PC	50	3.29	27.05
378	152.17	17PC	51	2.7	25.43
378	152.17	17PC	52	2.98	26.23
378	152.17	17PC	53	4.56	29.91
378	152.17	17PC	54	3.11	26.58
378	152.17	17PC	56	3.7	28.06
378	152.17	17PC	57	3.87	28.45
378	152.17	17PC	58	3	26.3
378	152.17	17PC	59	3.84	28.39
378	152.17	17PC	60	3.94	28.62
378	152.17	17PC	61	2.19	23.82
378	152.17	17PC	62	2.25	24
378	152.17	17PC	63	2.98	26.23
378	152.17	17PC	64	3.08	26.51
378	152.17	17PC	65	3.31	27.11
378	152.17	17PC	66	4.1	28.95
378	152.17	17PC	67	2.85	25.86
378	152.17	17PC	68	2.94	26.11
378	152.17	17PC	69	3.15	26.69
378	152.17	17PC	70	2.48	24.76
378	152.17	17PC	71	2.41	24.55
378	152.17	17PC	72	2.93	26.1
378	152.17	17PC	73	2.81	25.76
378	152.17	17PC	74	2.64	25.24
378	152.17	17PC	75	2.73	25.53
378	152.17	17PC	76	3.24	26.93
378	152.17	17PC	77	2.54	24.96
378	152.17	17PC	78	4.06	28.87
378	152.17	17PC	79	2.38	24.44
378	152.17	17PC	80	4.48	29.75
400	162.18	17PC	1	3.01	26.3
400	162.18	17PC	2	2.83	25.8
400	162.18	17PC	3	3.28	27.03
400	162.18	17PC	4	2.62	25.2
400	162.18	17PC	5	3.2	26.84
400	162.18	17PC	6	2.47	24.73
400	162.18	17PC	7	4.15	29.07
400	162.18	17PC	8	2.98	26.23
400	162.18	17PC	9	4.31	29.41
400	162.18	17PC	10	4.54	29.87
400	162.18	17PC	11	3.8	28.3
400	162.18	17PC	12	3.87	28.45
400	162.18	17PC	13	3.45	27.45
400	162.18	17PC	14	3.89	28.49
400	162.18	17PC	15	3.9	28.53
400	162.18	17PC	16	2.82	25.77
400	162.18	17PC	17	2.64	25.24
400	162.18	17PC	18	2.69	25.4
400	162.18	17PC	19	2.5	24.81
400	162.18	17PC	20	3.96	28.66
400	162.18	17PC	21	3.75	28.17
400	162.18	17PC	22	3.23	26.89
400	162.18	17PC	23	4.81	30.39
400	162.18	17PC	24	3.05	26.43
400	162.18	17PC	25	2.95	26.14
400	162.18	17PC	26	3.37	27.26
400	162.18	17PC	27	2.41	24.55
400	162.18	17PC	28	2.88	25.97
400	162.18	17PC	29	3.03	26.36
400	162.18	17PC	30	3.41	27.36
400	162.18	17PC	31	3.95	28.64
400	162.18	17PC	32	3.07	26.48
400	162.18	17PC	33	3.86	28.42
400	162.18	17PC	34	3.73	28.14
400	162.18	17PC	35	2.7	25.44
400	162.18	17PC	36	3.02	26.35
400	162.18	17PC	37	3.32	27.13
400	162.18	17PC	38	3.11	26.57
400	162.18	17PC	39	3.02	26.34
400	162.18	17PC	40	2.35	24.34
400	162.18	17PC	41	3.32	27.13
400	162.18	17PC	42	3.3	27.09
400	162.18	17PC	43	3.35	27.21
400	162.18	17PC	44	2.83	25.82
400	162.18	17PC	45	4.59	29.97
400	162.18	17PC	46	3.87	28.45
400	162.18	17PC	47	3.47	27.52
400	162.18	17PC	48	4.14	29.05
400	162.18	17PC	49	3.25	26.95
400	162.18	17PC	50	2.83	25.81
400	162.18	17PC	51	3.18	26.77
400	162.18	17PC	52	3.25	26.97
400	162.18	17PC	53	3	26.27
400	162.18	17PC	55	3.21	26.85
400	162.18	17PC	56	3.26	26.99
400	162.18	17PC	57	3.51	27.61
400	162.18	17PC	58	3.8	28.3
400	162.18	17PC	59	3.43	27.4
400	162.18	17PC	60	3.52	27.63
400	162.18	17PC	61	3.3	27.08
400	162.18	17PC	62	2.72	25.5
400	162.18	17PC	63	3.62	27.87
400	162.18	17PC	64	3.98	28.71
400	162.18	17PC	65	4.3	29.39
400	162.18	17PC	66	3.45	27.47
400	162.18	17PC	67	2.8	25.71
400	162.18	17PC	68	3.22	26.88
400	162.18	17PC	69	2.13	23.6
400	162.18	17PC	70	4.88	30.53
400	162.18	17PC	71	3.05	26.43
400	162.18	17PC	72	3.68	28.01
400	162.18	17PC	73	4.13	29.02
400	162.18	17PC	74	3.79	28.27
400	162.18	17PC	75	2.89	25.99
400	162.18	17PC	76	3.54	27.67
400	162.18	17PC	77	4.04	28.82
400	162.18	17PC	78	2.89	25.97
400	162.18	17PC	79	3.45	27.46
400	162.18	17PC	80	3.64	27.92
442	181.29	17PC	1	3.42	27.39
442	181.29	17PC	2	3.17	26.75
442	181.29	17PC	3	2.75	25.57
442	181.29	17PC	4	3.33	27.16
442	181.29	17PC	5	3.62	27.87
442	181.29	17PC	6	2.81	25.76
442	181.29	17PC	7	3.66	27.97
442	181.29	17PC	8	3.74	28.16
442	181.29	17PC	9	3.31	27.11
442	181.29	17PC	10	2.8	25.72
442	181.29	17PC	11	2.95	26.14
442	181.29	17PC	12	2.25	24.01
442	181.29	17PC	13	3.85	28.4
442	181.29	17PC	14	3.59	27.8
442	181.29	17PC	15	2.85	25.86
442	181.29	17PC	16	2.9	26.01
442	181.29	17PC	17	2.78	25.66
442	181.29	17PC	18	2.51	24.86
442	181.29	17PC	19	4.15	29.07
442	181.29	17PC	20	3.23	26.9
442	181.29	17PC	21	3.83	28.36
442	181.29	17PC	22	2.7	25.43
442	181.29	17PC	23	3.26	26.98
442	181.29	17PC	24	3.26	26.97
442	181.29	17PC	25	2.47	24.73
442	181.29	17PC	26	2.86	25.91
442	181.29	17PC	27	3.98	28.69
442	181.29	17PC	28	3.66	27.96
442	181.29	17PC	29	4.3	29.38
442	181.29	17PC	30	2.97	26.2
442	181.29	17PC	31	2.71	25.47
442	181.29	17PC	32	3.45	27.46
442	181.29	17PC	33	2.58	25.06
442	181.29	17PC	34	3.69	28.05
442	181.29	17PC	35	3.98	28.69
442	181.29	17PC	36	3.67	27.98
442	181.29	17PC	37	3.4	27.34
442	181.29	17PC	38	3.26	26.98
442	181.29	17PC	39	3.69	28.04
442	181.29	17PC	40	2.76	25.6
442	181.29	17PC	41	3.4	27.34
442	181.29	17PC	42	3.72	28.11
442	181.29	17PC	43	3.28	27.04
442	181.29	17PC	44	3.36	27.24
442	181.29	17PC	45	3.07	26.49
442	181.29	17PC	46	2.95	26.16
442	181.29	17PC	47	3.48	27.54
442	181.29	17PC	48	3.07	26.47
442	181.29	17PC	49	4.08	28.91
442	181.29	17PC	50	2.91	26.05
442	181.29	17PC	51	2.5	24.81
442	181.29	17PC	52	3.74	28.14
442	181.29	17PC	53	2.89	25.99
442	181.29	17PC	54	4.24	29.26
442	181.29	17PC	55	4.16	29.09
442	181.29	17PC	56	3.99	28.71
442	181.29	17PC	57	3.67	27.99
442	181.29	17PC	58	3.34	27.19
442	181.29	17PC	59	2.99	26.25
442	181.29	17PC	60	2.88	25.94
442	181.29	17PC	62	2.45	24.68
442	181.29	17PC	63	3.76	28.2
442	181.29	17PC	64	4.78	30.34
442	181.29	17PC	65	2.95	26.15
442	181.29	17PC	66	3.01	26.3
442	181.29	17PC	67	3.42	27.38
442	181.29	17PC	68	3.93	28.58
442	181.29	17PC	69	3.65	27.94
442	181.29	17PC	70	3.25	26.95
442	181.29	17PC	71	3.74	28.16
442	181.29	17PC	72	2.28	24.11
442	181.29	17PC	73	3.64	27.91
442	181.29	17PC	74	3.42	27.38
442	181.29	17PC	75	2.29	24.16
442	181.29	17PC	76	3.8	28.29
442	181.29	17PC	77	3.39	27.31
442	181.29	17PC	78	3.42	27.38
442	181.29	17PC	79	2.88	25.95
442	181.29	17PC	80	3.26	26.98
442	181.29	17PC	81	4.29	29.37
475	197.06	17PC	1	3.38	27.28
475	197.06	17PC	2	3.97	28.68
475	197.06	17PC	3	3.29	27.05
475	197.06	17PC	4	3.95	28.64
475	197.06	17PC	5	4.83	30.42
475	197.06	17PC	6	4.15	29.05
475	197.06	17PC	7	3	26.29
475	197.06	17PC	8	3.79	28.26
475	197.06	17PC	9	3.93	28.59
475	197.06	17PC	10	3.71	28.07
475	197.06	17PC	11	3.62	27.88
475	197.06	17PC	12	3.44	27.44
475	197.06	17PC	13	4.04	28.84
475	197.06	17PC	14	3.99	28.72
475	197.06	17PC	15	2.94	26.12
475	197.06	17PC	16	4.01	28.76
475	197.06	17PC	17	3.81	28.32
475	197.06	17PC	18	4.63	30.05
475	197.06	17PC	19	3.38	27.28
475	197.06	17PC	20	3.51	27.61
475	197.06	17PC	21	5.02	30.78
475	197.06	17PC	22	3.66	27.97
475	197.06	17PC	23	4.47	29.72
475	197.06	17PC	24	3.24	26.92
475	197.06	17PC	25	4.27	29.31
475	197.06	17PC	26	4.2	29.17
475	197.06	17PC	27	4.18	29.12
475	197.06	17PC	28	4.56	29.9
475	197.06	17PC	29	4.2	29.17
475	197.06	17PC	30	3.49	27.55
475	197.06	17PC	31	3.32	27.14
475	197.06	17PC	32	3.48	27.53
475	197.06	17PC	33	4.32	29.43
475	197.06	17PC	34	4.34	29.46
475	197.06	17PC	35	3.39	27.3
475	197.06	17PC	36	3.49	27.57
475	197.06	17PC	37	3.17	26.75
475	197.06	17PC	38	3.66	27.97
475	197.06	17PC	39	3.12	26.61
475	197.06	17PC	40	3.66	27.98
475	197.06	17PC	41	3.51	27.6
475	197.06	17PC	42	3.2	26.81
475	197.06	17PC	43	4.75	30.27
475	197.06	17PC	44	3.56	27.73
475	197.06	17PC	45	3.33	27.16
475	197.06	17PC	46	3.76	28.2
475	197.06	17PC	47	3.46	27.48
475	197.06	17PC	48	4.45	29.69
475	197.06	17PC	49	3.87	28.46
475	197.06	17PC	50	4.08	28.92
475	197.06	17PC	51	4.06	28.86
475	197.06	17PC	52	4.33	29.45
475	197.06	17PC	53	3.11	26.58
475	197.06	17PC	54	4.54	29.87
475	197.06	17PC	55	4.54	29.87
475	197.06	17PC	56	3.24	26.93
475	197.06	17PC	57	3.53	27.65
475	197.06	17PC	58	3.83	28.35
475	197.06	17PC	59	3.06	26.44
475	197.06	17PC	60	3.23	26.91
475	197.06	17PC	61	4.14	29.04
475	197.06	17PC	62	3.57	27.74
475	197.06	17PC	63	4.01	28.77
475	197.06	17PC	64	2.92	26.07
475	197.06	17PC	65	3.83	28.37
475	197.06	17PC	66	3.08	26.51
475	197.06	17PC	67	3.7	28.07
475	197.06	17PC	68	3.36	27.23
475	197.06	17PC	69	3.34	27.19
475	197.06	17PC	70	2.31	24.22
475	197.06	17PC	71	3.42	27.38
475	197.06	17PC	72	2.73	25.53
475	197.06	17PC	73	2.75	25.57
475	197.06	17PC	74	4.22	29.21
475	197.06	17PC	75	3.87	28.44
475	197.06	17PC	76	3.09	26.53
475	197.06	17PC	77	4.17	29.1
475	197.06	17PC	78	3.53	27.66
475	197.06	17PC	79	3.5	27.59
475	197.06	17PC	80	3.81	28.32
475	197.06	17PC	81	3.97	28.68
475	197.06	17PC	82	3.76	28.21
530	229.69	17PC	1	4.61	30.01
530	229.69	17PC	2	3.7	28.06
530	229.69	17PC	3	3.54	27.67
530	229.69	17PC	4	3.62	27.86
530	229.69	17PC	5	4.28	29.35
530	229.69	17PC	6	4.35	29.48
530	229.69	17PC	7	2.88	25.96
530	229.69	17PC	8	3.38	27.27
530	229.69	17PC	9	4.72	30.23
530	229.69	17PC	10	3.87	28.46
530	229.69	17PC	11	2.77	25.63
530	229.69	17PC	12	2.98	26.23
530	229.69	17PC	13	3.14	26.67
530	229.69	17PC	14	2.14	23.64
530	229.69	17PC	15	3.4	27.33
530	229.69	17PC	16	2.86	25.88
530	229.69	17PC	17	3.32	27.14
530	229.69	17PC	18	2.75	25.58
530	229.69	17PC	19	3.12	26.61
530	229.69	17PC	20	2.7	25.44
530	229.69	17PC	21	3.72	28.11
530	229.69	17PC	22	3.44	27.43
530	229.69	17PC	23	3.52	27.63
530	229.69	17PC	24	3.34	27.19
530	229.69	17PC	25	3.52	27.62
530	229.69	17PC	26	3.79	28.27
530	229.69	17PC	27	3.79	28.28
530	229.69	17PC	28	4.23	29.24
530	229.69	17PC	29	3.16	26.71
530	229.69	17PC	30	3.99	28.71
530	229.69	17PC	31	4.03	28.81
530	229.69	17PC	32	3.09	26.52
530	229.69	17PC	33	3.23	26.91
530	229.69	17PC	34	6.25	32.84
530	229.69	17PC	35	3.67	27.99
530	229.69	17PC	36	3.04	26.39
530	229.69	17PC	37	4.61	30
530	229.69	17PC	38	4.86	30.48
530	229.69	17PC	39	3.28	27.04
530	229.69	17PC	40	3.15	26.7
530	229.69	17PC	41	4.04	28.82
530	229.69	17PC	42	3.4	27.34
530	229.69	17PC	43	3	26.28
530	229.69	17PC	44	4.09	28.93
530	229.69	17PC	45	3.07	26.49
530	229.69	17PC	46	3.79	28.26
530	229.69	17PC	47	3.44	27.45
530	229.69	17PC	48	3.8	28.28
530	229.69	17PC	49	3.58	27.77
530	229.69	17PC	50	2.64	25.27
530	229.69	17PC	51	3.69	28.03
530	229.69	17PC	52	2.95	26.14
530	229.69	17PC	53	4.09	28.93
530	229.69	17PC	54	3.75	28.18
530	229.69	17PC	55	4.3	29.38
530	229.69	17PC	56	2.85	25.86
530	229.69	17PC	57	2.99	26.27
530	229.69	17PC	58	3.34	27.17
530	229.69	17PC	59	2.95	26.15
530	229.69	17PC	60	2.36	24.37
530	229.69	17PC	61	2.75	25.58
530	229.69	17PC	62	3.41	27.35
530	229.69	17PC	63	4.17	29.1
530	229.69	17PC	64	3.02	26.34
530	229.69	17PC	65	4.15	29.07
530	229.69	17PC	66	3.39	27.3
530	229.69	17PC	67	3.73	28.13
530	229.69	17PC	68	4.93	30.63
530	229.69	17PC	69	4.12	28.99
530	229.69	17PC	70	3.51	27.6
530	229.69	17PC	71	3.25	26.95
530	229.69	17PC	72	3.79	28.26
530	229.69	17PC	73	2.78	25.67
530	229.69	17PC	74	3.74	28.15
530	229.69	17PC	75	3.66	27.96
530	229.69	17PC	76	4.04	28.82
530	229.69	17PC	77	3.15	26.69
530	229.69	17PC	78	3.49	27.57
530	229.69	17PC	79	3.68	28.02
530	229.69	17PC	80	3.69	28.04
530	229.69	17PC	81	3.65	27.94
530	229.69	17PC	82	3.37	27.27
552	239.87	17PC	1	3.65	27.94
552	239.87	17PC	2	3.54	27.67
552	239.87	17PC	3	3.12	26.61
552	239.87	17PC	4	3.92	28.57
552	239.87	17PC	5	3.64	27.92
552	239.87	17PC	6	3.96	28.66
552	239.87	17PC	7	3.78	28.24
552	239.87	17PC	8	4	28.73
552	239.87	17PC	9	4.32	29.43
552	239.87	17PC	10	4.23	29.23
552	239.87	17PC	11	3.38	27.3
552	239.87	17PC	12	4.66	30.1
552	239.87	17PC	13	4.81	30.39
552	239.87	17PC	14	4.55	29.9
552	239.87	17PC	15	4.62	30.02
552	239.87	17PC	16	3.34	27.19
552	239.87	17PC	17	4.18	29.12
552	239.87	17PC	18	4.77	30.31
552	239.87	17PC	19	4.33	29.45
552	239.87	17PC	20	3.97	28.67
552	239.87	17PC	21	3.73	28.14
552	239.87	17PC	22	4.12	29.01
552	239.87	17PC	23	4.05	28.84
552	239.87	17PC	24	3.85	28.41
552	239.87	17PC	25	3.93	28.58
552	239.87	17PC	26	5.42	31.49
552	239.87	17PC	27	3.75	28.16
552	239.87	17PC	28	3.5	27.57
552	239.87	17PC	29	3.56	27.73
552	239.87	17PC	30	4.12	29
552	239.87	17PC	31	4.45	29.7
552	239.87	17PC	32	3.42	27.38
552	239.87	17PC	33	4.14	29.03
552	239.87	17PC	34	4.27	29.32
552	239.87	17PC	35	3.55	27.7
552	239.87	17PC	36	3.01	26.32
552	239.87	17PC	37	3.94	28.61
552	239.87	17PC	38	4.16	29.08
552	239.87	17PC	39	3.42	27.37
552	239.87	17PC	40	3.79	28.27
552	239.87	17PC	41	3.37	27.25
552	239.87	17PC	42	3.56	27.73
552	239.87	17PC	43	4.11	28.98
552	239.87	17PC	44	3.38	27.29
552	239.87	17PC	46	3.45	27.47
552	239.87	17PC	47	4.44	29.67
552	239.87	17PC	48	3.65	27.94
552	239.87	17PC	49	4.23	29.23
552	239.87	17PC	50	4.15	29.07
552	239.87	17PC	51	2.84	25.84
552	239.87	17PC	52	3.24	26.94
552	239.87	17PC	53	4.48	29.74
552	239.87	17PC	54	3.88	28.48
552	239.87	17PC	55	3.89	28.5
552	239.87	17PC	56	4.2	29.17
552	239.87	17PC	57	4.62	30.03
552	239.87	17PC	58	4.35	29.48
