# Arabian Sea ODP722 11ma Leaf Wax Stable Isotope Data 
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/22691 
#       Description: NOAA Landing Page
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/huang2007/huang2007biomarker.txt
#       Description: NOAA location of the template
#
# Original_Source_URL:  
#       Description:
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Paleoceanography
#
# Dataset DOI: 
#
# Parameter_Keywords: age control, biomarkers, carbon isotopes, oxygen isotopes, geochemistry, population abundance
#--------------------
# Contribution_Date
#	Date: 2017-09-27
#--------------------
# File_Last_Modified_Date
#	Date: 2017-09-27
#--------------------
# Title
#	Study_Name: Arabian Sea ODP722 11ma Leaf Wax Stable Isotope Data 
#--------------------
# Investigators
#	Investigators: Huang, Y.; Clemens, S.C.; Liu, W.; Wang, Y.; Prell, W.L. 
#--------------------
# Description_Notes_and_Keywords
#	Description: Biomarker and compound-specific isotope data, plus foraminiferal census and isotope data, from Ocean Drilling Program Site 722 
#	in the Arabian Sea, spanning the past 11 m.y. Also included are paleosol carbon and oxygen isotope data from several locations in Pakistan.
#--------------------
# Publication 
#	Authors: Yongsong Huang, Steven C. Clemens, Weiguo Liu, Yi Wang, Warren L. Prell 
#	Published_Date_or_Year: 2007-06-01      
#	Published_Title: Large-scale hydrological change drove the late Miocene C4 plant expansion in the Himalayan foreland and Arabian Peninsula 
#	Journal_Name: Geology
#	Volume: 35
#	Edition: 
#	Issue: 6
#	Pages: 531-534
#	Report_Number: 
#	DOI: 10.1130/G23666A.1
#	Online_Resource: https://pubs.geoscienceworld.org/geology/article-lookup/35/6/531
#	Full_Citation: 
#	Abstract: Carbon isotope changes in paleosols from Siwalik, Pakistan, and marine sediments from the Bengal Fan indicate a major C4 plant expansion in the Himalayan foreland during the late Miocene. However, the timing and mechanisms behind the C4 plant expansion remain enigmatic. Here we present high-resolution (~60 k.y.) biomarker and compound-specific isotope data spanning the past 11 m.y. from Ocean Drilling Program Site 722 in the Arabian Sea. An ~5-6 permil increase in leaf wax d13C values indicates a marked rise of C4 plants from 10 to 5.5 Ma, with accelerated expansion from 7.9 to 5.5 Ma. A concurrent ~50 permil rise in leaf wax dD values is attributed to a combined effect of changes in precipitation amount and evaporation, indicating that source regions for the plant waxes became progressively drier from 10 to 5.5 Ma. In contrast to earlier reports, our isotope records, biomarker abundances, alkenone UK'37, and Globigerina bulloides abundance data do not suggest enhanced summer monsoon circulation during this time interval. Rather, our results suggest that large-scale hydrological changes drove the late Miocene expansion of C4 plants in the Himalayan foreland and Arabian Peninsula.
#------------------
# Funding_Agency 
#	Funding_Agency_Name: US National Science Foundation
#	Grant: 0318050, 0318123, 0402383, 0520718
#------------------
# Funding_Agency 
#	Funding_Agency_Name: US National Aeronautics and Space Administration
#	Grant: NAG5-10665, NNG04GJ34G
#------------------
# Funding_Agency 
#	Funding_Agency_Name: American Chemical Society
#	Grant: ACS-PRF 38878-AC2
#------------------
# Site_Information 
#	Site_Name: ODP722
#	Location: Ocean>Indian Ocean>Arabian Sea
#	Country:  
#	Northernmost_Latitude: 16.61667
# 	Southernmost_Latitude: 16.61667
# 	Easternmost_Longitude: 59.8
# 	Westernmost_Longitude: 59.8
# 	Elevation: -2022 m
#------------------
# Data_Collection   
#	Collection_Name: Huang2007biomarker
#	Earliest_Year: 10901400
#	Most_Recent_Year: 165000
#	Time_Unit: Cal. Year BP
#	Core_Length: 
#	Notes: 
#------------------
# Chronology_Information
#	Chronology: 
# 	
#----------------	
# Variables 
#
# Data variables follow are preceded by "##" in columns one and two.
# Data line variables format:  one per line, shortname-tab-variable components (what, material, error, units, seasonality, data type,detail, method, C or N for Character or Numeric data, free text) 
#
## depth_m	depth, , , m, , , mbsf, ,N,
## age_MaB85	age, , , Millions of calendar years before present, , , Berggren 1985, ,N,
## age_MaCK95	age, , , Millions of calendar years before present, , , Cande and Kent 1995, ,N,
## d13C-C27	delta 13C, C27 n-alkane, , per mil, , paleoceanography, , ,N, 
## d13C-C29	delta 13C, C29 n-alkane, , per mil, , paleoceanography, , ,N, 
## d13C-C31	delta 13C, C31 n-alkane, , per mil, , paleoceanography, , ,N, 
## d13C-C33	delta 13C, C33 n-alkane, , per mil, , paleoceanography, , ,N, 
## dD-C31	delta D, C31 n-alkane, , per mil, , paleoceanography, , ,N, 
## dD-C33	delta D, C33 n-alkane, , per mil, , paleoceanography, , ,N, 
## SSTalk	Sea Surface temperature, , , degrees C, , climate reconstructions, , Alkenone,N, 
## Uk37:3	alkenone unsaturation, , , ng/g, , paleoceanography, , ,N, 
## Uk37:2	alkenone unsaturation, , , ng/g, , paleoceanography, , ,N, 
## alkenone	alkenone, , , , , paleoceanography, , ,N, 
## C25	C25 n-alkane, , , ng/g, , paleoceanography, , ,N, 
## C27	C27 n-alkane, , , ng/g, , paleoceanography, , ,N, 
## C29	C29 n-alkane, , , ng/g, , paleoceanography, , ,N, 
## C31	C31 n-alkane, , , ng/g, , paleoceanography, , ,N, 
## C33	C33 n-alkane, , , ng/g, , paleoceanography, , ,N, 
## ACL	Average Chain Length, n-alkanes, , , , paleoceanography, , ,N, 
## totalk	alkanes, , , , , paleoceanography, , ,N, 
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values:  
#
depth_m	age_MaB85	age_MaCK95	d13C-C27	d13C-C29	d13C-C31	d13C-C33	dD-C31	dD-C33	SSTalk	Uk37:3	Uk37:2	alkenone	C25	C27	C29	C31	C33	ACL	totalk
146.95	4.5336	5.1661	-26.775	-26.855	-26.91	-25.665	-117.5	-122.3	26.1	312	3862	4174	37	65	117	213	85	29.94	517
148.45	4.5623	5.2178	-25.25	-27.79	-26.77	-25.94	-121.4	-120.1	27.5	54	1927	1981	49	73	164	173	65	29.5	524
150.62	4.6039	5.2925	-26.12	-26.695	-27.08	-26.225	-142.7	-129.5	26.2	305	4012	4317	40	54	93	117	46	29.43	349
152.15	4.6332	5.3339	-24.535	-26.65	-26.62	-26.96	-109.6	-114.7	26.9	58	1176	1234	33	45	74	90	37	29.38	279
153.65	4.6619	5.3626	-28.275	-26.435	-25.46	-24.25	-107.8	-111.9	26.8	26	482	508	15	58	44	56	28	29.24	201
155.15	4.6907	5.3912	-23.71	-26.34	-26.76	-24.825	-99	-107.6	26	331	3984	4315	37	53	67	185	68	29.95	410
156.65	4.7194	5.4198	-25.5	-26.19	-25.19	-24.22	-135.2	-133.7	27	28	654	682	23	35	57	71	31	29.48	217
158.17	4.7485	5.4488	-25.59	-25.98	-25.41	-23.99	-138.4	-138.2	27.2	21	568	589	25	49	81	95	48	29.62	299
159	4.7644	5.4647	-26.045	-27.2	-25.495	-24.09	-125.3	-144.3	27	21	480	501	31	57	79	94	48	29.46	309
160.25	4.7884	5.4886	-27.645	-27.315	-26.06	-26.15		-101.9	26.1	73	913	986	43	60	68	70	24	28.79	265
161.75	4.8171	5.5172	-25.59	-25.29	-25.55	-24.76	-99	-119.6	27.2	28	734	761	35	54	77	82	38	29.24	286
163.25	4.8458	5.5458	-25.015	-25.165	-25.55	-24.16	-123.8	-132.3	27.1	41	1042	1083	19	62	97	108	55	29.69	340
164.78	4.8751	5.5750	-24.86	-26.35	-24.97	-25.03	-98.7	-126.7	26.6	162	2634	2795	18	46	87	118	70	30.04	340
166.21	4.9025	5.6023	-24.27	-24.78	-25.055	-23.205	-144.2	-150.9	26.5	25	387	413	15	32	50	58	29	29.59	184
167.82	4.9334	5.6331	-24.295	-26.25	-25.355	-24.75	-139.4	-147.3	26.9	12	255	267	8	23	51	77	48	30.29	207
168.75	4.9512	5.6508	-24.88	-25.71	-26.41	-25.195	-135.1	-140.4	26.5	160	2445	2605	28	52	88	100	46	29.54	314
169.95	4.9742	5.6737	-25.34	-26.04	-25.55	-24.83	-166.3	-170.9					29	74	89	88	43	29.26	324
171.49	5.0037	5.7031	-26.97	-25.62	-25.295	-25.175			26.2	103	1352	1455	27	35	57	73	26	29.33	218
172.9	5.0307	5.7300	-25.32	-24.82	-23.855	-25.645	-159.3	-154.2	25.9	37	424	460	20	50	73	90	46	29.66	279
174.5	5.0613	5.7606	-25.73	-26.345	-26.45	-25.715	-155	-146.9	25.9	346	4025	4372	48	74	140	169	59	29.48	492
175.95	5.0891	5.7882	-23.985	-28.085	-27.135	-25.335	-157.5	-161.1	27.1	11	257	268	18	41	71	95	51	29.87	276
176.75	5.1044	5.8035	-25.725	-26.045	-27.275	-26.66	-140.5	-145.9					26	42	73	79	38	29.47	259
181.2	5.1897	5.8885	-23.475	-25.555	-26.28	-24.705	-142	-150.2	27.2	26	695	721	24	65	138	183	104	30.08	515
182.35	5.2117	5.9241	-26.83	-26.22	-26.335	-25.89	-107.5	-123.6	26.6	81	1323	1404							
189.24	5.3437	6.1652	-26.87	-27.66	-26.7	-24.845	-133.5	-144.1					22	42	62	67	31	29.38	225
190.75	5.3726	6.2180	-26.97	-27.165	-26.15	-25.145	-146.3	-153.5					27	47	55	55	28	29.09	211
192.25	5.4014	6.2705	-27.69	-27.64	-27.145	-25.425		-110.4	26.9	58	1187	1245							
193.4	5.4234	6.3107	-25.22	-25.745	-26.64	-25.535	-144.3	-137.7	27.2	20	567	587	22	38	62	62	33	29.42	217
198.95	5.5297	6.5049	-25.605	-26.39	-27.05	-25.82	-144.5	-136.7					27	52	76	94	48	29.57	297
200.5	5.5594	6.5592	-26.57	-25.37	-22.65	-23.92			27.1	128	3060	3188	37	67	106	127	56	29.5	394
201.95	5.5872	6.6099	-25.11		-27.71	-26.08	-121.2	-135.4	27.2	36	952	989	21	39	65	81	13	29.24	218
203.45	5.6159	6.6624	-25.05	-26.495	-28.02	-25.38	-145.7	-148.9	27.1	15	370	385	25	60	134	218	131	30.3	568
204.95	5.6447	6.7149	-28.65	-28.61	-27.015	-26.155	-112.5		26.4	74	1080	1154	25	34	48	48	24	29.13	178
206.3	5.6705	6.7621	-25.465	-26.645	-27.105	-24.545	-163.6	-167.5	27.4	43	1397	1441	24	44	64	77	50	29.66	260
208.65	5.7156	6.8444		-28.23	-28.47				27.6	16	693	709	6	11	17	22	12	29.68	68
210.15	5.7443	6.8968	-24.86	-26.54	-27.225	-25.125	-158.8	-160.2					11	26	39	44	24	29.61	145
213.1	5.8008	7.0001	-26.015	-26.945	-27.64	-24.82	-156.3	-154.5	27.7	19	908	927	23	48	66	79	50	29.64	266
214.6	5.8295	7.0526	-26.845	-27.43	-27.615	-25.455	-154.8	-148.9					12	19	27	29	14	29.28	101
218.25	5.948	7.1803	-26.82	-27.375	-28.505	-27.03	-143.8	-135.9	27.6				8	15	25	26	10	29.36	84
219.8	6.0142	7.2345	-26.46	-30.505	-27.945	-26.495	-145.4	-150.6		7	303	310	23	53	111	174	98	30.18	459
221.25	6.0761	7.2852	-26.59	-27.29	-28.105	-25.735	-136.4	-129					15	28	42	40	21	29.33	146
222.8	6.1424	7.3395	-28.33	-28.595	-26.72	-26.165		-110	27.1	128	2988	3116	26	41	76	93	51	29.71	288
224.25	6.2043	7.3902	-26.74	-27.455	-28.32	-26.405	-151	-146					21	36	50	55	28	29.35	189
225.8	6.2705	7.4445	-26.9	-28.015	-29.295	-27.975	-147.8	-129.2	27.6	11	437	448	9	17	26	25	9	29.19	87
226.66	6.3072	7.4745	-27.05	-29.625	-29.31		-126.5	-126.3					9	13	18	19	0	28.59	60
227.9	6.3602	7.5179	-30.905	-29.63	-30.415		-143.2	-134.8					23	44	77	77	36	29.46	257
229.45	6.4264	7.5722	-27.845	-28.375	-28.71	-26.83	-118.1	-117.8	27.4	21	661	682	33	57	86	84	36	29.22	297
230.95	6.4905	7.6247	-27.095	-28.49	-29.85	-30.79	-150.5	-156					15	33	54	50	22	29.36	174
232.45	6.5546	7.6771	-27.55	-31.89	-29.5	-30.24	-154.3	-153.7	26.8	40	755	796	20	43	104	124	68	29.99	360
233.95	6.6186	7.7296		-31.775	-29.45	-30.57	-134.2	-122.2	27	49	1115	1163	38	28	48	60	6	28.64	180
234.5	6.6421	7.7489					-132.5	-137.2											
235.45	6.6827	7.7821	-27.35	-32.42	-30.31	-30.66	-145.3	-140.7	26.9	25	528	554	12	30	61	79	39	29.93	222
236.25	6.7169	7.8101	-30.41	-32.29	-32.255	-32.11	-146.3	-156.3	27.5	8	298	307	27	44	73	80	34	29.39	258
237.65	6.7767	7.8591	-29.24	-29.54	-31.115	-30.075	-116.3	-120.5	27.4	31	962	993	37	57	96	104	41	29.33	335
239.15	6.8408	7.9116	-28.84	-29.77	-30.56	-29.56	-125.4		27.6	19	853	872	23	40	62	71	31	29.41	228
240.65	6.9048	7.9641	-28.36	-29.085	-28.695	-28.55	-156.7	-158.7					19	36	64	73	30	29.53	223
246.05	7.1355	8.1530	-27.7	-28.14	-28.57	-28.19	-140.9	-130.2	27.2	21	568	589	25	31	50	47	20	29.07	173
247.25	7.1868	8.1950		-30.95	-31.545	-27.34	-126.2						35	57	121	173	93	29.97	479
248.76	7.2513	8.2478	-26.65	-27.46	-26.71	-27.18	-150.9						7	14	25	26	9	29.4	81
250.25	7.3149	8.3000	-26.92	-27.315	-27.495	-27.055	-145.5	-149.5	27.6	8	306	313	19	31	55	54	21	29.3	179
251.6	7.3726	8.3472	-29.81	-30.415	-28.46	-27.635	-172		27.5	6	248	255	23	43	82	84	35	29.49	268
253.25	7.4431	8.4050	-26.895	-27.555	-28.78	-27.655							20	39	70	80	33	29.55	242
254.77	7.508	8.4581	-27.28	-26.59	-26.775	-26.075			27.3	16	494	510	17	32	35	36	15	29	136
255.7	7.5477	8.4907	-29.72	-28.505	-28.015	-27.885	-157.8	-147.7					38	73	129	163	69	29.64	472
256.95	7.6011	8.5344	-27.12	-27.055	-27.53	-26.27	-181.2						43	72	95	84	31	28.93	325
258.35	7.6609	8.5834	-26.36	-29.61		-27.93			27.5	11	422	433	11	16	28	28	11	29.26	94
266.6	8.0133	8.8721		-29.2		-28.245	-157.2						25	50	96	116	54	29.73	343
268.1	8.0774	8.9246	-27.555			-26.87	-163.5	-176.3	26.9	28	563	591	31	58	131	180	77	29.9	478
269.58	8.1406	8.9764	-28.445	-28.455	-28.64	-27.955			27.1	52	1319	1371	25	31	61	56	24	29.23	196
271.08	8.2021	9.0283	-27.23	-28.005	-27.89	-27.57	-143.2						33	65	125	161	83	29.84	467
272.65	8.2318	9.0757	-26.57	-26.615	-28.42	-26.61							24	44	73	94	40	29.6	275
274.15	8.2603	9.1209					-159.7		27.6	5	218	223	12	21	38	43	16	29.46	129
275.06	8.2775	9.1483											46	54	118	142	67	29.61	428
276.35	8.3019	9.1872	-26.42	-27.11	-28.49	-27.165	-167.4						33	65	108	132	30	29.33	369
277.25	8.319	9.2144	-26.95	-27.665	-28.665	-27.225	-155.4		27.5	8	306	314	36	59	107	135	61	29.63	397
286.05	8.4857	9.4797	-26.04	-27.17	-28.42	-27.96	-178.1	-171.9					52	109	208	262	113	29.74	744
287.55	8.5142	9.5249	-26.605	-27.985	-28.945	-28.53	-164.9		27.5	29	1077	1106	24	46	102	142	59	29.89	373
289.05	8.5426	9.5701	-26.63	-28.07	-29.145	-28.395	-164						18	36	69	87	35	29.69	246
290.4	8.5682	9.6109	-26.93	-28.09	-28.595	-28.19							27	47	77	98	40	29.53	289
292.05	8.5994	9.6606	-26.39	-28.72	-29.025	-28.735	-157.7						9	21	34	46	20	29.72	130
293.55	8.6278	9.7058	-27.18	-28.8	-28.68	-28.57	-163.6						21	29	49	64	27	29.49	191
295.77	8.6699	9.7728	-27.01	-28.365	-29.115	-28.35	-166.5		27.2	18	464	482	105	189	355	424	165	29.57	1238
297.27	8.6983	9.8180	-27.32	-28.63	-28.85	-28.645	-182.7	-173.5					30	56	103	133	55	29.67	378
298.75	8.7264	9.8626	-27.06	-28.25	-29.35	-28.74	-185.4	-170	27	14	318	333	24	45	80	85	31	29.41	266
300.25	8.7548	9.9079	-27.375	-28.17	-28.835	-28.685	-186.3						61	107	182	217	82	29.47	649
301.2	8.7728	9.9365	-27.62	-29.58	-29.8	-29.28	-169.7		26.8	88	1670	1757	47	87	192	263	103	29.83	692
305.45	8.8585	10.0646	-27.875		-29.605	-29.355							13	35	85	148	74	30.32	356
306.95	8.9317	10.1099	-27.89	-29.08	-29.165	-28.915							21	35	58	76	33	29.58	223
308.45	9.0049	10.1551	-28.86	-29.635	-30.33	-30.04							26	47	75	90	36	29.46	273
315.05	9.3268	10.3541	-28.025	-28.945	-29.485	-29.305							35	60	54	135	62	29.75	346
316.4	9.3927	10.3948	-27.955	-29.33	-29.865	-29.44			27.3	15	436	451	20	38	85	121	52	29.93	316
318	9.4707	10.4430	-28.255	-28.82	-29.875	-29.05							24	31	58	58	24	29.28	194
319.1	9.5244	10.4762	-27.64	-28.945	-29.765	-29.405			27.3	15	430	445	18	38	83	117	47	29.9	302
324.75	9.8	10.6466	-27.565	-29.25	-29.8	-29.255	-166.4						33	66	140	227	102	30.05	568
326.25	9.8732	10.6918	-27.45	-29.12	-29.86	-29.54	-164.5		27	26	590	616	34	63	114	132	58	29.58	400
327.75	9.9463	10.7370	-28.115	-29.29	-30.68	-30.015	-170.3						27	38	62	73	31	29.37	230
329.25	10.025	10.7823	-27.885	-29.215	-30.37	-29.83	-172.9						21	43	75	89	38	29.6	266
330.75	10.118	10.8275	-28.05	-29.485	-30.805	-30.35							15	28	60	83	35	29.86	221
332.25	10.212	10.8727	-28.925	-30.08	-30.635	-30.2	-159		27.4	8	255	263	29	56	115	158	69	29.85	427
333.2	10.271	10.9014	-28.665	-29.935	-30.375	-30.135							28	47	79	69	30	29.21	253
