# NOAA Paleoclimatology Program - Paleocean Site Data
# y71-3-2-tab.txt
# Complete Data
# File Created: 18-Jan-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Nicklas G. Pisias
# Core/Site:      Y71-3-2
# Latitude:       7.17.00N	( 7.28333)
# Longitude:      85.15.00W	( -85.25)
# Water Depth(m): 2164
#
# Publications:
#   Pisias, N.G., and A.C. Mix. 1997. Spatial and temporal oceanographic variability
#     of the eastern equatorial Pacific during the late Pleistocene: Evidence from
#     Radiolaria microfossils. Paleoceanography 12(3):381-393.
#------------------
#
# Description & Notes:
#   Eastern Equatorial Pacific Radiolaria Data.
#   Eight Radiolaria-based SST records covering the past 150 KYrBP are dominated
#   by the orbital frequency periods plus a non-orbital 31KYr period. Last Glacial
#   Maximum SST cooling is estimated at 3 to 5 degrees C.
#
# Variables:
#             depth         Depth (cm)
#             yrBP          radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             a.dent%       Antarctissa denticulata percent
#             a.ophir%      Anthocyrtidium ophirense percent
#             antarc.r      Antarctic radiolarian factor assemblage
#             b.aquil%      Botryostrobus aquilonaris percent
#             b.aur/aus%    Botryostrobus auritus/australis group percent
#             bering.r      Bering Sea radiolarian factor assemblage
#             c.bicor%      Cycladophora bicornis percent
#             c.boreal%     Ceratospyris borealis percent
#             c.dav2%       Cycladophora davisiana davisiana percent
#             c.davcor%     Cycladophora davisiana cornutoides percent
#             commun        Communality
#             d.hirun%      Dictyophimus hirundo percent
#             d.prof%       Dictyocoryne profunda percent
#             d.tetra%      Didymocyrtis tetrahalamus percent
#             e.delic%      Echinomma delicatum percent
#             e.fur+eleg%   Euchitonia furcata + Euchitonia elegans percent
#             e.trian%      Euchotonia triangulum percent
#             ebc.r         eastern boundary current radiolarian factor assemblage
#             ecf.lepto%    Echinomma cf leptodermum percent
#             g.angul%      Giraffospyris angulata percent
#             gyrmar.r      gyre margin radiolarian factor assemblage
#             h.aster%      Heliodiscus astericus percent
#             h.entha%      Hexacontium enthacanthum percent
#             h.euclid%     Hymenastrium euclidis percent
#             l.butsch%     Larcopyle butschlii percent
#             l.juno%       Lamprocyclas junonis percent
#             l.minor%      Lithelius minor percent
#             l.nigri%      L. nigriniae percent
#             l.retic%      Liriospyris reticulata percent
#             p.antarc%     Prunopyle antarctica percent
#             p.clau+zan%   Pterocorys clausus and Pterocorys zancleus percent
#             p.corb%       Phormostichoartus corbula percent
#             p.mini%       Pt minithorax percent
#             p.prae+euc%   Pterocanium praetextum and Pterocanium eucolpum percent
#             p.spino%      Polysolenia spinosa percent
#             porod.b%      Porodiscus sp. B percent
#             ptero.sp%     Pterocanium sp. Percent
#             radio         Radiolarians (Count)
#             s.aster%      Stylochlamydium asteriscus percent
#             s.ellip%      Spongurus elliptica percent
#             s.oscul%      Spongopyle osculosa percent
#             s.tetra%      Spongaster tetras percent
#             s.valid%      Stylodictya validispina percent
#             seasdif       August to February SST difference (C)
#             spong.sp%     Spongurus sp.-percent
#             sst           Sea Surface Temperature (C)
#             t.oct+o.ste%  Tetrapyle octacantha and Octopyle stenozona percent
#             t.scaph%      Tholospyris scaphipes percent
#             t.trach2%     Theocorythium trachelium trachelium percent
#             transit.r     Transitional radiolarian factor assemblage
#             tropic.r      Tropical radiolarian factor assemblage
#             wpacif.r      Western Pacific radiolarian factor assemblage
#
# CORE: Y71-3-2
depth	yrBP 	a.dent%	a.ophir%	antarc.r	b.aquil%	b.aur/aus%	bering.r	c.bicor%	c.boreal%	c.dav2%	c.davcor%	commun	d.hirun%	d.prof%	d.tetra%	e.delic%	e.fur+eleg%	e.trian%	ebc.r	ecf.lepto%	g.angul%	gyrmar.r	h.aster%	h.entha%	h.euclid%	l.butsch%	l.juno%	l.minor%	l.nigri%	l.retic%	p.antarc%	p.clau+zan%	p.corb%	p.mini%	p.prae+euc%	p.spino%	porod.b%	ptero.sp%	radio	s.aster%	s.ellip%	s.oscul%	s.tetra%	s.valid%	seasdif	spong.sp%	sst	t.oct+o.ste%	t.scaph%	t.trach2%	transit.r	tropic.r	wpacif.r	
140	52269	0	0.36	0.1264	2.16	1.56	0.0027	0	0	0.12	0	0.8041	0.12	0.24	4.93	0.24	2.77	0.12	0.4406	0.24	0.24	-0.004	0.12	0.72	0.36	0	0	2.77	1.32	0.36	0.12	4.33	0	3.01	0.24	0.12	0.12	0.72	830	2.53	0	0	0.24	0.84	3.64	0.84	24.03	10.2	0.36	0	0.2354	0.7311	-0.0638	
150	54962	0	1.63	0.1144	1.63	2.33	0.0133	0.12	0	0.12	0.23	0.8179	0.47	0.12	3.72	0.12	1.39	0.23	0.4774	0.12	0.23	-0.103	0.23	1.28	0.7	0.23	0.12	1.74	0.93	0.35	0	5.82	0	2.56	0.47	0.23	0.23	0.7	858	1.98	0.12	0.12	0	0.58	3.54	1.04	24.57	7.8	0.35	0	0.2485	0.7058	-0.0787	
160	57736.1	0	1.63	0.1448	0.7	1.28	-0.028	0	0	0	0	0.8572	0.59	0	4.33	0.12	1.05	0.12	0.3949	0.35	0	-0.0778	0.35	0.82	0.7	0.47	0	2.1	0.82	0.82	0.12	5.26	0.12	1.52	0.23	0	0.23	0.59	854	3.74	0	0.35	0	0.7	3.75	0.35	24.01	11.5	0.7	0	0.2605	0.7771	-0.0411	
180	63501	0	1.37	0.13	1.25	2.17	0.0534	0	0	0.23	0	0.8578	0.46	0.23	3.77	0.23	1.71	0.23	0.4417	0.23	0.23	-0.0651	0.46	0.34	0.46	0.46	0	2.05	1.02	0.34	0.34	3.77	0	2.86	0.34	0	0.57	0.23	874	3.08	0	0	0.11	1.02	4.09	0.92	24.68	10.8	0.23	0	0.2804	0.7466	-0.0519	
190	66500	0	1.33	0.1714	1.09	1.33	0.0666	0	0	0.12	0.12	0.827	0.12	0	2.43	0	0.85	0.12	0.451	0.12	0.12	-0.0355	0	0.85	0.37	0	0	2.19	1.33	0.24	0	2.8	0	2.92	0.24	0.12	0.12	0.37	821	3.77	0	0.24	0.37	1.94	3.89	0.73	24.48	10.3	0.49	0	0.2522	0.7245	-0.001	
200	69500	0	1.36	0.1571	1.7	1.82	0.0703	0	0	0.57	0.11	0.8304	0.46	0.11	0.91	0	1.59	0.23	0.526	0.34	0	-0.0676	0.11	0.8	0.46	0	0.23	1.93	1.02	0.68	0	4.44	0	1.82	0.11	0	0.34	0.8	878	2.16	0.11	0	0.11	1.25	4.39	0.91	24.04	11.1	0.46	0	0.3108	0.6502	-0.0122	
210	72500	0	0.69	0.1249	1.61	3	0.076	0	0	0.35	0.12	0.8375	1.27	0	2.08	0.12	1.15	0.12	0.5022	0	0.35	-0.1045	0.12	1.04	0.12	0.23	0.12	1.15	0	0.23	0.12	4.85	0.12	2.19	0.12	0	0.23	0.58	865	2.54	0	0	0	1.04	4.2	0.92	24.94	11.6	0.12	0	0.2749	0.6889	-0.0545	
220	75498	0	1.22	0.1184	1.4	3.38	0.0131	0	0	0.56	0.19	0.8165	0.19	0	2.06	0	1.03	0	0.5108	0.38	0	-0.1324	0	1.22	0	0.19	0.56	1.4	0.85	0.66	0.28	4.78	0	3.28	1.12	0	0	0.19	1065	1.97	0	0	0.19	1.03	3.68	0.56	23.93	8.16	0.47	0	0.2941	0.6494	-0.1252	
230	78397	0	1.23	0.1362	0.25	1.1	-0.0091	0.25	0	0.37	0	0.8537	0	0	4.8	0.49	1.47	0.12	0.4286	0	0.37	0.0152	0.25	0.49	0.12	0	0.37	1.6	0.49	0.62	0.37	3.45	0	2.95	0.37	0	0	0.25	811	2.09	0	0	0	1.23	3.98	0.99	23.62	9.24	0.86	0	0.2735	0.7464	-0.1386	
240	80897	0	0.87	0.1324	1.37	1.62	0.0552	0	0	0.75	0	0.8284	0.12	0.12	3.36	0.25	1.74	0	0.2967	0.12	0	-0.0079	0.37	1.37	0.25	0	0.62	2.11	0.37	0	0.25	0.75	0	1.12	0.5	0	0.5	0	802	6.23	0	0.12	0.25	0.75	4.02	0.75	23.93	10.4	0.12	0	0.2706	0.8038	0.0191	
250	82998	0	0.5	0.1519	3.01	2.26	0.0651	0	0	0.5	0.13	0.7778	0	0	1.75	0.13	1.63	0.25	0.3731	0.13	0.38	-0.112	0.38	0.5	0.5	0	1	1.75	0.38	0.13	0.13	3.51	0	2.63	0.25	0.13	0.88	0	796	4.77	0	0	0.5	1.63	3.54	0.75	23.55	7.78	0.38	0	0.2813	0.7203	-0.0276	
266	86322.4	0	1.16	0.12	1.74	1.39	-0.0146	0.12	0	1.39	0	0.7515	0.47	0	3.72	0.23	2.09	0.12	0.2858	0.12	0.12	-0.1167	0.58	1.04	0.93	0.35	0	2.2	0.47	0.23	0.7	5.34	0	1.62	0.23	0.35	0.7	0.12	860	3.48	0	0.12	0.12	1.97	4.36	1.16	20.95	4.53	0	0	0.3942	0.6964	-0.0337	
270	87202	0	1.63	0.1493	1.76	1.76	0.0634	0.25	0	0.13	0	0.7867	0.76	0	3.14	0	2.26	0	0.4934	0	0.5	-0.0173	0.13	0.25	1.51	0	0.25	2.01	0.13	0.13	0	3.9	0	1.25	0.25	0	0.13	0.5	794	1.38	0	0	0	1	3.93	1.13	24.39	7.3	0.38	0	0.2334	0.6768	-0.0638	
290	93000	0	0	0.1615	2.28	1.37	0.0631	0.11	0	0.8	0.11	0.8236	0.69	0.11	2.28	0.11	1.25	0.69	0.3989	0.11	0.11	-0.0908	0.34	1.14	1.6	0.34	0.23	2.4	0.69	0	0.11	3.77	0	1.14	0.23	0	0.46	0	874	3.54	0	0	0.23	1.6	4.65	2.17	22.78	8.69	0.23	0	0.3496	0.7071	0.0634	
300	95997	0	1.3	0.0919	1.78	1.9	-0.0345	0	0	0.48	0	0.8394	0.36	0	3.68	0	1.3	0.12	0.4304	0.12	0.12	-0.0705	0.48	1.06	0.83	0	0.36	1.42	0.12	0.36	0	4.39	0	2.85	0.71	0	0.24	0.36	842	2.25	0.12	0	0.12	0.59	3.11	0.59	24.76	11.9	0.24	0	0.2047	0.7614	-0.134	
310	98798	0	0.91	0.1456	2.72	1.16	0.0177	0	0	0.78	0	0.7232	0.39	0	1.94	0	1.55	0	0.3795	0	0	0.0079	0.26	0.13	1.81	0	0	2.33	0.26	0.13	0	2.33	0.13	2.2	0.39	0	0.13	0.26	771	2.72	0	0	0	1.68	3.43	0.39	22.49	7.13	0.26	0	0.2623	0.6962	-0.0646	
320	100997	0	1.7	0.1359	3.17	1.95	0.0228	0.24	0	0	0	0.7394	0.24	0	4.14	0	1.82	0.12	0.3643	0.12	0.24	-0.0154	0.37	0.12	1.82	0.12	0.12	1.95	0.61	0.49	0	2.07	0	1.7	0.24	0	0.12	0.49	820	3.78	0	0	0	1.09	2.72	1.34	23.98	8.17	0.12	0.12	0.1763	0.7448	-0.0411	
350	107809	0	0.63	0.1528	1.26	2.65	-0.0689	0.25	0	0	0.13	0.7377	0.51	0	1.39	0	0.89	0	0.3797	0	0.25	-0.0709	0.13	1.01	1.39	0.13	0	3.67	0	0.13	0	4.05	0	0.89	0.13	0	0.13	0.25	790	2.4	0	0	0.13	0.38	3.69	0.89	21.73	6.07	0.38	0	0.2857	0.6916	-0.0194	
360	113010	0	0.59	0.2007	0.82	2.58	0.0519	0.12	0	0.12	0	0.7751	0.94	0	1.17	0	1.05	0	0.3708	0.12	0.23	-0.0308	0.47	0.12	0.7	0.59	0.23	4.1	0	0.23	0	1.87	0.12	1.64	0.12	0	0.23	0.35	852	3.87	0.12	0	0.12	0.82	4.08	1.52	22.15	5.51	0.35	0	0.3213	0.6967	0.0707	
370	118765	0	0.12	0.1597	1.23	1.85	0.0147	0	0	0	0	0.7919	0.62	0	2.84	0.25	1.11	0	0.3588	0	0.25	-0.0331	0.25	0.87	2.35	0.12	0	3.34	0.12	0.62	0.12	4.57	0	1.73	0.25	0	0.12	0.12	808	4.95	0	0.37	0.37	0.5	3.82	0.5	23.3	6.8	0.25	0.12	0.2617	0.7529	0.0325	
380	123622	0	0.91	0.1679	1.14	1.25	-0.0198	0	0	0	0.11	0.8025	0.91	0	1.59	0	1.25	0	0.1578	0	0.57	-0.0704	0.68	0.23	1.36	0.11	0.11	1.94	0.11	0.34	0.11	2.51	0.11	0.23	0.11	0	0.11	0	876	9.36	0.11	0.34	0.46	0.8	4.09	0.57	23.72	6.84	0.23	0.34	0.2079	0.835	0.0588	
390	127567	0	1.15	0.1561	0.69	1.27	-0.0236	0.12	0	0	0	0.8435	0.12	0	1.84	0	1.38	0.46	0.2441	0	0.58	-0.1505	0.23	0.46	1.15	0.35	0.12	1.84	0	0.35	0.12	3.93	0	0.46	0.35	0.12	0.58	0	865	8.43	0.12	0.23	0.23	0.23	3.81	1.27	24.25	8.67	0.69	0	0.214	0.8306	0.0262	
400	131287	0	1.26	0.1405	1.01	1.64	0.08	0.13	0	0	0.13	0.8403	0.51	0	1.52	0.25	0.63	0.51	0.3681	0.13	0.25	-0.095	0	0.76	1.39	0.51	0	1.14	0.13	0.76	0	1.39	0.13	1.9	0.13	0.25	0.63	0.38	788	5.45	0	0	0	0.51	3.52	1.26	25.42	10.4	0.38	0	0.2187	0.7885	0.0079	
410	135058	0	1.49	0.1417	1.62	1	-0.009	0	0	0.12	0.25	0.8027	0.5	0	2.62	0	0.87	0.37	0.375	0	0.12	0.0383	0.12	0	1	0	0	2.12	0	0.62	0	2.49	0	1.12	0.25	0.12	0	0	801	2.74	0	0	0	0.25	2.98	1.12	24.15	10.9	0.37	0	0.1707	0.7788	-0.0695	
420	139001	0	1.21	0.1378	1.61	2.32	-0.0056	0.2	0	0.3	0.2	0.8013	0.4	0.1	1.21	0	1.11	0.4	0.5111	0	0	-0.0629	0	0.81	0.91	0.2	0	2.12	1.01	0.2	0.2	3.84	0	2.62	0.1	0.1	0	0.1	989	1.71	0.1	0	0	0.61	3.74	0.91	23.73	10	0.51	0	0.2757	0.6627	-0.0446	
430	143000	0	1.39	0.1669	2.91	0	-0.0054	0.47	0	0.81	0	0.7093	0.58	0	2.44	0.23	0	0	0.3772	0	0	0.0373	0.12	0.47	3.25	0.12	0.23	3.02	0	0.58	0	2.67	0	2.56	0	0	0	0.12	859	3.14	0	0	0	1.74	3.71	1.51	21.25	9.77	0.35	0	0.3162	0.6616	-0.0013	
440	147003	0	0.39	0.0689	1.55	1.55	0.008	0	0	0	0	0.6678	0.29	0	1.85	0	0.39	0	0.4838	0	0	-0.1083	0.49	0.29	1.55	2.14	0	0	0.39	0	0.39	0.88	0	1.36	0	0	0	0.19	1026	0	0	0	0	0.68	2.98	0.68	23.44	7.6	0	0	0.1734	0.6092	-0.1265	
450	151202	0	0.85	0.1017	1.69	2.9	0.0973	0	0	5.32	0	0.4357	0.48	0.12	2.3	0.24	0.97	0.12	0.2746	0.48	0.12	-0.1149	0.24	0.36	0.97	0	0.12	1.81	0.73	0.73	0.36	2.54	0.12	5.32	0.12	0	1.33	0.85	826	2.17	0	0	0	1.69	3.66	0.97	15.6	0	0.48	0	0.4208	0.3774	-0.0879	
460	156003	0	0.36	0.1591	1.21	2.91	0.0181	0	0	0.12	0.61	0.7899	0.36	0	1.21	0.61	0.73	0.36	0.4408	0.24	0	-0.0339	0.49	1.45	0	0.12	0.12	2.06	0.61	0.49	0.24	2.42	0	3.15	0.12	0	0.12	0.12	824	2.3	0.12	0	0	0.73	3.94	1.45	22.79	9.34	0.36	0	0.3131	0.6821	-0.074	
471	161500	0	0	0.2051	1.94	2.43	0.0245	0.61	0	0.36	0	0.7763	0.36	0.12	1.09	0.24	1.57	0	0.405	0	0	-0.0748	0.49	0.97	1.45	0.24	0.36	1.7	0.36	0.73	0.73	1.82	0.24	1.33	0	0	1.21	0.73	823	2.43	0	0.24	0	0.85	3.77	1.94	22.02	9.84	1.57	0.12	0.3308	0.6735	-0.0324	
481	166500	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	1.11	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	0.1913	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	0.1958	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	1.48	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	1.48	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	2.1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	2.1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	0.0373	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	0.04	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	0.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	0.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.25	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.25	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.8275	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.8262	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.25	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.25	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.11	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.11	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.12	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.12	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.62	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.62	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.25	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.25	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.4612	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.4615	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
481	166500	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.12	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	
