# NOAA Paleoclimatology Program - Paleocean Site Data
# r13-110p-tab.txt
# Complete Data
# File Created: 18-Jan-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Nicklas G. Pisias
# Core/Site:      RC13-110
# Latitude:       0.00.00N	( 0)
# Longitude:      96.00.00W	( -96)
# Water Depth(m): 3231
#
# Publications:
#   Pisias, N.G., and A.C. Mix. 1997. Spatial and temporal oceanographic variability
#     of the eastern equatorial Pacific during the late Pleistocene: Evidence from
#     Radiolaria microfossils. Paleoceanography 12(3):381-393.
#------------------
#
# Description & Notes:
#   Eastern Equatorial Pacific Radiolaria Data.
#   Eight Radiolaria-based SST records covering the past 150 KYrBP are dominated
#   by the orbital frequency periods plus a non-orbital 31KYr period. Last Glacial
#   Maximum SST cooling is estimated at 3 to 5 degrees C.
#
# Variables:
#             depth         Depth (cm)
#             yrBP          radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             a.dent%       Antarctissa denticulata percent
#             a.ophir%      Anthocyrtidium ophirense percent
#             antarc.r      Antarctic radiolarian factor assemblage
#             b.aquil%      Botryostrobus aquilonaris percent
#             b.aur/aus%    Botryostrobus auritus/australis group percent
#             bering.r      Bering Sea radiolarian factor assemblage
#             c.bicor%      Cycladophora bicornis percent
#             c.boreal%     Ceratospyris borealis percent
#             c.dav2%       Cycladophora davisiana davisiana percent
#             c.davcor%     Cycladophora davisiana cornutoides percent
#             commun        Communality
#             d.hirun%      Dictyophimus hirundo percent
#             d.prof%       Dictyocoryne profunda percent
#             d.tetra%      Didymocyrtis tetrahalamus percent
#             e.delic%      Echinomma delicatum percent
#             e.fur+eleg%   Euchitonia furcata + Euchitonia elegans percent
#             e.trian%      Euchotonia triangulum percent
#             ebc.r         eastern boundary current radiolarian factor assemblage
#             ecf.lepto%    Echinomma cf leptodermum percent
#             g.angul%      Giraffospyris angulata percent
#             gyrmar.r      gyre margin radiolarian factor assemblage
#             h.aster%      Heliodiscus astericus percent
#             h.entha%      Hexacontium enthacanthum percent
#             h.euclid%     Hymenastrium euclidis percent
#             l.butsch%     Larcopyle butschlii percent
#             l.juno%       Lamprocyclas junonis percent
#             l.minor%      Lithelius minor percent
#             l.nigri%      L. nigriniae percent
#             l.retic%      Liriospyris reticulata percent
#             p.antarc%     Prunopyle antarctica percent
#             p.clau+zan%   Pterocorys clausus and Pterocorys zancleus percent
#             p.corb%       Phormostichoartus corbula percent
#             p.mini%       Pt minithorax percent
#             p.prae+euc%   Pterocanium praetextum and Pterocanium eucolpum percent
#             p.spino%      Polysolenia spinosa percent
#             porod.b%      Porodiscus sp. B percent
#             ptero.sp%     Pterocanium sp. Percent
#             radio         Radiolarians (Count)
#             s.aster%      Stylochlamydium asteriscus percent
#             s.ellip%      Spongurus elliptica percent
#             s.oscul%      Spongopyle osculosa percent
#             s.tetra%      Spongaster tetras percent
#             s.valid%      Stylodictya validispina percent
#             seasdif       August to February SST difference (C)
#             spong.sp%     Spongurus sp.-percent
#             sst           Sea Surface Temperature (C)
#             t.oct+o.ste%  Tetrapyle octacantha and Octopyle stenozona percent
#             t.scaph%      Tholospyris scaphipes percent
#             t.trach2%     Theocorythium trachelium trachelium percent
#             transit.r     Transitional radiolarian factor assemblage
#             tropic.r      Tropical radiolarian factor assemblage
#             wpacif.r      Western Pacific radiolarian factor assemblage
#
# CORE: RC13-110
depth	yrBP 	a.dent%	a.ophir%	antarc.r	b.aquil%	b.aur/aus%	bering.r	c.bicor%	c.boreal%	c.dav2%	c.davcor%	commun	d.hirun%	d.prof%	d.tetra%	e.delic%	e.fur+eleg%	e.trian%	ebc.r	ecf.lepto%	g.angul%	gyrmar.r	h.aster%	h.entha%	h.euclid%	l.butsch%	l.juno%	l.minor%	l.nigri%	l.retic%	p.antarc%	p.clau+zan%	p.corb%	p.mini%	p.prae+euc%	p.spino%	porod.b%	ptero.sp%	radio	s.aster%	s.ellip%	s.oscul%	s.tetra%	s.valid%	seasdif	spong.sp%	sst	t.oct+o.ste%	t.scaph%	t.trach2%	transit.r	tropic.r	wpacif.r	
301	128516	0	0.61	0.1617	0.86	3.43	0.0639	0	0	0.12	0.37	0.8368	0.25	0	4.66	0.25	0.12	0.25	0.3855	0.37	0.25	-0.1959	0.25	1.34	0.25	1.22	0.12	1.47	0.61	0	0.37	3.55	0.25	2.2	0.74	0.12	0.25	0	815	4.29	0	0.12	0.25	0.86	3.62	1.34	23.84	6.25	1.22	0	0.3098	0.7231	-0.0285	
311	132373	0	1.32	0.1753	1.21	5.29	0.0647	0	0	0.22	0.33	0.8134	0.33	0	3.75	0.33	0.33	0.22	0.4422	1.1	0.11	-0.2067	0.33	1.65	0	0.66	0.11	1.43	0.88	0.22	0.66	4.85	0	3.42	1.54	0	0.22	0.77	906	3.53	0.11	0.11	0.22	1.21	3.14	0.99	23.42	7.17	2.2	0	0.3139	0.6568	-0.101	
321	136841	0	0.5	0.1462	0.25	3.77	0.0316	0	0	1.13	0.25	0.8181	0	0	4.65	0.76	0.25	0.25	0.4602	0.88	0.13	-0.0706	0	1.51	0.25	0.76	0.13	2.14	0.88	0.13	0.76	3.27	0.13	3.14	1.13	0	0.13	0.38	794	1.13	0	0.25	0	1.13	4.6	0.63	21.31	5.66	0.88	0	0.436	0.6096	-0.131	
331	142155	0	0.24	0.1667	0.49	3.77	-0.0008	0	0	0.37	0.24	0.7991	0	0.12	1.82	1.7	0.24	0.12	0.4662	0.61	0	-0.1715	0.12	1.09	0.12	1.09	0.12	0.73	1.21	0	0.73	4.26	0.12	2.8	0.73	0	0.12	0.12	821	1.21	0.12	0.12	0.12	1.09	3.53	1.7	20.83	4.87	1.21	0	0.4258	0.5684	-0.1421	
341	147633	0	0.64	0.1251	0.76	3.31	-0.0071	0	0	0.13	0.13	0.7774	0	0	2.8	0.51	0.25	0.25	0.4666	0.89	0.25	-0.2102	0	0.76	0.13	1.01	0.51	1.14	1.27	0.13	0.76	4.2	0.13	3.94	0.76	0.13	0.64	1.14	785	1.14	0	0	0.51	0.38	2.91	0.76	22.1	4.07	1.14	0	0.3449	0.5994	-0.1467	
351	152462	0	0.59	0.1729	0.7	3.39	0.0264	0	0	0.94	0.35	0.7944	0	0	1.75	0.35	0.47	0	0.4707	0.7	0.47	-0.2095	0.12	1.05	0.35	0.82	0.23	1.4	1.28	0	0.35	4.09	0.35	5.03	1.87	0.12	0.7	0.12	854	1.52	0	0.35	0	0.94	3.1	1.75	21.42	3.62	1.75	0	0.3865	0.5624	-0.1808	
361	156429	0	0.68	0.1567	0.8	3.07	0.0268	0	0	0.23	0.11	0.8014	0	0	2.39	0.91	0.34	0	0.4173	0.11	0.34	-0.1559	0.11	0.91	0.11	1.14	0.46	1.59	1.48	0	1.36	2.28	0.23	4.44	2.05	0	0.46	0.23	877	2.85	0.11	0.11	0.23	0.8	3.37	0.91	22.23	5.47	1.36	0	0.366	0.6515	-0.139	
371	159933	0	0.98	0.1518	0.49	3.04	0.0433	0	0	0.24	0.12	0.7839	0	0.12	3.17	0.37	0.61	0.12	0.4699	1.09	0	-0.1913	0.24	1.7	0.12	0.37	0.49	0.98	1.46	0	0.73	3.65	0	5.24	1.09	0.12	0.49	0.49	820	1.95	0.12	0.37	0.24	0.98	3.43	0.98	22.72	4.39	0.85	0	0.3306	0.6201	-0.0885	
381	163415	0	0.48	0.1578	0.24	2.74	0.0394	0	0	0.48	0	0.8131	0	0.12	2.26	1.78	0.36	0.12	0.431	0.36	0.24	-0.1596	0.12	1.66	0.24	0.6	0.24	0.83	1.19	0	0.24	3.45	0.36	3.09	0.48	0	0.72	0.12	839	2.62	0	0.12	0	1.07	3.81	0.83	21.93	4.41	1.78	0.12	0.3979	0.6368	-0.1074	
391	166994	0	0	0.1676	0.13	2.69	0.0091	0	0	1.02	0	0.8306	0	0.13	2.43	1.66	0.51	0.26	0.3861	1.15	0	-0.1642	0.13	1.66	0.13	1.15	0.39	1.15	1.15	0.13	1.15	3.72	0.26	3.33	1.66	0	0	0.26	779	3.46	0.13	0.26	0.26	1.28	4.12	1.28	20.65	5.77	1.15	0	0.4623	0.6381	-0.0739	
401	171406	0	0.6	0.2292	0.24	3.26	0.056	0	0	0.36	0.12	0.7882	0	0	1.08	1.32	0.36	0.24	0.5121	0.24	0.12	-0.1566	0.12	0.48	0.24	0.85	0.48	1.32	1.57	0	0.85	5.55	0.12	3.38	0.6	0	0.12	0.6	828	1.93	0	0.36	0.12	1.08	4.01	2.65	20.53	4.22	2.77	0.12	0.4173	0.5171	-0.0649	
411	176600	0	0.36	0.2366	0.36	2.36	0.0763	0	0	0.24	0.36	0.8653	0	0.12	1.18	1.65	0.36	0.12	0.4718	0.83	0.12	-0.0996	0.12	1.42	0.12	0.83	0.59	2.25	1.3	0.12	0.95	2.96	0.24	2.96	1.06	0.12	0.36	0.59	844	2.13	0	0.71	0	1.18	4.79	1.77	20.29	5.33	1.06	0	0.4947	0.5695	-0.0432	
421	182171	0	0.36	0.1771	1.18	2.49	0.083	0	0	0.36	0.12	0.8488	0	0	0.95	1.42	0.48	0.36	0.5141	1.18	0	-0.1802	0	1.07	0.24	1.18	0.36	1.18	1.42	0	0.36	3.44	0.12	3.21	2.25	0	0.36	0.36	841	1.18	0.12	0.12	0.36	1.54	4.55	0.95	21.54	5.11	0.83	0	0.4459	0.5504	-0.1094	
431	187663	0	0.64	0.2073	1.15	3.73	0.0765	0	0	0.13	0	0.8523	0	0.13	1.28	1.28	0.39	0.26	0.4698	1.15	0.26	-0.1678	0.26	0.52	0.26	1.15	0.39	1.28	1.54	0	0.9	3.35	0	1.41	1.15	0	0.39	0.39	776	2.31	0	0.13	0	1.28	4.38	0.9	21.69	6.44	1.41	0.13	0.4282	0.6071	-0.0505	
441	193281	0	0.76	0.1655	0.98	3.8	0.0422	0	0	0.54	0.11	0.8547	0	0.11	1.84	0.43	0.76	0.22	0.4316	0.65	0.54	-0.1908	0.43	0.98	0.54	0.87	0.43	1.3	1.19	0.22	0.33	3.47	0	1.95	1.62	0.11	0.65	0.11	921	2.38	0	0.22	0	1.19	3.56	1.3	22.93	5.21	0.87	0.11	0.373	0.6727	-0.1056	
451	199453	0	0.37	0.18	0.49	3.44	0.013	0	0	0	0	0.8376	0	0.25	0.49	0.98	0.49	0.49	0.4234	0.74	0.49	-0.2096	0.37	1.1	0.49	0.98	0	1.23	0.49	0	0.49	3.69	0.37	2.21	2.09	0	0.12	0.49	813	2.46	0	0.12	0	0.98	3.03	0.37	22.26	6.51	1.23	0	0.3745	0.6525	-0.1259	
461	206028	0	0.63	0.1505	0.38	3.42	0.0218	0	0	0.25	0.13	0.822	0	0	0.89	0.76	0.25	0	0.4239	0	0.63	-0.2305	0.25	1.26	0	1.14	0.13	1.14	0.25	0	0.38	3.8	0.13	2.28	1.9	0.13	0.38	0.63	789	2.4	0	0.13	0	0.51	2.7	0.51	22.45	4.43	1.39	0.13	0.3651	0.6402	-0.1518	
471	212241	0	0.51	0.1638	0.76	4.68	0.0128	0	0	0.25	0.63	0.8281	0	0.13	0.76	0.25	0.38	0.13	0.4405	0.38	0.63	-0.2358	0.13	0.38	0.38	1.14	0	1.01	0.51	0	0.63	4.68	0	3.04	1.26	0.13	1.01	0.38	789	2.4	0	0.25	0.13	0.25	2.2	1.01	23.35	9.75	1.9	0.13	0.3053	0.6557	-0.1682	
481	217640	0	1.02	0.1464	0.57	5.13	-0.025	0	0	0.57	0.11	0.828	0	0	0.91	0.8	0.8	0	0.4328	0.57	0.34	-0.1594	0.23	0.8	0.23	0.91	0.23	1.02	0.91	0	0.57	2.51	0.46	3.08	1.02	0	0.46	0.23	876	1.59	0	0.23	0.34	0.68	2.99	0.46	22.14	7.76	1.14	0.11	0.3665	0.6449	-0.2072	
491	222294	0	0.39	0.2094	0.91	3.1	0.0604	0	0	0.13	0.39	0.8557	0	0	1.16	1.16	0.39	0	0.4683	0.52	0.13	-0.1632	0.13	0.91	0.52	1.16	0.52	1.68	0.65	0	0.65	3.36	0.13	2.71	1.03	0.13	0.26	0.13	773	2.58	0	0.26	0	0.65	4.15	0.91	21.94	5.69	1.68	0	0.4147	0.6208	-0.0703	
501	226403	0	0.22	0.1934	1.09	2.85	0.0876	0	0	0	0.11	0.8754	0	0	0.88	0.77	0.33	0.22	0.4953	0.44	0.33	-0.2653	0.22	1.2	0.22	1.53	0.33	0.88	1.64	0	0.44	5.38	0.11	2.19	1.31	0	0.77	0.55	910	2.74	0.11	0.22	0.11	1.2	3.9	0.88	22.8	6.48	2.08	0.11	0.38	0.6069	-0.0436	
511	230115	0	0.13	0.2078	0.51	5.74	0.0795	0	0	0.26	0.13	0.8488	0	0	1.27	0.89	0.64	0.26	0.4425	1.02	0.38	-0.2306	0.51	1.27	0.26	1.78	0.26	1.14	0.89	0.13	0.89	3.32	0.51	1.91	1.66	0	0.51	0.51	783	2.55	0	0.26	0	1.02	3.68	1.27	21.85	6.38	2.55	0	0.4107	0.6113	-0.0887	
521	233543	0	0.37	0.1747	0.62	4.73	0.0937	0	0	0.12	0.12	0.8509	0	0.12	1	1.24	1	0.12	0.4236	0.25	0.75	-0.2267	0.37	0.87	0.5	1.99	0.25	1.24	0.62	0	1.24	4.11	0.12	1.99	1.37	0.37	0.62	0.25	802	3.61	0	0	0.12	0.62	4.02	1	22.62	6.85	1.87	0	0.3923	0.6511	-0.0538	
531	236737	0	0.84	0.176	0.72	3.46	0.0701	0	0	0	0.36	0.8691	0	0.24	1.79	0.96	0.36	0	0.4269	1.07	0.24	-0.2531	0.48	0.96	0.6	2.39	0.24	0.96	0.36	0.12	1.31	4.3	0.12	1.67	1.55	0.12	0.48	0.48	836	2.03	0	0.12	0.24	0.48	3.32	0.36	22.72	7.17	2.15	0	0.3931	0.649	-0.1052	
541	239721	0	0.93	0.174	1.32	5.42	0.0733	0	0	0.13	0.26	0.7887	0	0	1.05	0.4	0.4	0	0.3825	0.93	0.66	-0.2365	0.66	0.66	0.26	0.93	0.13	0.93	0.13	0	0.26	2.64	0	1.71	2.24	0.53	0.4	0	756	3.17	0	0.13	0	0.4	2.18	0.53	23.5	5.02	1.58	0.13	0.2888	0.6734	-0.1177	
551	242642	0	0.87	0.2008	0.5	2.61	0.0488	0	0	0.5	0.12	0.8679	0	0	2.48	0.75	0.5	0.12	0.3929	0.75	0.12	-0.1769	0.75	0.75	0.25	0.87	0	1.24	0.12	0	0.62	5.09	0.5	1.24	0.87	0	0.25	0.75	804	3.23	0	0.37	0.12	0.75	3.75	0.5	22.61	7.46	2.23	0	0.3857	0.6958	-0.0818	
561	245974	0	0.25	0.1862	0.76	4.41	0.1141	0	0	0.13	0.13	0.8237	0	0.13	1.63	0.76	0.13	0	0.5721	0.25	0.13	-0.1566	0.25	0.76	0.13	1.13	0	0.88	0.88	0	0.63	3.15	0.25	2.14	2.64	0	0.25	0.25	793	0.5	0	0.13	0	0.88	5.2	1.63	22.92	5.29	1.76	0.13	0.3564	0.5248	-0.1479	
571	250575	0	0.57	0.1613	0.79	2.04	0.0391	0	0	0.34	0	0.8745	0	0	1.92	1.02	0.34	0	0.4485	0.68	0.11	-0.1745	0.23	1.02	0.45	0.68	0	1.02	0.68	0.11	1.36	4.53	0.23	1.92	2.04	0.11	0.23	0.45	882	2.72	0	0.11	0.11	0.45	3.91	0.34	22.94	7.14	1.47	0.23	0.3906	0.6733	-0.0976	
581	257062	0	0.51	0.1921	0.38	2.28	0.1137	0	0	0.38	0.38	0.8936	0	0	1.65	1.39	0.13	0	0.4914	1.39	0.13	-0.1679	0	1.27	0.51	1.52	0.38	1.27	1.27	0	1.01	3.3	0.25	1.27	0.89	0.25	0.38	0.51	787	1.77	0	0	0.13	0.76	5.25	0.89	21.42	6.86	2.03	0	0.4809	0.5853	-0.018	
591	264886	0	0.25	0.2332	0.61	3.92	0.2044	0	0	1.1	0.49	0.8174	0	0.25	1.47	0.61	0.37	0.49	0.3802	0.86	0	-0.1381	0.37	0.49	0.49	1.59	0.74	2.08	1.22	0	0.74	1.47	0.25	0.49	0.37	0.25	0.61	0.86	816	2.81	0.12	0.25	0.37	0.74	6.13	1.83	19.3	3.18	1.96	0	0.4846	0.5549	0.1219	
601	272657	0	0	0.2303	1.59	5.05	0.1817	0	0	0.27	0.67	0.8287	0	0	0.93	0.8	0.53	0	0.5192	0.8	0	-0.1702	0	1.19	0.67	1.46	0.53	1.19	0.53	0	0.53	2.92	0.27	1.06	1.33	0.4	0.27	0.13	751	1.33	0	0.53	0.13	0.93	5.63	1.19	21.39	5.85	1.86	0	0.4163	0.5203	-0.0095	
611	279681	0	0.14	0.2011	1.63	5.05	0.0954	0	0	0.14	0.27	0.8181	0	0.14	0.82	1.77	0.27	0	0.4689	0.55	0.27	-0.142	0	1.77	0.96	0.82	0.68	2.18	0.14	0.27	0.82	3.96	0.14	2.45	0.68	0.14	0.82	0.27	732	2.73	0	0.27	0	0.68	4.68	0.82	20.98	6.28	1.09	0	0.4447	0.5739	-0.038	
621	286083	0	0.68	0.184	0.27	3.94	-0.0132	0	0	0	0.14	0.7997	0	0	1.35	1.49	0.27	0.27	0.3382	0.82	0.27	-0.1259	0.41	1.22	0.82	1.22	0.27	1.76	0.27	0	0.68	3.12	0.27	2.03	0.82	0.95	0.41	0.82	736	2.44	0	0.95	0.14	0.54	4.1	0.27	20.73	5.97	0.54	0	0.4181	0.6762	-0.0583	
631	291892	0	0	0.1748	0.67	3.74	-0.0266	0	0	0.13	0	0.8123	0	0	1.07	1.47	0.67	0.54	0.4081	0.54	0.27	-0.1899	0.27	1.87	0.94	1.6	0.67	1.2	0.67	0.13	1.47	4.14	0.27	3.48	1.74	0.54	0.27	1.07	747	1.74	0	0.54	0.27	0.8	3.12	0.4	21.14	7.36	1.74	0	0.4022	0.6322	-0.1308	
641	297208	0	0.27	0.147	0.41	3.39	0.0062	0	0	0.81	0	0.8573	0	0.14	1.62	1.89	0.68	0.27	0.3796	0.81	0	-0.2079	0.41	1.35	1.22	2.03	0.14	0.95	0.81	0	0.41	5.15	0	1.62	2.17	0.27	0.27	0.27	737	2.84	0.14	0.27	0.27	1.08	3.95	0.95	21.43	6.78	0.81	0	0.4434	0.6683	-0.0723	
651	302506	0	0.42	0.1436	1.25	2.36	-0.0099	0	0	0.69	0	0.8546	0	0	0.97	1.66	0.69	0.42	0.3442	0.42	0.42	-0.1911	0.42	1.11	0.97	0.97	0	0.69	0.83	0.28	0.69	3.61	0	3.33	1.52	0.42	0.56	0.28	720	4.3	0.14	0.28	0.28	0.56	2.74	0.28	22.98	8.47	1.52	0	0.3485	0.7321	-0.1463	
661	308307	0	0.48	0.134	0.85	4.95	-0.0278	0	0	0.36	0.24	0.8207	0	0	1.81	2.17	0.85	0.24	0.4142	0.6	0.24	-0.1222	0.36	0.97	0.36	0.6	0.6	0.85	0.85	0	0.48	5.43	0.12	1.2	1.93	0.48	0.12	0.72	828	1.57	0.12	0.12	0	0.85	3.55	0.36	21.8	8.21	0.97	0	0.3878	0.6597	-0.1728	
671	314821	0	0.52	0.14	0.78	4.42	-0.0534	0	0	0.13	0	0.8319	0	0.13	1.17	0.91	0.39	0	0.3456	0.91	0.13	-0.2426	0.26	1.43	0.26	1.17	0.78	0.78	0.65	0	0.13	4.29	0	0.65	1.17	0.39	0.65	0.26	768	3.38	0.26	0.39	0.13	0.39	3.4	0.13	21.97	7.42	0.91	0	0.3551	0.7084	-0.0568	
681	321251	0	1.09	0.16	0.61	2.31	-0.0223	0	0	0.24	0.24	0.8856	0	0	1.22	1.46	0.73	0.12	0.3313	0.37	0.49	-0.1922	0.49	1.22	0.85	1.46	0.37	1.22	0.73	0.12	0.24	4.76	0.37	1.34	1.09	0.37	0.37	0.12	819	4.15	0.12	0.24	0	1.09	3.75	0.49	22.18	7.44	1.09	0	0.4048	0.735	-0.0932	
691	326877	0	1.14	0.1464	0.57	3.78	-0.0394	0	0	0.23	0.11	0.8748	0	0	1.72	0.92	0.8	0.11	0.3518	0.34	0.57	-0.2565	0.34	1.26	0.46	1.37	0.46	0.8	0.11	0	0.11	5.39	0.11	1.83	2.29	0.23	0.57	0.11	871	3.32	0	0.23	0.23	0.8	1.44	0.8	23.39	7.57	1.72	0	0.3156	0.7258	-0.1892	
701	331198	0	0.58	0.1466	0.82	3.5	0.0344	0	0	0.12	0.23	0.8683	0	0	1.63	1.16	1.63	0.12	0.2988	0	1.28	-0.1443	0.35	1.4	0.58	1.05	0.23	0.82	0.23	0.23	0	2.45	0.12	1.05	1.98	0.23	0.23	0	857	4.55	0.47	0.23	0.23	1.28	2.14	0.47	24.71	9.8	1.16	0	0.2689	0.8015	-0.1447	
711	334329	0	0.8	0.1493	0.67	2.14	-0.0193	0	0	0.27	0	0.9177	0	0.13	1.47	1.47	0.4	0	0.3542	0.27	1.2	-0.1133	0.27	0.94	0.13	1.2	0	0.94	0.13	0.13	0.27	2.14	0.13	1.34	0.94	0.27	0.67	0	746	2.54	0	0.4	0.13	0.27	3.16	0.67	23.58	11.5	0.8	0	0.3363	0.7804	-0.186	
721	336798	0	0.91	0.2086	0.34	3.65	0.0292	0	0	0.11	0.23	0.8477	0	0	1.71	1.02	0.23	0.34	0.3679	0.46	1.14	-0.182	0.46	0.68	0.46	0.91	0.11	1.25	0.34	0	0.34	4.79	0.11	0.91	0.91	0.11	0.34	0.11	876	2.85	0	0.68	0.34	0.57	3.03	0.91	22.61	5.93	1.71	0	0.3559	0.7036	-0.1146	
731	339354	0	0.13	0.2038	0.51	2.52	0.072	0	0	0.38	0.51	0.8468	0	0	2.65	0.76	0.51	0.51	0.4117	0.13	0	-0.0845	0.25	1.76	1.01	0.88	0.25	3.53	0.51	0.13	0.38	4.67	0	1.39	0.76	0.51	0.63	0.76	791	2.02	0	0.38	0.13	1.39	4.82	0.76	21.5	6.57	1.76	0	0.4319	0.661	-0.0029	
741	342484	0	0.65	0.1751	0.13	2.08	0.0127	0	0	0.52	0.13	0.8803	0	0	1.04	0.52	0.26	0	0.4603	0.52	0	-0.2073	0	0.91	0.65	1.17	0.26	1.43	0.91	0.26	0.91	5.07	0.39	1.3	1.56	0.13	0.26	0.52	768	2.86	0	0.39	0.13	0.13	4	0.91	21.79	6.38	1.3	0	0.4318	0.6381	-0.0327	
751	346511	0	0	0.2199	0.65	2.45	0.017	0	0	0	0.13	0.8683	0	0	0.91	0.78	0.78	0	0.464	1.29	0.52	-0.1374	0.26	0.91	0.91	1.16	0.78	2.58	1.03	0.13	1.16	5.43	0.26	1.29	1.29	0.52	0.39	0.26	773	1.42	0	0.65	0	0.78	4.2	0.39	20.63	6.85	1.16	0	0.472	0.6015	-0.0268	
761	351375	0	0.51	0.2602	0.51	2.54	0.0177	0	0	0.89	0	0.8515	0	0.13	0.51	1.52	0	0.13	0.4654	1.65	0	-0.0733	0.13	0.64	0.64	2.03	1.39	2.66	0.25	0	0.51	3.17	0.76	0.76	0.64	0.25	0	1.01	787	1.01	0	1.01	0.25	0.51	4.07	1.9	18.4	7.87	1.39	0	0.5507	0.5082	-0.0003	
771	356389	0	0.26	0.2198	0.65	3.13	0.1089	0	0	0.39	0.52	0.8681	0	0.26	1.17	1.95	0.52	0	0.4943	0.52	0.39	-0.0404	0.13	1.43	0.26	1.04	0.65	1.3	0.52	0.13	0.52	3	0	1.3	0.52	0.52	0	0.78	766	1.3	0	1.04	0.13	1.17	5.3	1.43	21.6	10.7	0.65	0	0.448	0.5997	-0.04	
781	361512	0	0.12	0.1827	0.75	1.99	0.1183	0	0	0.37	0.12	0.8872	0	0	0.75	1.12	0.5	0	0.529	0.37	0	-0.0984	0.25	0.87	0.62	1.74	1.49	1.62	0.5	0.25	0.75	3.24	0.25	1.24	0.37	0.75	0.5	0.37	802	1.49	0	0.37	0.12	0	5.2	1.37	21.75	8.1	0.62	0	0.4604	0.5755	0.0837	
791	366940	0	0.11	0.1774	0.34	3.72	0.1042	0	0	0.34	0	0.8697	0	0.11	1.35	1.12	0.56	0.34	0.498	0.34	0.34	-0.0652	0.11	0.34	0.45	1.24	0.9	2.03	0.34	0.11	0.56	2.93	0.34	2.82	1.69	0.56	0.68	0.68	885	1.69	0	0.23	0.11	1.01	5.28	1.46	22.5	9.37	0.45	0	0.4238	0.6278	-0.0379	
801	372806	0	0.12	0.196	0.49	2.1	0.0626	0	0	0.37	0.37	0.8984	0	0.12	1.23	0.87	0.37	0	0.4548	0.87	0	-0.1812	0.25	0.87	0.99	1.85	0.87	1.6	0.12	0	0.37	5.93	0.12	1.11	0.87	0	0.49	1.35	809	2.84	0	0.49	0.12	0.74	4.73	0.74	21.79	10.7	0.99	0	0.4501	0.6432	0.0083	
811	379018	0	0.53	0.1494	0.13	3.17	-0.0108	0	0	0.4	0.13	0.8686	0	0.26	0.79	0.93	0.26	0.13	0.4568	0.26	0	-0.1714	0.66	0.79	0.53	1.05	0.13	1.05	0.66	0.13	0.53	5.56	0.13	2.51	1.05	0	0.53	0	755	2.38	0	0.4	0	0.4	3.72	0.53	22.63	10.3	0.79	0.13	0.3881	0.6701	-0.0921	
821	385442	0	0.26	0.1584	0.65	2.07	0.0956	0	0	0	0.65	0.8848	0	0.13	1.03	0.91	0.52	0	0.4462	0.26	0.65	-0.2576	0.13	1.68	1.16	1.55	0.65	0.52	0.52	0.13	0.78	5.45	0.13	1.55	1.29	0.26	0.52	0.65	770	2.85	0	0.26	0.39	0.52	3.71	0.26	23.94	8.7	1.81	0	0.3558	0.6736	-0.0693	
831	391902	0	0.27	0.1903	0.27	1.2	0.1012	0	0	0.4	0.13	0.9052	0	0.13	2	0.53	0.4	0	0.4711	0.13	0.27	-0.0709	0.27	0.93	0.53	0.27	0.53	1.33	0.67	0.8	0	3.33	0.13	1.73	2	0.4	1.06	0.67	749	2.26	0	0.53	0.13	1.2	4.74	0.8	24.5	9.74	1.6	0	0.3314	0.7182	-0.0796	
841	398175	0	0.45	0.1342	0.34	3.04	0.032	0	0	0.45	0.34	0.8904	0	0.23	2.14	1.35	0.9	0.11	0.3244	0.11	0.56	-0.1253	0.68	0.56	0.68	1.24	0.45	0.68	0	0.56	0.34	3.16	0	1.01	1.69	0.23	0.45	0.45	886	3.49	0	0.34	0	0.56	3.23	0.56	23.93	9.36	0.68	0.11	0.3354	0.7858	-0.1432	
851	404099	0	1.07	0.1595	0.96	2.03	-0.0413	0	0	0.12	0	0.8923	0	0.24	0.96	0.96	0.48	0	0.355	0.48	0.12	-0.162	0.72	1.31	0.72	0.6	0.36	1.19	0.12	0.12	0.24	4.18	0.12	1.43	1.91	0	0.36	0.12	836	4.54	0	0.24	0.12	0.96	3.42	0.36	23.24	13.6	0.72	0.24	0.333	0.7685	-0.1064	
861	409520	0	1.36	0.1416	0.45	2.5	0.0016	0	0	0.34	0.11	0.8712	0	0.11	2.84	0.34	1.13	0.23	0.3173	0.34	0.68	-0.2332	0.23	0.34	0.45	2.61	0.45	1.13	0.45	0.11	0.11	6.02	0.11	1.02	1.81	0.23	0.23	0	880	5.45	0	0.23	0.34	0.68	2.87	0.34	23.99	8.4	1.93	0.57	0.3029	0.7737	-0.0751	
871	414525	0	1.41	0.1203	1.15	2.05	-0.0509	0	0	0.26	0.13	0.8606	0	0	2.18	0.64	0.51	0.13	0.3241	0.26	0.51	-0.2189	0.26	1.15	0.13	1.02	0	1.28	0.51	0.26	0.26	6.94	0.26	0.64	1.41	0.64	0.13	0	778	4.75	0	0	0.13	0.13	3.21	0.64	23.16	7.06	1.15	0.13	0.3206	0.762	-0.0844	
