# NOAA Paleoclimatology Program - Paleocean Site Data
# y69-71p-tab.txt
# Complete Data
# File Created: 18-Jan-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Nicklas G. Pisias
# Core/Site:      Y69-71P
# Latitude:       0.06.00N	( 0.1)
# Longitude:      86.29.00W	( -86.48333)
# Water Depth(m): 2740
#
# Publications:
#   Pisias, N.G., and A.C. Mix. 1997. Spatial and temporal oceanographic variability
#     of the eastern equatorial Pacific during the late Pleistocene: Evidence from
#     Radiolaria microfossils. Paleoceanography 12(3):381-393.
#------------------
#
# Description & Notes:
#   Eastern Equatorial Pacific Radiolaria Data.
#   Eight Radiolaria-based SST records covering the past 150 KYrBP are dominated
#   by the orbital frequency periods plus a non-orbital 31KYr period. Last Glacial
#   Maximum SST cooling is estimated at 3 to 5 degrees C.
#
# Variables:
#             depth         Depth (cm)
#             yrBP          radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             a.dent%       Antarctissa denticulata percent
#             a.ophir%      Anthocyrtidium ophirense percent
#             antarc.r      Antarctic radiolarian factor assemblage
#             b.aquil%      Botryostrobus aquilonaris percent
#             b.aur/aus%    Botryostrobus auritus/australis group percent
#             bering.r      Bering Sea radiolarian factor assemblage
#             c.bicor%      Cycladophora bicornis percent
#             c.boreal%     Ceratospyris borealis percent
#             c.dav2%       Cycladophora davisiana davisiana percent
#             c.davcor%     Cycladophora davisiana cornutoides percent
#             commun        Communality
#             d.hirun%      Dictyophimus hirundo percent
#             d.prof%       Dictyocoryne profunda percent
#             d.tetra%      Didymocyrtis tetrahalamus percent
#             e.delic%      Echinomma delicatum percent
#             e.fur+eleg%   Euchitonia furcata + Euchitonia elegans percent
#             e.trian%      Euchotonia triangulum percent
#             ebc.r         eastern boundary current radiolarian factor assemblage
#             ecf.lepto%    Echinomma cf leptodermum percent
#             g.angul%      Giraffospyris angulata percent
#             gyrmar.r      gyre margin radiolarian factor assemblage
#             h.aster%      Heliodiscus astericus percent
#             h.entha%      Hexacontium enthacanthum percent
#             h.euclid%     Hymenastrium euclidis percent
#             l.butsch%     Larcopyle butschlii percent
#             l.juno%       Lamprocyclas junonis percent
#             l.minor%      Lithelius minor percent
#             l.nigri%      L. nigriniae percent
#             l.retic%      Liriospyris reticulata percent
#             p.antarc%     Prunopyle antarctica percent
#             p.clau+zan%   Pterocorys clausus and Pterocorys zancleus percent
#             p.corb%       Phormostichoartus corbula percent
#             p.mini%       Pt minithorax percent
#             p.prae+euc%   Pterocanium praetextum and Pterocanium eucolpum percent
#             p.spino%      Polysolenia spinosa percent
#             porod.b%      Porodiscus sp. B percent
#             ptero.sp%     Pterocanium sp. Percent
#             radio         Radiolarians (Count)
#             s.aster%      Stylochlamydium asteriscus percent
#             s.ellip%      Spongurus elliptica percent
#             s.oscul%      Spongopyle osculosa percent
#             s.tetra%      Spongaster tetras percent
#             s.valid%      Stylodictya validispina percent
#             seasdif       August to February SST difference (C)
#             spong.sp%     Spongurus sp.-percent
#             sst           Sea Surface Temperature (C)
#             t.oct+o.ste%  Tetrapyle octacantha and Octopyle stenozona percent
#             t.scaph%      Tholospyris scaphipes percent
#             t.trach2%     Theocorythium trachelium trachelium percent
#             transit.r     Transitional radiolarian factor assemblage
#             tropic.r      Tropical radiolarian factor assemblage
#             wpacif.r      Western Pacific radiolarian factor assemblage
#
# CORE: Y69-71P
depth	yrBP 	a.dent%	a.ophir%	antarc.r	b.aquil%	b.aur/aus%	bering.r	c.bicor%	c.boreal%	c.dav2%	c.davcor%	commun	d.hirun%	d.prof%	d.tetra%	e.delic%	e.fur+eleg%	e.trian%	ebc.r	ecf.lepto%	g.angul%	gyrmar.r	h.aster%	h.entha%	h.euclid%	l.butsch%	l.juno%	l.minor%	l.nigri%	l.retic%	p.antarc%	p.clau+zan%	p.corb%	p.mini%	p.prae+euc%	p.spino%	porod.b%	ptero.sp%	radio	s.aster%	s.ellip%	s.oscul%	s.tetra%	s.valid%	seasdif	spong.sp%	sst	t.oct+o.ste%	t.scaph%	t.trach2%	transit.r	tropic.r	wpacif.r	
360	36500	0	0.62	0.1934	0.37	5.23	0.1551	0.62	0	0.37	0.12	0.7974	0.5	0	1.99	0.75	0.62	0	0.4814	0.5	0.12	-0.2158	0	1.12	0.75	3.23	0.5	1.12	1.74	0.12	0.5	1.49	0.12	4.85	0.5	0	3.36	0.87	803	1.86	0	0.5	0.12	1.86	4.85	2.11	21.26	6.22	2.49	0	0.4098	0.5363	-0.0446	
381	39125	0	0.13	0.2094	0.5	2.5	0.1667	0.25	0	0.38	0.25	0.79	0.5	0	2.38	0.75	0.38	0	0.3802	0.5	0.38	-0.1955	0	1.25	0.38	3	0.25	1.12	1	0.13	1.12	0.75	0.13	4.13	0.25	0.25	2.63	1.5	798	3.38	0	0.63	0.38	1.37	4.64	2	21.37	6.01	2.25	0	0.4051	0.6094	-0.0095	
400	41500	0	0.12	0.2017	1.16	4.4	0.143	0.12	0	0.23	0.12	0.7683	0.7	0	1.62	1.27	0.58	0.46	0.4788	0.7	0.23	-0.1904	0.12	1.62	0.46	2.43	0.58	1.62	1.74	0	0.7	1.74	0	3.13	0.23	0.23	3.13	1.5	862	1.27	0	0.81	0	0.35	4.87	1.97	20.16	3.94	1.74	0	0.4316	0.5052	-0.0127	
420	44000	0	0.12	0.1846	1.21	3.75	0.2293	0	0	0.48	0.12	0.7124	0.36	0	1.93	0.36	0.48	0.24	0.4547	0.61	0	-0.2041	0	1.08	0.48	2.42	0.12	0.97	1.69	0.12	0.48	0.48	0.12	3.02	0.24	0	4.47	1.57	826	1.45	0	0.73	0	0.73	5.51	1.93	20.25	3.02	1.08	0	0.3778	0.4842	0.0111	
460	49000	0	0.25	0.2112	0.49	4.3	0.2405	0.86	0	0.12	0.25	0.7873	0.74	0	1.59	0.86	0.62	0.12	0.4871	0.62	0	-0.197	0	0.37	0.74	2.21	0.25	0.62	1.47	0.12	0.74	0.74	0.12	3.81	0.49	0	3.07	1.23	813	2.09	0	0.25	0	1.59	6.04	2.21	21.45	5.28	2.7	0	0.382	0.5127	-0.0052	
480	51500	0	0	0.1564	0.48	3	0.214	0.36	0	0.36	0	0.7705	0.96	0	2.52	1.2	0.96	0.48	0.43	0.6	0	-0.1945	0.24	1.92	0.48	4.32	0.12	1.44	1.68	0.24	0.48	1.08	0.36	3.6	0.12	0	4.44	2.16	833	1.44	0	0.24	0.24	1.92	6.09	1.92	19.51	3.84	0.72	0	0.4663	0.5084	0.0408	
500	54000	0	0.13	0.2226	1	2.38	0.1933	0	0	0.13	0	0.8286	0.63	0	3.63	1.12	1	0.38	0.4354	0.63	0.13	-0.1293	0.13	1.12	1.12	2.25	0.75	2.75	1.37	0	0.5	1.37	0.13	3.75	0.63	0	3.25	0.63	798	2.88	0	0.38	0.25	2.25	5.66	2.5	21.63	5.38	1.75	0	0.4172	0.6002	0.0331	
520	56500	0	0.37	0.1939	0.12	3.65	0.1523	0.37	0	0	0.12	0.7484	1.09	0	2.92	1.58	0.85	0.37	0.4029	0.85	0.24	-0.1101	0	1.09	0.37	5.23	0	2.67	2.67	0.37	0.61	0.61	0.24	2.67	0.73	0	3.41	1.33	821	1.21	0	0.85	0	1.7	5.08	0.73	19.81	6.09	1.58	0	0.4569	0.55	-0.0426	
540	59127	0	0	0.0187	0	0.93	-0.0844	0.93	0	0	0	0.5031	0.74	0	0.37	0.37	0	0	0.4533	0.19	0	-0.2627	0	0.19	0.19	0.19	0	0	0.93	0	0	0.93	0	0.74	0.19	0	0.37	0.37	540	0	0	0	0	0	3.32	0	16.03	0.37	0.37	0	0.3195	0.3013	-0.168	
559	62788	0	0.36	0.1142	0.89	3.04	0.1725	1.78	0	0	0.54	0.7312	1.07	0	2.14	0.54	0	0.54	0.4937	1.25	0	-0.2679	0	1.61	0	4.47	0.36	0.89	5	0.36	0.36	1.78	0.18	2.32	1.07	0	3.57	3.57	559	0.89	0	0	0	0.36	5.03	0	20.15	5.9	2.86	0	0.394	0.4663	-0.0138	
600	70333	0	0	0.1377	0.17	0.33	0.1431	0.33	0	0.17	0	0.704	0.17	0	0.17	0	0	0	0.6437	0	0	-0.1703	0	0.33	0	0	0	0	0.67	0	0.17	0.5	0	0.33	0	0	0	0.33	600	0.17	0	0	0	0	5.18	0.17	21.96	0.83	0.67	0	0.2591	0.3903	0.042	
619	73711	0	0.62	0.1502	0.25	0.99	0.1207	0.87	0	0.37	0.37	0.7598	0.74	0.12	1.6	0	0	0.25	0.4982	0.37	0.37	-0.1622	0	0.87	0.62	1.6	0.12	0.87	1.97	0.25	0.62	1.6	0.12	1.73	0.12	0.37	0	2.96	809	1.11	0	0.25	0	0.37	4.7	0.62	21.47	3.83	1.23	0	0.379	0.5491	0.0561	
639	77266	0	0.42	0.1283	0.42	1.38	0.1046	1.93	0	0.28	0.14	0.7729	1.24	0.28	1.52	0	0.28	0.14	0.5602	0.14	0.42	-0.1924	0	0.42	0.28	1.52	0.28	0.14	1.52	0	0.28	1.1	0.14	1.8	0.55	0	0.14	1.8	722	0.42	0	0.14	0	0.42	4.41	0.55	23.58	5.4	1.8	0	0.2928	0.5495	-0.0826	
660	81037	0	0	0.0244	0	0	-0.0159	2.43	0	0	0.81	0.2914	0	0	0.81	0	0	0	0.3931	0	0	-0.1692	0	0	0	0	1.62	0	4.06	0	0	3.25	0	0	0.81	0	0	4.87	123	0	0	0	0	0	-999	0	-999	0.81	0.81	0	0.249	0.213	-0.0042	
679	84881.7	0	0	0.1286	0.38	1.4	0.0768	1.02	0	0	0.13	0.6711	0.64	0	1.02	0.51	0.64	0.38	0.5222	0.26	0.38	-0.1876	0.13	0.64	0.89	2.55	0.13	0.26	5.22	0.26	0.77	1.78	0	0.77	0.77	0	0.13	2.93	784	0	0	0	0.26	0.77	4.09	0.51	20.58	4.97	2.29	0	0.3443	0.4662	-0.0701	
700	90084	0	0.12	0.2184	0.86	2.09	0.0222	0.37	0	1.35	0	0.8279	0.37	0	2.95	1.23	0.74	0.25	0.3443	0.25	0.12	-0.1354	0	0.49	0.62	3.93	0.37	1.35	1.1	0.25	0.98	2.33	0.12	1.47	0.49	0	0.37	0.49	813	3.19	0	1.23	0.12	1.96	4.43	2.58	19.85	7.74	1.35	0	0.481	0.64	-0.0428	
719	95647	0	0.12	0.1911	0.87	1.36	0.0215	1.49	0	0.5	0.12	0.8597	1.49	0.25	2.61	0.5	0.37	0.37	0.3737	0.62	0.37	-0.2541	0.12	1.11	1.11	5.22	1	1.11	1.74	0.12	0.5	2.98	0.37	0.62	1	0	0.75	1	804	2.61	0	1.36	0.12	0.5	4.34	1.36	20.51	7.33	1.74	0	0.4545	0.6417	0.0122	
739	100962	0	0.12	0.2287	0.99	1.98	0.0691	1.11	0	0.62	0.25	0.8271	1.11	0.25	2.1	0.25	0.25	0.12	0.3855	0.37	0.37	-0.2346	0.12	1.85	1.23	4.7	0.99	1.85	2.35	0	0.74	2.35	0.25	0.99	0.12	0.12	2.35	0.25	808	2.22	0	1.73	0.5	1.11	4.63	2.72	19.43	7.67	2.47	0	0.4704	0.5848	0.0558	
759	105679	0	0.49	0.1841	1.23	2.58	0.1051	1.47	0	0.99	0.25	0.8469	1.35	0.12	2.46	1.23	0.74	0.49	0.3737	0.37	0.37	-0.1656	0	1.23	0.62	4.92	0.74	2.09	1.97	0.25	0.37	1.23	0.25	1.47	0.25	0	2.21	0.74	812	2.95	0	0.62	0.37	1.23	5.24	1.97	20.46	8.86	1.6	0	0.4907	0.6278	0.0029	
800	116545	0	0.12	0.1903	0.95	2	0.0777	0.12	0	0.59	0.12	0.8856	0.71	0.12	2.83	1.41	1.65	0.24	0.2625	0.95	0.59	-0.2169	0.12	2	0.71	3.78	0.24	1.65	0.35	0.24	0.35	2.12	0	0.95	0.35	0.12	3.07	0	846	8.03	0	0.59	0.24	1.06	4.7	1.89	22.37	11.1	1.77	0	0.4157	0.7447	0.0004	
819	121588	0	0.62	0.2223	0.87	2.24	0.0808	0.12	0	0.62	0.12	0.7973	0.75	0.12	3.74	0.37	2.37	0.5	0.2358	0.37	0.75	-0.1637	0.25	0.37	1.49	4.11	0.25	1.49	0.5	0.37	0.12	1.74	0.25	0.75	0.12	0.12	1.74	0.5	801	6.36	0.12	1.74	0	1.62	3.57	1.74	22.47	7.99	2.12	0.12	0.3375	0.7382	-0.0032	
839	125521	0	0.36	0.2093	1.08	1.08	0.1398	0.36	0	0.36	0.12	0.8559	1.08	0.12	1.81	0.61	0.73	0.36	0.2497	0.48	0.12	-0.24	0.12	0.85	0.97	4.47	0.24	0.97	0.61	0.24	0.61	0.73	0.36	1.21	0.12	0.12	2.3	0.36	826	8.47	0	0.36	0.48	1.57	4.95	1.21	22.58	9.32	2.78	0	0.3797	0.7239	0.067	
859	129243	0	0.25	0.1853	0.49	5.03	0.1876	0.25	0	0.61	0	0.8152	1.22	0	1.59	0.12	0.37	0.74	0.4937	0.49	0.49	-0.2435	0	1.1	0.86	4.41	0.25	1.1	0.61	0.12	0.25	1.34	0.25	3.8	0.86	0	1.71	0.74	815	1.59	0	0.12	0	1.59	5.12	2.08	22.34	6.01	2.69	0.12	0.3715	0.5513	-0.0263	
919	140317	0	0	0.1738	0.48	3.1	0.1229	0.84	0	0.84	0.36	0.7683	0.24	0.24	2.74	0.96	0.72	0.24	0.3946	0.36	0	-0.178	0.12	0.36	0.36	5.01	0.72	0.96	1.43	0.12	0.72	0.96	0.6	2.98	0.72	0	1.55	1.19	837	1.79	0	0.36	0	1.55	4.63	2.27	19.97	5.61	1.55	0	0.4643	0.5635	-0.0493	
937	143605	0	0.12	0.1985	0.49	4.32	0.1144	0.74	0	1.11	0.37	0.7765	0.49	0.12	2.22	1.23	0.74	0.12	0.3846	0.37	0	-0.1747	0.12	0.87	0.37	3.83	0.74	1.6	1.23	0.12	0.49	1.35	0.49	2.59	0.49	0	2.1	1.73	809	2.47	0	0.49	0	1.85	4.71	2.96	19.15	5.19	1.97	0	0.4954	0.5468	-0.0339	
959	147478	0	0.11	0.2047	0.79	4.39	0.0471	0.45	0	0.56	0.34	0.7343	1.35	0.23	1.8	1.23	0.11	0.11	0.436	0.68	0	-0.198	0.11	1.23	0.45	3.37	0.45	0.79	0.79	0.11	0.68	2.13	0.11	3.94	0.23	0.11	0.45	2.02	888	1.01	0	0.45	0	2.02	3.53	2.02	19.15	5.06	2.59	0	0.4439	0.5024	-0.107	
981	151328	0	0.25	0.1813	0.74	3.31	0.0949	0.86	0	0.25	0.12	0.8329	1.71	0.12	2.94	1.22	0	0.86	0.4308	0.61	0.25	-0.2165	0	2.33	0.37	4.17	0.12	1.84	1.59	0.12	1.34	2.45	0.12	2.08	0.61	0.12	1.71	1.47	815	1.59	0	0.25	0	1.34	4.71	2.08	20	6.38	1.84	0	0.4912	0.5632	-0.0114	
1000	154653	0	0.36	0.2095	1.2	2.76	0.1367	0.36	0	0.72	0.24	0.7876	0	0.24	2.28	0.96	0.48	0.24	0.4704	0.6	0.12	-0.168	0	0.96	0.72	2.76	0.24	2.16	2.04	0.36	0.36	2.04	0	3.72	0.48	0.12	2.04	1.08	832	1.44	0	0.24	0	1.56	4.96	3.48	20.04	3.72	2.52	0	0.4568	0.5152	-0.0362	
