# NOAA Paleoclimatology Program - Paleocean Site Data
# y69-106p-tab.txt
# Complete Data
# File Created: 18-Jan-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Nicklas G. Pisias
# Core/Site:      Y69-106P
# Latitude:       2.59.00N	( 2.98333)
# Longitude:      86.33.00W	( -86.55)
# Water Depth(m): 2870
#
# Publications:
#   Pisias, N.G., and A.C. Mix. 1997. Spatial and temporal oceanographic variability
#     of the eastern equatorial Pacific during the late Pleistocene: Evidence from
#     Radiolaria microfossils. Paleoceanography 12(3):381-393.
#------------------
#
# Description & Notes:
#   Eastern Equatorial Pacific Radiolaria Data.
#   Eight Radiolaria-based SST records covering the past 150 KYrBP are dominated
#   by the orbital frequency periods plus a non-orbital 31KYr period. Last Glacial
#   Maximum SST cooling is estimated at 3 to 5 degrees C.
#
# Variables:
#             depth         Depth (cm)
#             yrBP          radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             a.dent%       Antarctissa denticulata percent
#             a.ophir%      Anthocyrtidium ophirense percent
#             antarc.r      Antarctic radiolarian factor assemblage
#             b.aquil%      Botryostrobus aquilonaris percent
#             b.aur/aus%    Botryostrobus auritus/australis group percent
#             bering.r      Bering Sea radiolarian factor assemblage
#             c.bicor%      Cycladophora bicornis percent
#             c.boreal%     Ceratospyris borealis percent
#             c.dav2%       Cycladophora davisiana davisiana percent
#             c.davcor%     Cycladophora davisiana cornutoides percent
#             commun        Communality
#             d.hirun%      Dictyophimus hirundo percent
#             d.prof%       Dictyocoryne profunda percent
#             d.tetra%      Didymocyrtis tetrahalamus percent
#             e.delic%      Echinomma delicatum percent
#             e.fur+eleg%   Euchitonia furcata + Euchitonia elegans percent
#             e.trian%      Euchotonia triangulum percent
#             ebc.r         eastern boundary current radiolarian factor assemblage
#             ecf.lepto%    Echinomma cf leptodermum percent
#             g.angul%      Giraffospyris angulata percent
#             gyrmar.r      gyre margin radiolarian factor assemblage
#             h.aster%      Heliodiscus astericus percent
#             h.entha%      Hexacontium enthacanthum percent
#             h.euclid%     Hymenastrium euclidis percent
#             l.butsch%     Larcopyle butschlii percent
#             l.juno%       Lamprocyclas junonis percent
#             l.minor%      Lithelius minor percent
#             l.nigri%      L. nigriniae percent
#             l.retic%      Liriospyris reticulata percent
#             p.antarc%     Prunopyle antarctica percent
#             p.clau+zan%   Pterocorys clausus and Pterocorys zancleus percent
#             p.corb%       Phormostichoartus corbula percent
#             p.mini%       Pt minithorax percent
#             p.prae+euc%   Pterocanium praetextum and Pterocanium eucolpum percent
#             p.spino%      Polysolenia spinosa percent
#             porod.b%      Porodiscus sp. B percent
#             ptero.sp%     Pterocanium sp. Percent
#             radio         Radiolarians (Count)
#             s.aster%      Stylochlamydium asteriscus percent
#             s.ellip%      Spongurus elliptica percent
#             s.oscul%      Spongopyle osculosa percent
#             s.tetra%      Spongaster tetras percent
#             s.valid%      Stylodictya validispina percent
#             seasdif       August to February SST difference (C)
#             spong.sp%     Spongurus sp.-percent
#             sst           Sea Surface Temperature (C)
#             t.oct+o.ste%  Tetrapyle octacantha and Octopyle stenozona percent
#             t.scaph%      Tholospyris scaphipes percent
#             t.trach2%     Theocorythium trachelium trachelium percent
#             transit.r     Transitional radiolarian factor assemblage
#             tropic.r      Tropical radiolarian factor assemblage
#             wpacif.r      Western Pacific radiolarian factor assemblage
#
# CORE: Y69-106P
depth	yrBP 	a.dent%	a.ophir%	antarc.r	b.aquil%	b.aur/aus%	bering.r	c.bicor%	c.boreal%	c.dav2%	c.davcor%	commun	d.hirun%	d.prof%	d.tetra%	e.delic%	e.fur+eleg%	e.trian%	ebc.r	ecf.lepto%	g.angul%	gyrmar.r	h.aster%	h.entha%	h.euclid%	l.butsch%	l.juno%	l.minor%	l.nigri%	l.retic%	p.antarc%	p.clau+zan%	p.corb%	p.mini%	p.prae+euc%	p.spino%	porod.b%	ptero.sp%	radio	s.aster%	s.ellip%	s.oscul%	s.tetra%	s.valid%	seasdif	spong.sp%	sst	t.oct+o.ste%	t.scaph%	t.trach2%	transit.r	tropic.r	wpacif.r	
380	188937	0	0.25	0.2412	1.37	3.37	0.1207	0.13	0	0.13	0.5	0.8048	0.38	0.13	1.37	1	0.38	0.75	0.4712	0.13	0.38	-0.0173	0	0.75	0.13	2.12	0.13	2.87	0.38	0.5	0.5	1.12	0.25	3.62	0.38	0.25	0.25	1.25	800	1.25	0	0.63	0.13	1.37	4.98	2.87	21.58	10.5	1.37	0	0.3866	0.5956	-0.075	
390	193835	0	0.37	0.263	1.49	5.23	0.1641	0.37	0	0.12	0.12	0.8042	0.75	0.37	0.5	0.62	0.62	0.37	0.5179	0.25	0.12	-0.1446	0	1	0.87	2.86	0.62	1.74	0.87	0.37	0.37	1.62	0.5	3.11	0.25	0	0.75	0.62	802	1.24	0	0.87	0.12	3.11	5.25	2.36	20.66	7.6	2.24	0	0.4149	0.4967	-0.009	
400	198733	0	0.62	0.2471	1.36	3.85	0.1689	0.5	0	0.25	0.5	0.8246	0.62	0.37	1.11	1.11	0.62	0.62	0.4603	0	0.75	-0.0414	0.37	0.37	1	2.86	0.37	2.36	0.87	0.62	0.12	1.11	0.12	1.49	0.37	0	0.5	1.24	804	1.74	0	0.75	0	1.86	5.36	2.86	21.9	11.4	1.74	0	0.3925	0.6052	-0.0328	
410	203631	0	0.25	0.2218	2.34	5.68	0.1505	0.12	0	0	0.12	0.7728	0.74	0.25	1.11	1.35	0.25	0.49	0.4531	0.37	0.12	-0.0891	0.49	1.48	0.49	1.6	0	2.84	0.99	0.37	0.49	1.23	0.25	0.87	0.62	0	0.25	0.62	809	2.1	0	0	0	0.74	4.96	1.6	21.09	5.8	1.73	0	0.4014	0.5711	0.0202	
420	208529	0	0.13	0.2202	2.37	4.87	0.1324	0.38	0	1.12	0.38	0.795	0.88	0	0.5	1.75	0.38	0.13	0.4652	0.13	0.63	-0.0714	0.5	1	0.13	1.62	0	2.25	0.75	0	0.25	1.25	0.13	2.25	0.5	0.25	0.63	0.63	800	1.25	0	0.25	0.13	1	5.36	2	20.18	6.87	2	0	0.4602	0.5351	-0.097	
430	213427	0	0.37	0.229	1.85	6.42	0.1628	0.49	0	0.25	0	0.7639	0.49	0.12	0.74	0.99	0.62	0.25	0.4896	0	1.11	-0.0262	0.49	1.35	0.25	1.73	0.25	2.22	0.37	0.62	0.25	0.37	0	1.85	0.25	0	0.12	0.74	809	1.48	0	0.62	0.12	0.49	5.08	2.22	22.28	9.02	1.6	0	0.3318	0.5767	-0.0436	
440	218325	0	0.5	0.2531	1	3.25	0.0784	0.38	0	0.5	0.13	0.7899	0.13	0	0.88	1.25	0.88	0.13	0.3993	0.38	0.63	-0.0972	0.38	0.25	0.63	3.25	0.13	0.88	0	0	0	1.12	0.13	1.5	0.25	0.13	0.75	0.38	800	1.25	0	1	0	1.87	3.73	2.12	21.19	11.8	2.62	0.38	0.3795	0.6245	-0.1298	
450	223223	0	0.37	0.1885	0.86	4.55	0.0347	0.74	0	0	0.12	0.8154	0.99	0.37	1.72	0.62	1.72	0.12	0.3744	0.25	0.49	-0.1348	0.74	2.46	0	2.7	0.25	1.84	0.62	0.86	0.12	1.35	0.12	1.72	0.86	0.12	0.49	0.62	812	1.47	0	0.99	1.1	1.1	3.2	1.1	22.79	11.5	1.35	0	0.3312	0.7052	-0.1149	
460	228121	0	0.63	0.2086	1.5	5	0.0911	0.25	0	0.13	0	0.8538	1.87	0.38	1	0.75	0.63	0.75	0.4826	0.25	0.5	-0.1623	0.63	1	0.63	2.12	0	1.75	0.63	0.25	0.25	3.25	0	2.75	1.12	0.25	0.38	1	800	2.37	0	0.5	0.13	0.75	4.12	1.87	23.64	11.1	2	0.13	0.3339	0.6543	-0.056	
470	233019	0	0.5	0.203	0.87	3.24	0.081	0.5	0	0.12	0.12	0.8754	0.87	0.12	1.12	0.75	1.87	0.37	0.3619	0.25	0.5	-0.1486	0.62	0.75	0.5	1.99	0.12	1.49	0.87	0.87	0	2.12	0.12	1	0.87	0.37	1	0.62	801	3.99	0	0.37	0.37	1.49	3.95	1.74	23.7	12.2	1.87	0.12	0.3389	0.7469	-0.043	
480	237917	0	0.37	0.1898	0.86	3.94	0.0503	0.37	0	0.37	0	0.8125	0.86	0.37	0.99	0.86	0.62	0.25	0.3106	0.12	0.12	-0.15	0.25	1.23	1.1	1.97	0	0.99	0.25	0.74	0.25	1.23	0.12	0.62	0.74	0.37	0.74	0.49	812	2.95	0	0.12	0.62	2.21	3.42	0.99	22.54	11.9	2.21	0	0.3503	0.7263	-0.0692	
490	242815	0	0.62	0.2345	0.75	5.73	0.1441	0.25	0	0.37	0.12	0.7832	1	0.37	0.62	1.12	0.87	0.25	0.3956	0.12	0.12	-0.1157	0.5	0.5	1.12	2.49	0.25	1.87	0.75	0.12	0.5	1.37	0.5	1.74	0.12	0.5	1.49	0.62	802	2.24	0	0.5	0.62	2.24	4.92	2.99	20.43	8.1	1.49	0.12	0.4329	0.5913	0.0224	
500	247713	0	1	0.1874	1.12	4.62	0.0987	0.75	0	0.38	0	0.8163	0.75	0	1.75	1.12	1.5	0.75	0.4421	0.13	0.75	-0.1277	0.38	1	0.25	4	0.13	1.62	1	0.63	0.13	1.5	0.25	2.62	0.13	0.25	0.38	0.5	800	2.5	0	0.38	0	0.75	4.33	2.5	22.8	10.3	2	0	0.3607	0.6534	-0.0513	
520	257509	0	0.36	0.2251	1.08	3.62	0.163	0.85	0	1.2	0.6	0.8622	0.85	0.73	1.57	1.81	1.08	0.36	0.3643	0.12	0	-0.0738	0.24	1.2	0.85	3.14	0.36	3.02	0.6	0.36	0.73	1.45	0.36	1.69	0.24	0.36	0.48	0.36	827	3.99	0	0.85	0.48	1.33	6.01	1.81	20.18	8.7	1.57	0.12	0.5005	0.627	0.0573	
530	262407	0	0.75	0.205	0.75	4.49	0.1894	0	0	1.37	0.37	0.8247	1.12	0.12	1.49	0	0.75	0.5	0.3809	0.75	0.75	-0.1651	0.37	1	1.12	2.74	0	1.62	0.12	0.37	1.74	0.75	0.12	2.49	0	0	1.62	0.37	801	3.87	0	0.75	0.5	0.5	5.05	2.24	22.65	11.7	1.37	0	0.3774	0.6571	0.0133	
540	267305	0	0	0.213	1.62	2.99	0.1784	0.12	0	2.87	0.12	0.8412	0.5	0.37	2.12	0.87	1.24	0.5	0.3895	0	0.62	-0.0342	0.5	0.25	0.5	2.37	0	1.87	0	0.25	0.62	1.37	0.25	1.99	0.25	0.12	0.87	0.25	801	2.62	0.12	0.87	0.25	1.49	5.6	2.62	21.59	12.2	1.12	0	0.4311	0.6515	-0.028	
550	272203	0	0.13	0.2255	1.5	2.62	0.1909	0.25	0	1.5	0.38	0.8414	0.63	0	0.75	1.5	0.75	0.25	0.4318	0	0.25	-0.0914	0.38	0.75	0.75	1.37	0	1.25	0.75	0.13	0.13	1.62	0	1.37	0.25	0.13	1.12	0.38	800	2.25	0	0.25	0.38	2.12	5.76	1.37	21.53	8.75	3	0.13	0.4361	0.6064	-0.0378	
560	277101	0	0.24	0.1934	0.72	1.56	0.1402	0.48	0	1.68	0	0.8697	1.44	0.12	2.64	0.72	0.24	0.6	0.4009	0.24	0	-0.0437	0.24	0.6	0.36	2.52	0.12	1.68	0.24	0.24	0.48	0.84	0	1.2	0.36	0.24	0.6	0.72	831	1.68	0.24	0.48	0	0.72	5.75	1.2	21.44	7.82	1.32	0	0.4604	0.6612	0.0282	
570	281999	0	0.13	0.2358	0.63	2.12	0.1516	0.38	0	2.87	0	0.7739	0.88	0.13	1.62	1.25	0.13	1.12	0.3751	0.13	0	-0.0626	0.13	0.75	0.25	4.62	0	1.37	0.75	0.25	0.25	0.63	0.25	2.12	0.25	0.13	0.5	0.5	800	1.87	0.25	1.62	0.5	2	5.15	2.37	19.56	9.5	2.25	0	0.4697	0.5745	0.0025	
580	286897	0	0.5	0.2454	0.99	4.21	0.1808	0.62	0	1.86	0.37	0.8286	0.62	0.25	1.48	0.87	0.25	0.25	0.4507	0.37	0.25	-0.081	0.12	0.62	0.12	3.22	0.12	2.85	0.62	0.12	0.25	1.24	0.12	1.36	0.37	0.25	0.62	0.37	806	1.48	0	0.99	0.37	0.87	5.85	3.47	19.52	6.2	1.86	0	0.4995	0.5255	0.0184	
590	291795	0	0.25	0.1816	1.24	4.22	0.1914	0.75	0	1.74	0.5	0.8485	0.87	0.12	1.61	0.87	1.11	0.25	0.5169	0.25	0.12	-0.1146	0.25	0.62	0.5	3.23	0.87	1.49	1.24	0.25	0.12	2.11	0	2.23	0.25	0.12	0.87	0.87	804	1.24	0.12	0.5	0	0.87	6.35	1.24	21.33	6.96	1.86	0.25	0.4593	0.5363	0.0062	
600	296693	0	0.25	0.2104	2.25	6.75	0.1908	0.5	0	0.38	0.13	0.7723	0.75	0	1.62	0.88	1.12	0.63	0.5435	0.13	0	-0.0839	0.25	1.37	1.25	2.12	0.75	1.12	0.5	0.5	0.13	0.88	0.25	5.25	0	0.13	0.5	0	800	1	0.13	0.63	0.38	0.75	5.6	2.87	23.27	9.25	2.5	0	0.2997	0.5463	-0.0285	
610	301591	0	0.48	0.2014	1.07	5.36	0.0574	0.12	0	0.36	0	0.7925	0.95	0.12	1.19	0.6	0.6	0.24	0.4348	0.12	0.36	-0.1243	0.12	1.43	0.72	2.02	0.36	1.78	0.72	0.24	0.36	1.31	0.36	3.33	0.24	0.24	0.6	0.72	839	2.02	0	0.72	0.36	0.95	3.79	0.72	22.26	8.58	2.02	0	0.3506	0.6444	-0.0767	
620	306489	0	0	0.1843	0.88	4.62	0.062	0.25	0	1.87	0	0.7804	0.38	0	1.5	1.75	1	1	0.3558	0.13	0.25	-0.0554	0.25	0.63	0.63	2.62	0.88	1.62	0.63	0.13	0.63	1.12	0.38	2.5	0	0.25	0.63	0.75	800	2.25	0	0.25	0.25	2.5	4.7	1.5	19.99	10.7	1.5	0	0.4667	0.626	-0.0566	
630	311387	0	0.13	0.2192	1.25	3.25	0.1206	0.63	0	1.75	0.38	0.8274	0.38	0.13	2	0.88	1.87	1	0.3404	0.25	0.13	-0.0559	0.38	0.5	0	1.75	0.88	2	0.5	0.75	1	1.12	0.13	1.75	0	0	0.88	0.5	800	3.5	0	0.75	0.63	1.87	4.99	2.25	21.03	12.8	1.5	0	0.4411	0.6714	-0.0222	
640	316285	0	0.88	0.2369	1.62	3.5	0.1309	0.13	0	2.5	0	0.7776	0.5	0.38	1.37	1	1.12	1	0.315	0	0.13	-0.1218	1.37	0.63	0.25	3.37	0.5	1.5	0.5	0.13	0.25	1.25	0	1.25	0.25	0	1.62	0.13	800	3.25	0.25	1.37	0.38	2.5	4.39	2.87	20.59	10.2	2.25	0	0.426	0.6391	-0.0207	
650	321183	0	0.58	0.1653	1.86	3.97	0.0606	0.47	0	1.63	0.12	0.8282	0.35	0.12	1.16	0.58	1.28	0.7	0.3434	0.82	0.47	-0.1326	0.7	1.28	0.47	1.86	0.47	1.05	0.12	0.35	0.23	1.05	0.35	1.51	1.4	0.47	0.47	0.23	856	1.63	0.35	0.47	0.7	0.93	3.57	1.16	22.45	10.7	1.05	0	0.3812	0.7081	-0.1224	
660	326081	0	0.62	0.1811	1.37	1.99	0.1333	0	0	2.37	0.12	0.8128	0.5	0.5	2.12	1.37	1	0.62	0.2225	0.12	0.12	-0.096	0.5	2.24	0.87	2.37	0.25	2.49	0.12	0.12	1.24	0.62	0	1.87	0.62	0.75	1.99	0.25	801	4.36	0.87	0.25	0.75	1.62	5.3	1.24	20.98	7.61	1.99	0	0.455	0.7044	0.0181	
670	330979	0	0.5	0.1917	2.5	3.12	0.0737	0.13	0	0.25	0.38	0.8539	0.13	0.13	2.12	0.63	0.63	0.13	0.3601	0.13	0.25	-0.1759	1	1.62	0.63	2.62	0.38	1.12	0.25	0.63	0.38	2.62	0.13	2.12	0.38	0.75	0.88	0	800	3.25	0.25	0.5	0.25	1.12	3.56	1.12	23.68	12.1	2.25	0	0.3274	0.7356	-0.0532	
680	335877	0	0.25	0.2139	1.36	2.86	0.0649	0	0	1	0	0.8129	0.75	0	1.49	0.62	0.5	0.25	0.2971	0	0.25	-0.1146	0.62	0.25	0.62	2.73	0.37	1.24	0.12	0.25	0.12	1.12	0	1.49	0.37	0.37	1	0	803	4.23	0	1.24	0.87	0.62	3.28	0.75	23.08	12.9	2.36	0	0.3094	0.7505	-0.05	
690	340775	0	0.75	0.2176	1.37	1.99	0.0754	0.25	0	1.24	0	0.8637	0.5	0.25	3.37	2.37	0.87	0.62	0.2705	0.87	0.5	-0.0527	0.62	2.12	0.75	2.87	0.37	2.87	0.5	0.25	0.5	1.12	0.25	1.74	0.75	0.87	1.24	0	801	2.87	0.75	1	0.25	1.99	5.12	1	20.65	9.48	2.24	0	0.4726	0.7141	-0.0372	
705	348122	0	0	0.232	1.56	5.06	0.136	0.24	0	1.68	0.12	0.7381	0.24	0.12	1.08	0.72	0.36	0.72	0.456	0.24	0.12	-0.1505	0.12	0.96	0.36	3.37	0.48	1.2	0.84	0	0.24	1.56	0	0.72	0.24	0.12	0.6	1.08	830	0.6	0.12	0.48	0	2.16	4.8	2.16	18.81	5.42	3.49	0	0.4615	0.4706	-0.0281	
710	350571	0	0.12	0.2892	0.87	3.36	0.1439	0.5	0	2.11	0	0.7984	0	0.37	1.12	1.24	0.37	0.75	0.3639	0.12	0	-0.076	0.37	0.62	0.75	2.36	0.25	2.86	0.37	0.12	0.87	1.99	0	0.5	0	0.37	1.99	0.12	802	1.99	0.25	1.62	0	1.74	5.16	4.86	17.68	6.6	3.11	0	0.5302	0.5184	0.0778	
720	355469	0	0	0.2302	0.5	4.62	0.0937	0.5	0	1	0	0.8289	0.63	0.25	1.25	1.62	0.63	0.38	0.4072	0.5	0.63	-0.1179	0.75	2.75	0.25	2.25	0.25	1.87	0.25	0.13	0.75	1.62	0.38	2.12	0.25	0.38	0.88	0.63	800	1.5	0.13	0.88	0.25	0.88	4.67	1.62	20.46	9.12	3.37	0	0.465	0.6069	-0.0521	
730	360367	0	0.12	0.2333	1.12	3.74	0.1481	0.37	0	1	0	0.7927	0.5	0.37	2.62	2.12	0.12	0.87	0.4197	0.37	0	-0.06	0.25	1.12	1	2.62	0.25	2.24	0.12	0	0.25	1.37	0.25	2.62	0.12	0.12	2.87	1	801	1.12	0.12	1.24	0	1.62	5.31	2.12	19.8	8.23	1.87	0	0.4732	0.5585	-0.0294	
740	365265	0	0.13	0.2327	0.25	2	0.0858	0.13	0	1.75	0.25	0.875	0.5	0.25	2.37	1.5	0.25	0.25	0.3346	0.38	0.13	-0.0673	0.38	1.37	0.88	2.25	1.12	2.25	0.13	0	0.88	1.75	0.38	1.5	0.5	0.38	1.62	0.5	800	2.12	0.13	1.5	0.25	1.62	5.48	1.62	19.46	9	1.5	0	0.5357	0.6402	-0.0131	
750	370163	0	0.38	0.2115	1.62	6.75	0.121	0.25	0	2.25	0	0.7429	0.63	0	0.88	2.37	0.25	0.5	0.4146	0.5	0	-0.0594	0.88	0.5	1.37	3.5	0.75	1.37	0.25	0	0.38	1.62	0	0.88	0.13	0.75	0.13	1.12	800	1.12	0	0.75	0.38	1.25	4.96	1.62	18.9	9	1.5	0	0.4854	0.522	0.0081	
760	375061	0	0.13	0.1992	0.88	5.87	0.1739	0.38	0	2.12	0.13	0.7938	0.38	0	1	1.12	1.37	0.38	0.4401	0.25	0	-0.0766	0.25	0.38	1	2.62	0.25	1.37	0.5	0	0.63	0.88	0.13	2.75	0	0.13	0.88	0.13	800	2	0	0.75	0.25	1.12	5.65	1.25	20.62	9	1.25	0	0.4505	0.5669	-0.0002	
770	379960	0	0.25	0.2196	1.74	7.48	0.0937	0.25	0	1.37	0	0.7554	0.75	0.12	0.62	1.12	1	0.75	0.3748	0.37	0	-0.1504	0.25	0.75	0	3.86	0.37	2.99	0	0	0.62	2.11	0.12	1.37	0.37	0.25	2.74	0.37	802	1.12	0	1.12	0.37	1.24	4.49	1.12	18.27	7.35	1.37	0	0.5118	0.5204	-0.0507	
780	384858	0	0	0.2217	1.11	6.83	0.1371	0.25	0	1.49	0	0.7363	0.87	0.12	0.75	0.75	0.99	1.11	0.3904	0.25	0	-0.1193	0.5	1.73	1.24	3.22	0.12	1.24	0.12	0.25	0.12	0.75	0.25	1.36	0.37	0.12	1.11	0.37	805	1.36	0.25	1.61	0.25	1.11	4.29	0.99	20.87	10.4	2.36	0	0.3867	0.5925	-0.0316	
790	389756	0	0.38	0.2191	1.12	6.62	0.0968	0.38	0	1.5	0	0.7558	0.38	0.25	1.37	2.75	0.88	1	0.2952	0.25	0	-0.0699	1	1.37	0.5	3.37	0.25	2.37	0.38	0	0.38	0.63	0	2.37	0	0.13	0.88	0.5	800	4	0.25	1.25	0.63	1	4.48	1	20.19	10.6	2.37	0	0.4314	0.6482	-0.0097	
800	394654	0	0.63	0.2487	2.37	8	0.1226	0.13	0	0.63	0	0.776	0.63	0	1	0.88	0.88	0.75	0.453	0.63	0.13	-0.0817	0.63	0.63	0.38	1.75	0.13	2.37	0.5	0.25	0	1.62	0.13	2.5	0.25	0	0.5	1	800	2	0	1.25	0.38	1.37	4.42	1	21.67	10.1	2.12	0	0.3609	0.5947	-0.0574	
810	399552	0	0.75	0.2042	1.37	4.11	0.0643	0.12	0	0.37	0	0.8634	0.25	0.37	1.62	1.12	1.87	0.25	0.316	0.37	0.87	-0.137	1.74	0.87	1	2.49	0.25	1.74	0.12	0.5	0.5	2.37	0	0.37	0.37	0	1.24	0.12	801	3.37	0	0.5	0.25	0.87	3.8	1.12	22.94	13.8	1.99	0.12	0.364	0.7497	-0.0665	
820	404450	0	0.62	0.1627	0.87	2.49	0.0237	0.37	0	0.5	0	0.8589	1	0.12	1.12	0.75	0.62	0.37	0.2687	0.12	0.5	-0.2104	2.24	1.24	0.62	2.24	0.12	0.5	0.12	0.25	0.12	1.74	0.12	0.37	0.5	0.37	1.24	0.5	801	3.49	0	0.25	0.37	0.37	2.93	1.37	23.89	12.4	2.24	0.25	0.3052	0.7863	-0.0632	
830	409348	0	0.61	0.2137	0.98	1.21	0.0535	0.24	0	0.37	0.12	0.8624	0.61	0.61	0.37	0.24	0.49	0.61	0.2313	0.12	0.73	-0.1991	1.7	1.34	0.61	2.43	0.12	1.46	0.12	0.49	0.12	1.7	0	1.7	0.49	0.37	1.34	0	820	6.21	0.24	0.98	0.49	1.34	3.79	0.73	23.41	12.9	1.82	0.12	0.3216	0.7857	0.0032	
840	414246	0	1.36	0.2296	0.62	1.86	0.1339	0.12	0	0.5	0.12	0.8572	0.37	0.25	1	0.37	0.87	0.5	0.3279	0.25	0.37	-0.124	1	2.23	0.87	1.99	0.5	2.98	0.12	0.12	0.12	1.24	0.37	3.85	0.5	0.5	1.61	0.25	804	6.09	0.25	1.36	0.75	1.49	4.64	0.5	23.19	14.4	2.48	0.12	0.3495	0.735	0.0352	
850	419144	0	0.25	0.2138	1.73	1.86	0.0646	0.37	0	0.62	0.25	0.8877	0.5	0	1.98	1.24	0.5	0.12	0.386	0.12	0.25	-0.0573	1.36	1.24	0.87	1.61	0.25	2.1	0.25	0	0.25	2.1	0.25	2.6	0.37	0.62	0.5	0.37	806	2.97	0.25	0.62	0.12	0.99	4.64	0.99	22.72	15.5	2.23	0	0.3819	0.7339	-0.0346	
860	424042	0	0.63	0.2445	1.12	1.75	0.1682	0.38	0	1	0.13	0.8498	0.75	0	0.88	1.5	0.25	0.5	0.4234	0	0.25	-0.0484	0.25	0.63	0.75	2.25	0.13	2.12	0.5	0	0.38	1	0.13	2.87	0.38	1	1.37	0.75	800	2.37	0	0.88	0.25	1.62	5.53	1.25	21.37	12.5	2.87	0	0.4361	0.6244	-0.0027	
870	428940	0	0.25	0.2033	1.75	3.25	0.1536	0.63	0	0.25	0	0.8631	0.25	0.13	1.87	0.38	0.75	0.63	0.4912	0	0.13	-0.1739	0.38	1.75	0.63	3.25	0.5	1.87	0.75	0.38	0.25	3.12	0.25	3	0.38	0.75	0.88	0.5	800	1.75	0	0.75	0.63	1.25	5.23	1.12	23.1	9.12	2.25	0	0.3733	0.6212	0.0384	
880	433838	0	0.25	0.2151	1.6	3.81	0.1902	0.74	0	0.49	0.12	0.8295	0.62	0.12	1.6	1.23	0.62	0.86	0.4742	0.12	0	-0.1113	0	0.99	0.86	2.58	0.62	2.21	0.25	0.12	0.12	1.84	0.25	3.69	0.12	0.74	2.09	0.62	812	2.58	0	1.35	0.37	0.25	5.67	2.09	22.03	8.74	1.47	0	0.3979	0.5894	0.0636	
890	438736	0	0.12	0.209	0.99	3.22	0.1548	0.62	0	1.24	0	0.8375	0.62	0	2.23	1.49	0.62	0.87	0.3764	0.12	0.25	-0.0849	0	1.11	0.62	2.48	0	1.98	0.62	0.12	0.5	0.99	0.12	2.73	0.87	0.75	1.24	0.12	805	3.6	0	1.49	0.75	0.75	5.34	2.23	21.74	9.06	1.11	0	0.4241	0.664	0.0152	
900	443634	0	0.75	0.18	1	4.49	0.0766	0.5	0	0	0	0.8365	1.24	0.25	4.24	1.12	0.37	0.12	0.47	0.37	0.37	-0.1237	0.12	1.49	1.37	2.74	0.37	1.49	0.37	0.12	0.87	2.12	0.12	2.99	0.62	0.37	0.37	0.37	801	1.37	0	0.5	0.25	0.5	4.21	0.87	23.36	10.1	2.24	0	0.3447	0.6614	-0.0757	
910	448532	0	0.25	0.2043	1.24	3.1	0.135	0.75	0	0.87	0	0.8326	0.87	0.12	3.73	1	0.25	0.12	0.446	0.62	0.25	-0.0696	0	1	1.11	1.61	0.12	1.11	0.62	0.12	0.25	2.11	0.37	1.49	0	1.49	1.11	0.75	804	1.36	0	1.36	0.37	1	5.18	1	22	9.45	1.61	0	0.4091	0.6334	0.0183	
920	453430	0	0.12	0.2169	1.36	2.73	0.1735	0.37	0	0.62	0	0.8544	0.5	0.25	3.11	1.24	0.62	0.5	0.3881	0.37	0	-0.1169	0.12	1.36	1.12	2.86	0.12	1.61	0	0.75	0.62	1.36	0.25	1.61	0.25	0.25	1.99	0.62	803	2.61	0	1.12	0.87	0.62	5.31	1.49	22.51	9.96	1.99	0	0.4004	0.6727	0.0083	
930	458328	0	0	0.2299	1.37	3.49	0.1122	0.5	0	0.75	0.12	0.8516	0.62	0.37	2.12	0.87	0.5	0.5	0.4174	0.12	0.25	-0.123	0.25	1.12	0.75	2.99	0.12	3.62	0.25	0.25	0.12	3.62	0.37	2.49	0.12	0.12	1.87	0	801	2.62	0	1.49	0.62	0.75	4.95	1.37	21.41	10.1	2.12	0	0.4357	0.6379	0.0072	
940	463226	0	0	0.2228	1.24	2.49	0.1015	0.37	0	0.12	0	0.8576	1	0.25	1.74	0.37	0.37	0.37	0.4561	0.12	0	-0.1128	0.25	1	1.12	2.86	0.75	2.36	0.87	0.62	0.37	2.11	0	1.49	0.37	0.62	1.37	0.5	802	1.49	0	1	0.5	0.87	4.75	0.87	22.53	11	2.11	0	0.382	0.655	0.0439	
950	468124	0	0.37	0.1576	1.98	4.58	0.0961	6.81	0	0.25	0.37	0.7447	0.99	0	0.25	1.11	0.37	0.12	0.4622	0.12	0.37	-0.2179	0.25	2.35	0.37	3.96	0.12	1.73	0.37	0.25	0.37	1.98	0	3.34	0.37	0.62	1.48	0.25	807	1.11	0	0.37	0	0.37	4.37	0.87	19.27	8.55	1.73	0	0.4586	0.4886	-0.0214	
