# NOAA Paleoclimatology Program - Paleocean Site Data
# y719-101-tab.txt
# Complete Data
# File Created: 18-Jan-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Nicklas G. Pisias
# Core/Site:      Y71-9-101
# Latitude:       6.38.00S	( -6.63333)
# Longitude:      106.57.00W	( -106.95)
# Water Depth(m): 3175
#
# Publications:
#   Pisias, N.G., and A.C. Mix. 1997. Spatial and temporal oceanographic variability
#     of the eastern equatorial Pacific during the late Pleistocene: Evidence from
#     Radiolaria microfossils. Paleoceanography 12(3):381-393.
#------------------
#
# Description & Notes:
#   Eastern Equatorial Pacific Radiolaria Data.
#   Eight Radiolaria-based SST records covering the past 150 KYrBP are dominated
#   by the orbital frequency periods plus a non-orbital 31KYr period. Last Glacial
#   Maximum SST cooling is estimated at 3 to 5 degrees C.
#
# Variables:
#             depth         Depth (cm)
#             yrBP          radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             a.dent%       Antarctissa denticulata percent
#             a.ophir%      Anthocyrtidium ophirense percent
#             antarc.r      Antarctic radiolarian factor assemblage
#             b.aquil%      Botryostrobus aquilonaris percent
#             b.aur/aus%    Botryostrobus auritus/australis group percent
#             bering.r      Bering Sea radiolarian factor assemblage
#             c.bicor%      Cycladophora bicornis percent
#             c.boreal%     Ceratospyris borealis percent
#             c.dav2%       Cycladophora davisiana davisiana percent
#             c.davcor%     Cycladophora davisiana cornutoides percent
#             commun        Communality
#             d.hirun%      Dictyophimus hirundo percent
#             d.prof%       Dictyocoryne profunda percent
#             d.tetra%      Didymocyrtis tetrahalamus percent
#             e.delic%      Echinomma delicatum percent
#             e.fur+eleg%   Euchitonia furcata + Euchitonia elegans percent
#             e.trian%      Euchotonia triangulum percent
#             ebc.r         eastern boundary current radiolarian factor assemblage
#             ecf.lepto%    Echinomma cf leptodermum percent
#             g.angul%      Giraffospyris angulata percent
#             gyrmar.r      gyre margin radiolarian factor assemblage
#             h.aster%      Heliodiscus astericus percent
#             h.entha%      Hexacontium enthacanthum percent
#             h.euclid%     Hymenastrium euclidis percent
#             l.butsch%     Larcopyle butschlii percent
#             l.juno%       Lamprocyclas junonis percent
#             l.minor%      Lithelius minor percent
#             l.nigri%      L. nigriniae percent
#             l.retic%      Liriospyris reticulata percent
#             p.antarc%     Prunopyle antarctica percent
#             p.clau+zan%   Pterocorys clausus and Pterocorys zancleus percent
#             p.corb%       Phormostichoartus corbula percent
#             p.mini%       Pt minithorax percent
#             p.prae+euc%   Pterocanium praetextum and Pterocanium eucolpum percent
#             p.spino%      Polysolenia spinosa percent
#             porod.b%      Porodiscus sp. B percent
#             ptero.sp%     Pterocanium sp. Percent
#             radio         Radiolarians (Count)
#             s.aster%      Stylochlamydium asteriscus percent
#             s.ellip%      Spongurus elliptica percent
#             s.oscul%      Spongopyle osculosa percent
#             s.tetra%      Spongaster tetras percent
#             s.valid%      Stylodictya validispina percent
#             seasdif       August to February SST difference (C)
#             spong.sp%     Spongurus sp.-percent
#             sst           Sea Surface Temperature (C)
#             t.oct+o.ste%  Tetrapyle octacantha and Octopyle stenozona percent
#             t.scaph%      Tholospyris scaphipes percent
#             t.trach2%     Theocorythium trachelium trachelium percent
#             transit.r     Transitional radiolarian factor assemblage
#             tropic.r      Tropical radiolarian factor assemblage
#             wpacif.r      Western Pacific radiolarian factor assemblage
#
# CORE: Y71-9-101
depth	yrBP 	a.dent%	a.ophir%	antarc.r	b.aquil%	b.aur/aus%	bering.r	c.bicor%	c.boreal%	c.dav2%	c.davcor%	commun	d.hirun%	d.prof%	d.tetra%	e.delic%	e.fur+eleg%	e.trian%	ebc.r	ecf.lepto%	g.angul%	gyrmar.r	h.aster%	h.entha%	h.euclid%	l.butsch%	l.juno%	l.minor%	l.nigri%	l.retic%	p.antarc%	p.clau+zan%	p.corb%	p.mini%	p.prae+euc%	p.spino%	porod.b%	ptero.sp%	radio	s.aster%	s.ellip%	s.oscul%	s.tetra%	s.valid%	seasdif	spong.sp%	sst	t.oct+o.ste%	t.scaph%	t.trach2%	transit.r	tropic.r	wpacif.r	
151	57258.4	0	0.5	0.0832	0.25	0.13	0.0108	0.13	0	0.25	0	0.9182	0.13	0.25	11.8	1	1.75	0.25	0.2787	0	1.5	0.1012	0.75	0.25	0.25	0.38	0.25	1.25	0.13	0.38	0.38	2.37	0.13	1	1.37	1.12	0.13	0	800	1.62	0	0	1	0.75	3.11	0.75	24.38	22.3	0.38	0.38	0.2054	0.8733	-0.1354	
156	59965.6	0	0.24	0.1511	0.61	0.24	0.0182	0.37	0	0.85	0.12	0.8915	0	0.24	8.79	0.73	2.44	0.61	0.2332	0	0.85	0.1809	0.12	0.12	0	0.37	0.12	2.44	0.12	1.7	0	1.22	0.37	0.73	1.09	0.73	0	0	819	2.44	0.24	0.98	0.37	1.7	3.37	0.85	22.5	21.4	0.37	0	0.2553	0.8379	-0.1187	
161	62583	0	0.13	0.1274	0	0.13	0.0095	0.25	0	0.75	0	0.8938	0	0.5	12.6	1.75	2.5	0.38	0.2464	0.13	0.88	0.2048	0.5	0	0.38	0.38	0	2.62	0.13	0.63	0.25	1.62	0.38	1.62	1.12	0.88	0.13	0	800	1.75	0.13	0.88	0.63	0.75	3.83	1.12	22.06	18.6	0.13	0.13	0.2775	0.8269	-0.1186	
166	65043.3	0	0.12	0.1088	0.5	0.12	0.0089	0.5	0	1.36	0	0.8686	0	0.12	12.8	2.1	1.48	0.25	0.2035	0	0.99	0.2002	0.37	0.12	0.37	0.37	0	1.85	0.12	0.74	0	1.6	0.12	0.99	1.23	3.21	0.25	0	808	1.85	0	0.87	0.5	1.11	3.69	0.37	21.87	17.2	0.37	0.25	0.2851	0.825	-0.1153	
171	67403.7	0	0	0.0981	0.75	0	0.0554	0.25	0	0.63	0	0.8646	0	0.38	14.6	0.75	2.75	1	0.1796	0	0.75	0.1001	0.75	0.25	0.38	0.63	0.13	0.75	0	1	0.38	1.25	0.63	0.88	0.88	1.5	0	0	800	2.5	0.13	0.25	1	1.87	2.04	0.5	24.55	19.1	0.5	0.13	0.1935	0.8746	-0.0852	
176	69632.6	0	0.12	0.1385	0.62	0.12	-0.0173	0.37	0	0.5	0	0.8862	0	0.12	14.5	0.87	2.73	0.25	0.2192	0.12	1	0.1187	0.25	0.37	0.37	0.37	0.25	2.49	0.12	0.62	0.12	2.49	0	0.75	0.87	1	0	0	803	2.86	0.25	0.5	0.75	1.86	3.62	0.75	23.04	19.1	0.75	0.12	0.2477	0.8577	-0.0873	
181	71826.8	0	0.25	0.1051	0.5	0.25	0.0115	0.13	0	0.38	0.13	0.9018	0.13	0.13	16.5	1.25	2	0.25	0.2604	0	1.37	0.1805	0.5	0.38	0.38	0	0.13	2.37	0	1.12	0	2.37	0.13	0.88	0.63	0.88	0	0	800	1.87	0	0.25	0.88	0.75	3.04	0.75	23.35	19	0.38	0	0.2028	0.8548	-0.1354	
186	74000.2	0	0.62	0.105	0.62	0.37	0.0297	0.25	0	0.99	0	0.8438	0.25	0.37	16.4	0.62	3.21	0.37	0.2182	0.12	0.87	0.1616	0.12	0	0.74	0.5	0	2.47	0.37	0.87	0.12	1.36	0.25	0.87	1.36	1.98	0.37	0	808	1.6	0	0.62	1.11	1.36	2.85	0.5	22.94	16.4	0.37	0.37	0.2301	0.8326	-0.1099	
191	76174	0	0.37	0.1006	0.37	0	-0.0205	0.37	0	0.85	0	0.8676	0.37	0.24	19	1.21	2.43	0.24	0.188	0.24	1.33	0.2025	0.49	0.24	0.24	0.12	0.49	2.43	0.24	0.61	0	1.58	0.37	0.24	1.58	1.94	0	0	821	2.43	0	0.61	0	0.85	3.59	0.73	22.24	16.9	0.12	0.37	0.2507	0.8426	-0.0893	
196	78357	0	1	0.0858	0.5	0.25	0.0232	0.25	0	0.75	0	0.8753	0.12	0.75	18.7	0.75	2.48	0.25	0.2043	0.25	1.61	0.1803	0.25	0.37	0.12	0.25	0	2.11	0	0.87	0.12	0.75	0.12	1.11	1.24	1.24	0.12	0	804	2.23	0.12	0.75	0.25	0.5	2.17	0.12	23.45	18.1	0.12	0	0.182	0.8601	-0.1422	
206	83136.7	0	0.87	0.0972	0.37	0.25	0.0401	0.25	0	0.62	0	0.863	0.12	0.25	23.4	0.99	1.98	0.12	0.2066	0	1.24	0.2137	0.87	0.25	0.5	0	0.12	1.86	0	0.62	0.12	0.87	0.25	0.74	1.73	1.73	0.12	0	806	1.48	0	0.37	0.37	1.86	2.2	0.5	22.92	17.4	0.25	0.25	0.1932	0.8404	-0.1417	
211	85838.8	0	0.25	0.1258	0.75	0.12	0.0517	0.37	0	0.37	0.12	0.8614	0.12	0.62	19.1	0.5	1.61	0.25	0.2638	0	1	0.1966	1	0.12	1	0.12	0.12	2.61	0.12	0.62	0	1	0	1.36	1.74	0.87	0.25	0.12	803	1.24	0	0.75	0.5	1.61	2.47	0.87	23.36	19.3	0.12	0	0.1845	0.8284	-0.1199	
216	88847.2	0	0.25	0.0691	0.25	0.12	-0.0055	0	0	0.49	0	0.9002	0.12	0.37	16.6	1.11	2.1	0.12	0.2204	0.12	2.1	0.1183	0.49	0.37	0.49	0.25	0	0.87	0.25	0.62	0.12	2.22	0	0.74	1.48	1.35	0.12	0	809	1.73	0	0.49	0.87	0.62	1.95	0	24.24	20	0.49	0.25	0.158	0.8808	-0.1791	
221	92117.2	0	0.25	0.0955	0.13	0.13	0.0122	0	0	0.25	0	0.8772	0.25	0.13	16.8	0.63	3.87	0	0.1892	0	1.87	0.2101	0.63	0.25	0.25	0	0.38	2.75	0	0.38	0	0.88	0.13	0.5	1	1.25	0.38	0	800	2	0	0.25	0.38	1.5	2.07	0.13	23.31	22.2	0.25	0	0.1675	0.8635	-0.1197	
226	95729.8	0	0.13	0.1259	0.13	0	0.0084	0	0	0.13	0	0.9017	0	0.13	13.8	1.87	2.37	0	0.2066	0	1.62	0.2751	0.38	0.25	0.25	0	0.13	2.5	0	0.63	0	0.5	0.13	0.75	1.12	1.5	0	0	800	1.37	0	0.5	0.88	0.88	2.27	0.75	22.32	20.8	0.5	0	0.1713	0.8447	-0.1564	
231	99482.2	0	0.36	0.1191	0.24	0	0.0111	0.24	0	1.06	0	0.913	0.36	0.24	13.1	2.13	2.6	0.59	0.1546	0	1.42	0.1898	0.83	0.24	0.59	0.24	0.36	1.77	0	0.47	0	1.18	0.24	0.71	1.06	1.42	0.24	0	845	2.84	0	1.06	0.59	0.83	3.01	0.36	22.79	16.8	0.47	0.36	0.2459	0.8738	-0.1213	
236	103350	0	0.5	0.0949	0.25	0.5	0.0082	0.25	0	0	0	0.8962	0.5	0.38	14.3	1	3.37	0.13	0.2407	0	1	0.0859	0.5	0.25	0	0.13	0.25	1.25	0.25	0.13	0	2	0.5	0.75	1.5	0.88	0.25	0	800	3.5	0	0.13	0.38	1	2.38	0.63	24.75	21.1	0.5	0.25	0.168	0.8831	-0.117	
241	107198	0	0.13	0.0736	0.13	0.13	0.0327	0.13	0	0.38	0	0.91	0.25	0.38	15.5	1.37	3.87	0	0.1634	0	1.62	0.191	1.37	0.38	0.5	0	0	0.88	0	0.88	0	0.5	0.13	0.63	1.87	0.75	0.13	0	800	2.12	0	0.38	0.38	0.88	0.61	0	24.18	18.6	0.38	0.25	0.1205	0.8888	-0.1891	
246	110968	0	0.25	0.0794	0	0.25	0.0175	0.25	0	0.5	0	0.9014	0	0.75	18.3	1.75	2.87	0	0.1721	0	0.88	0.278	0.63	0.5	0.5	0.25	0.13	2.37	0	1.87	0.13	0.13	0	1.12	1	1.12	0.13	0	800	2.12	0.25	0.5	0.25	0.38	2.13	0.38	22.74	20.2	0.13	0.5	0.1785	0.8623	-0.1117	
251	114592	0	0.25	0.0661	0	0	0.0444	0.12	0	0.62	0	0.8825	0.62	0.62	12.7	1.48	4.46	0.12	0.1829	0	1.85	0.2325	0.37	0.5	0.62	0	0	1.23	0.25	0.74	0	0.37	0.25	0.74	1.48	1.48	0.25	0	807	1.36	0	0.37	1.11	1.11	1.53	0.25	23.26	20.3	0.12	0.62	0.1608	0.8591	-0.1571	
256	117696	0	0.5	0.117	0.12	0.25	0.0062	0.25	0	0.5	0	0.9414	0.37	0.5	12.1	1.24	1.87	0.12	0.2104	0	1.37	0.2133	0.5	0.75	0.37	0.12	0.12	2.99	0	1.62	0	0.75	0.12	1.12	1.24	0.75	0.12	0.12	801	2.49	0	0.75	0.87	0.87	2.98	0.25	22.99	22.5	0.37	0.25	0.213	0.8789	-0.1422	
261	120448	0	0	0.1091	0.25	0.13	0.0282	0.5	0	0.63	0	0.8771	0.13	0.75	12.6	0.63	5.37	0.13	0.1432	0	1.12	0.1581	0.88	0.75	0.38	0.25	0.25	1.87	0.13	0.5	0	0.38	0.38	0.75	1.25	1.25	0.25	0	800	3.62	0	0.88	0.38	1.5	2.22	0.25	23.93	19.5	0.25	0.38	0.1927	0.8814	-0.0701	
266	122583	0	0.12	0.0918	0	0.12	0.0386	0.12	0	0.37	0	0.8746	0.12	0.37	16.6	1.61	3.73	0	0.1711	0	0.37	0.2489	1.86	0.12	1.24	0.12	0	2.98	0	0.25	0.12	0.5	0.12	0.62	1	2.36	0.5	0	803	1.99	0	0.12	0.62	0.62	2.22	0.5	23.19	23.2	0.25	0.12	0.1932	0.8569	-0.0432	
271	124411	0	0.25	0.1078	0.5	0.25	0.0034	0.25	0	0.75	0	0.929	0.25	0.37	12.4	1.37	3.62	0.5	0.231	0	1.74	0.2343	1	0.25	0.37	0	0.12	2.74	0	1.12	0	1	0.37	2.12	1.12	0.62	0.12	0	801	1.87	0	0.87	0.5	0.87	2.93	0.25	22.54	25.5	0.12	0.37	0.2019	0.8571	-0.1834	
276	125935	0	0.37	0.08	0	0.37	0.0038	0.12	0	0	0	0.9245	0.25	0.99	11.6	0.99	3.59	0.37	0.2124	0.12	0.99	0.1758	0.74	0.62	0.5	0	0.12	2.48	0	1.36	0.12	0.74	0	1.36	1.36	0.5	0.12	0	806	2.85	0	0	0.37	0.62	1.99	0	24.28	24.4	0.37	0	0.1397	0.8963	-0.1385	
281	127500	0	0.87	0.0803	0.25	0.5	0.0514	0.12	0	0.62	0	0.9018	0.37	0.12	11.2	0.5	2.74	0.12	0.2532	0	1.12	0.1806	0.37	0.62	0.62	0.37	0	2.87	0	0.87	0.12	0.25	0.25	1.87	1.87	1	0.37	0	801	2.12	0	0.12	0.5	1	2.72	0.5	23.8	21.8	0	0.25	0.1978	0.8602	-0.1302	
286	129248	0	0.25	0.0955	0.5	0.37	0.0032	0.5	0	0.12	0	0.8865	0.5	0.5	14.8	0.5	3.12	0.12	0.1854	0	0.5	0.1733	0.62	0.5	0.87	0.25	0.25	2.24	0	1.24	0.12	1	0.37	0.25	1.12	1.24	0.12	0	801	2.49	0	0.87	0.87	0.37	2.54	0.25	24.03	19.9	0	0.5	0.1674	0.8846	-0.0485	
291	131191	0	0.25	0.1101	0.5	0.5	0.013	0.12	0	1.12	0	0.9151	0.25	0.37	13.4	2.24	3.11	0	0.1833	0	1.24	0.2171	1	0.5	0.62	0.5	0.25	2.24	0	1.12	0	0.5	0.12	1	1	1	0	0	803	1.99	0.12	0.37	0.87	1.24	2.96	0.5	22.37	19.3	0.62	0.25	0.2401	0.8592	-0.1619	
296	133409	0	0.88	0.1388	0.25	0.13	0.0186	0.25	0	0.88	0	0.9127	0.13	0.25	13.3	1.5	2.75	0.25	0.1911	0	1.5	0.2389	1.12	0.63	0.13	0	0.13	3.75	0.13	0.63	0	0.75	0.63	1.12	1.12	1.37	0.13	0	800	2.12	0.13	0.75	0.75	2	3.31	0.75	21.96	21.3	0.38	0.25	0.2629	0.8454	-0.1255	
306	138382	0	0.63	0.114	0.63	0.63	0.0561	0.13	0	0.75	0	0.9331	0.5	0.13	10.1	1.25	1.87	0.13	0.2894	0	0.88	0.225	1.12	0.63	0.38	0.13	0	2.62	0	0.75	0	0.5	0.5	1.37	1	1.62	0.5	0	800	1.62	0	0.25	0	0.88	3.57	0.63	23.09	26.5	0.38	0.25	0.2382	0.8433	-0.121	
311	140938	0	0.5	0.1068	0.25	0.37	-0.0116	0.12	0	0.87	0.12	0.9387	0.62	0.37	7.23	1.37	2.11	0	0.2343	0	0.87	0.1523	1	1	0.5	0.25	0.12	1.74	0.25	0.75	0.12	0.87	0.25	1.49	2.24	1.37	0.12	0	802	2.36	0	0.37	0.12	1.37	3.51	0.25	22.97	24.1	0.62	0.37	0.2488	0.8704	-0.172	
316	143372	0	1	0.0778	0	0.25	0.001	0.25	0	0.75	0	0.9084	0.5	0.13	8.25	1.12	1.5	0.38	0.2926	0	1.5	0.1743	0.25	1	0.25	0.25	0	1.62	0.75	1.5	0.13	1.25	0.13	2.12	1.25	1.62	0.25	0.13	800	1.37	0.13	0.88	0.5	0.88	3.73	0.13	23.01	24.6	0	0.25	0.2367	0.8396	-0.1595	
321	145691	0	0.37	0.1212	0.49	0	0.0091	0.25	0	1.23	0	0.8972	0	0.25	7.88	2.09	2.95	0.25	0.2793	0	0.74	0.2233	0.49	0.62	0.74	0.25	0.12	2.95	0.25	1.72	0.25	0.99	0.49	2.21	0.86	0.49	0.37	0	812	0.99	0	0.37	0.62	2.46	4.6	0.86	20.9	23.1	0.12	0	0.3287	0.7818	-0.188	
326	147854	0	0.62	0.1129	0.5	0.12	-0.017	0.37	0	0.75	0	0.8919	0.37	0.37	6.6	1.62	2.74	0.12	0.2615	0.12	0.12	0.1464	1.24	1.62	0.5	0.37	0.25	1.49	0.12	0.75	0.12	0.62	0.12	1.74	1.49	1.12	0	0	802	1.24	0	0.62	0.75	1	3.56	0.37	22.68	24.9	0.5	0	0.2466	0.8377	-0.1632	
331	150043	0	0.63	0.1338	0.75	0.38	-0.0159	0.5	0	0.25	0	0.9279	0.25	0.13	4.25	1.75	1.75	0.13	0.2622	0	0.63	0.0841	0.63	1.5	0.75	0.63	0	1.75	0	1	0.25	0.88	0.38	2.37	0.88	0.63	0.25	0.13	800	2.5	0	0.75	0.75	0.75	3.63	0.25	23.21	20.7	0.5	0	0.2697	0.8567	-0.1653	
336	152337	0	0.37	0.1397	0.37	0.37	-0.0014	0.5	0	0.75	0	0.8985	0.37	0.25	6.47	0.75	2.49	0.25	0.3099	0	1	0.2088	0.62	0.5	0.25	0	0	3.23	0.12	0.87	0.12	1.12	0.25	2.98	0.87	1.24	0.12	0	803	1.24	0.12	0.62	0.37	1.61	3.98	1	22.16	24	0.25	0	0.259	0.8072	-0.1433	
341	154769	0	0.75	0.1412	0.5	0.5	-0.0042	0.37	0	0.37	0.12	0.8959	0.5	0.5	6.73	1.24	1.49	0.25	0.2936	0	0.62	0.0775	0.75	0.62	0.37	0.75	0	1.24	0.37	0	0	1.49	0.25	2.49	0.87	0.87	0	0	802	1.87	0.12	0.87	0.37	1.62	3.45	0.5	23.46	20.1	0.62	0	0.2479	0.8371	-0.1469	
346	157405	0	0.25	0.1383	0.25	0.12	-0.0121	0.12	0	0.37	0	0.912	0.25	0.12	7.24	0.62	2.49	0	0.2626	0.25	0.87	0.1216	1	0.25	0.12	0.25	0	2.62	0.37	0.5	0.12	1.87	0.25	1.74	1.37	1.12	0.12	0	801	2.49	0	0.62	1.12	1.12	3.6	0.87	23.39	22.5	0.25	0	0.2369	0.8611	-0.1062	
356	162978	0	0.75	0.1342	0.5	0.25	0.0052	0.12	0	0.25	0	0.8919	0.25	0.5	5.49	1.99	1.74	0.37	0.2949	0.12	1.99	0.1343	1	1.12	0.25	0.62	0.25	1.87	0.37	0.37	0.25	1.37	0.37	1.99	0.87	1.87	0.25	0.12	801	1.37	0	0.75	0.25	1	4.16	1.87	22.51	19.7	0	0.5	0.2961	0.8165	-0.1203	
361	165584	0	0.12	0.1825	0.62	0.37	-0.0272	0.49	0	0.37	0	0.9239	0.37	0.49	4.3	1.23	1.59	0	0.3084	0.25	0.49	0.1311	0.25	0.86	0.37	0.25	0.12	3.81	0.25	0.74	0.12	1.72	0.37	1.35	0.86	0.74	0.37	0	813	1.96	0	0.62	1.1	1.1	4.64	1.59	21.95	22.5	0.74	0.25	0.3313	0.812	-0.0921	
366	167746	0	1.63	0.108	0.7	0	0.0467	0.12	0	0	0	0.9245	0.12	0.23	6.07	0.93	1.63	0.47	0.3299	0	2.57	0.0928	0.7	0.82	0.23	0.23	0	1.28	0.23	0.47	0.23	1.16	0.23	1.98	2.33	1.16	0.35	0	856	1.28	0	0.35	0.47	0.82	2.67	0.58	24.92	26	0.35	0	0.1741	0.8488	-0.2057	
386	182002	0	0.88	0.1527	0.75	0.25	0.0027	0.25	0	0.25	0	0.9268	0.13	0	4.37	1.37	3.12	0.38	0.3431	0	1.37	0.1581	1.25	1	0.38	0.63	0.13	3.12	0	1	0	1.25	0.25	1	1.25	0.63	0.25	0.13	800	0.5	0	0.5	0.13	0.75	4.27	0.63	22.43	23.5	0.88	0	0.2743	0.8021	-0.2053	
396	184875	0	0.5	0.1581	0.63	0.38	0.0038	0.25	0	0.13	0	0.8885	0.38	0.13	3.25	0.88	2	0	0.3472	0	1.5	0.173	0.13	0.25	0.5	0.5	0.63	3.37	0.63	0.63	0.13	1	0.13	0.75	2.12	1.62	0.38	0	800	1	0	0.38	0.13	2.12	4.37	1	22.07	27.5	0.25	0	0.3012	0.7793	-0.1227	
406	186827	0	0	0.1922	0.12	0.12	0.0662	0.37	0	1	0	0.8945	0.25	0.5	2.24	0.62	2.99	0.12	0.3063	0.12	1.62	0.2095	0.5	0.12	1	0.12	0.25	3.37	0.12	0.62	0	0.62	0.12	0.62	1.24	1.12	0.62	0	801	1.37	0	0.87	0.37	1.37	3.97	1.24	22.02	24.5	0.62	0.12	0.3051	0.7859	-0.0687	
411	187869	0	1	0.1992	0.62	1	0.0305	0.12	0	0.87	0	0.8803	0.25	0.87	1.62	1.37	3.74	0.5	0.2728	0.12	0.87	0.1167	1.24	0.75	0.5	0.25	0.25	2.86	0.37	0.37	0.37	1	0.5	0.62	1.37	0.75	0.5	0.12	802	1.49	0.12	0.75	0.75	1.99	4.24	1.37	21.52	20	0.87	0.37	0.3513	0.7832	-0.1217	
416	188912	0	0.37	0.1595	0.5	0.5	0.0418	0.25	0	0.5	0.12	0.9261	0.37	0.25	2.86	3.23	1.61	0	0.2926	0.25	1.24	0.1791	1.24	0.5	0.75	0.75	0.12	3.48	0.25	0.37	0.37	0.87	0.37	1.61	1.74	1.74	0.12	0.25	804	1.36	0	0.12	0.75	1.61	5.01	0.75	21.22	21.8	0.5	0.37	0.3853	0.7866	-0.1187	
421	189954	0	0.5	0.0892	1	0.25	-0.0344	0.63	0	1.62	0.13	0.9066	0.25	0.75	2.62	2.87	2.12	0	0.2247	0	1.75	0.1648	0.75	0.5	0.88	0.63	0.13	3.37	0.13	0.88	0	1.12	0.25	0.88	2.25	1.25	0.25	0	800	2	0	0.25	0.25	0	4.82	0.13	21.05	17.6	0.25	0.13	0.3577	0.8116	-0.1823	
426	190997	0	0	0.1385	0.41	0.41	0.0017	0	0	0.27	0	0.9265	0.68	0.27	2.58	1.9	0.95	0.14	0.3046	0	1.9	0.2635	0.68	0.14	0.27	0.14	0.27	2.44	0.14	0.68	0	0.68	0.41	1.49	1.35	1.35	0.68	0	736	0.68	0	0.68	0.14	0.95	4.42	0.14	21.21	24.7	0.14	0.27	0.278	0.7936	-0.1951	
431	192039	0	0.37	0.1399	0.37	0.12	-0.001	0.12	0	0.98	0	0.9041	0.25	0.86	2.82	2.33	3.19	0.12	0.2033	0.12	1.47	0.2034	1.1	0.37	0.74	0.12	0.12	2.45	0.12	0.49	0	0.61	0.37	0.86	1.47	1.1	0.37	0	814	1.1	0	0.25	1.35	1.47	3.57	0.25	21.35	21.9	0.98	0.12	0.2879	0.8234	-0.2026	
436	193081	0	0.87	0.1402	0.87	0.74	-0.0025	0	0	0.87	0	0.9085	0.37	0.62	3.47	1.61	2.1	0.25	0.2693	0	1.24	0.1513	0.62	0.5	0	0.37	0.12	2.48	0.62	0.37	0	1.24	0	1.11	1.73	1.86	0	0	806	1.98	0.37	0.37	0.5	1.24	4	0.74	22.48	19.8	0.62	0.25	0.2826	0.8345	-0.1304	
441	194124	0	0.62	0.133	0.74	0.62	-0.0006	0.74	0	0.99	0.12	0.8809	0.12	0.87	2.59	3.34	3.09	0.37	0.2163	0	0.74	0.1162	0.5	0.62	0.74	0.12	0.12	3.21	0.25	0.62	0.25	1.48	0.5	2.1	1.98	0.62	0.25	0	808	4.08	0	0.12	0.62	1.85	4.71	0.99	21.13	13.8	0.12	0.37	0.3858	0.7973	-0.1356	
446	195166	0	0.73	0.1468	0.73	0.61	0.0129	0	0	0.37	0.12	0.9166	0.49	0.12	3.05	2.44	2.56	0.12	0.2771	0.24	1.22	0.1051	0.37	1.09	0.73	0.24	0	1.58	0.24	0.98	0.24	1.22	0.12	2.07	1.58	1.7	0.12	0	819	2.93	0	0.49	0.37	1.22	3.66	0.85	22.99	19.1	0.49	0.24	0.2785	0.8378	-0.1661	
456	197200	0	0.88	0.1057	0.13	0.38	0.0131	0.38	0	0.75	0.13	0.9078	0.38	0.25	3.62	0.75	3.25	0.25	0.2882	0.13	2.5	0.0957	0.75	0.88	0.38	0.25	0.25	1.5	0.38	1.37	0.13	1.12	0.5	1.87	2.37	1.62	0.38	0	800	1.37	0	0.25	0.5	1.12	3.21	0.88	23.42	21	0.63	0.38	0.2462	0.8365	-0.2096	
461	198200	0	0.62	0.1463	0.12	0.25	0.0515	0	0	0.87	0.12	0.9233	0.25	0.37	3.34	1.85	2.72	0.12	0.2599	0	2.35	0.2588	0.5	0.62	0.37	0	0	2.35	0.12	0.62	0.25	0.12	0.25	1.85	1.98	1.36	0.12	0	808	1.36	0.12	0.99	0.62	0.74	3.37	0.5	21.84	24.2	0.5	0.62	0.2428	0.8181	-0.191	
466	199200	0	0.5	0.1009	0.5	0.87	-0.0523	0.25	0	0.99	0	0.9429	0.5	0.12	3.34	1.61	1.23	0.25	0.2362	0	2.23	0.1335	0.74	1.11	0.25	0.37	0.12	2.23	0	0.74	0.12	1.23	0.12	1.11	2.47	1.48	0.12	0	807	1.85	0.12	0.37	0.12	0.5	4.18	0.12	22.14	18.4	0.5	0.62	0.2944	0.8528	-0.2059	
471	200200	0	0.25	0.1864	0.37	0.99	0.038	0.37	0	0.99	0	0.8881	0.74	0.62	2.85	1.86	2.97	1.11	0.2788	0	0.5	0.1847	1.48	0.37	0.25	0.25	0.12	3.22	0.5	0.99	0	0.62	0.12	1.86	1.11	0.12	0.25	0	806	1.98	0	1.11	0.62	1.61	4.08	1.36	21.53	19.4	0.37	0.12	0.3182	0.7888	-0.1288	
476	201200	0	0.37	0.1141	0.5	0	0.0833	0.37	0	1.36	0.12	0.9153	0.25	0.37	3.47	1.86	2.6	0.25	0.3285	0	1.11	0.1602	0.74	0.12	0.5	0.37	0	1.11	0.62	0.87	0.12	0.87	0.25	1.98	1.73	1.24	0.37	0.12	806	1.86	0	0.5	0.12	0.62	4.35	0.87	23.07	20.2	0.25	0.37	0.2926	0.8103	-0.1398	
481	202200	0	0.5	0.1183	1	0.63	0.0486	0.63	0	0.75	0.13	0.8679	0.25	1	4	1.25	2.62	0.5	0.3347	0.13	1.37	0.0749	0.38	0.38	0.25	1.12	0	2	0.38	0.38	0	1.25	0	3.12	0.63	1.75	0.13	0.13	800	1.62	0	0	0.13	1	3.87	0.13	23.49	18.7	1.37	0	0.2786	0.7994	-0.1314	
