# NOAA Paleoclimatology Program - Paleocean Site Data
# v19-29p-tab.txt
# Complete Data
# File Created: 18-Jan-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Nicklas G. Pisias
# Core/Site:      V19-29
# Latitude:       3.34.00S	( -3.56667)
# Longitude:      83.13.00W	( -83.21667)
# Water Depth(m): 3157
#
# Publications:
#   Pisias, N.G., and A.C. Mix. 1997. Spatial and temporal oceanographic variability
#     of the eastern equatorial Pacific during the late Pleistocene: Evidence from
#     Radiolaria microfossils. Paleoceanography 12(3):381-393.
#------------------
#
# Description & Notes:
#   Eastern Equatorial Pacific Radiolaria Data.
#   Eight Radiolaria-based SST records covering the past 150 KYrBP are dominated
#   by the orbital frequency periods plus a non-orbital 31KYr period. Last Glacial
#   Maximum SST cooling is estimated at 3 to 5 degrees C.
#
# Variables:
#             depth         Depth (cm)
#             yrBP          radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             a.dent%       Antarctissa denticulata percent
#             a.ophir%      Anthocyrtidium ophirense percent
#             antarc.r      Antarctic radiolarian factor assemblage
#             b.aquil%      Botryostrobus aquilonaris percent
#             b.aur/aus%    Botryostrobus auritus/australis group percent
#             bering.r      Bering Sea radiolarian factor assemblage
#             c.bicor%      Cycladophora bicornis percent
#             c.boreal%     Ceratospyris borealis percent
#             c.dav2%       Cycladophora davisiana davisiana percent
#             c.davcor%     Cycladophora davisiana cornutoides percent
#             commun        Communality
#             d.hirun%      Dictyophimus hirundo percent
#             d.prof%       Dictyocoryne profunda percent
#             d.tetra%      Didymocyrtis tetrahalamus percent
#             e.delic%      Echinomma delicatum percent
#             e.fur+eleg%   Euchitonia furcata + Euchitonia elegans percent
#             e.trian%      Euchotonia triangulum percent
#             ebc.r         eastern boundary current radiolarian factor assemblage
#             ecf.lepto%    Echinomma cf leptodermum percent
#             g.angul%      Giraffospyris angulata percent
#             gyrmar.r      gyre margin radiolarian factor assemblage
#             h.aster%      Heliodiscus astericus percent
#             h.entha%      Hexacontium enthacanthum percent
#             h.euclid%     Hymenastrium euclidis percent
#             l.butsch%     Larcopyle butschlii percent
#             l.juno%       Lamprocyclas junonis percent
#             l.minor%      Lithelius minor percent
#             l.nigri%      L. nigriniae percent
#             l.retic%      Liriospyris reticulata percent
#             p.antarc%     Prunopyle antarctica percent
#             p.clau+zan%   Pterocorys clausus and Pterocorys zancleus percent
#             p.corb%       Phormostichoartus corbula percent
#             p.mini%       Pt minithorax percent
#             p.prae+euc%   Pterocanium praetextum and Pterocanium eucolpum percent
#             p.spino%      Polysolenia spinosa percent
#             porod.b%      Porodiscus sp. B percent
#             ptero.sp%     Pterocanium sp. Percent
#             radio         Radiolarians (Count)
#             s.aster%      Stylochlamydium asteriscus percent
#             s.ellip%      Spongurus elliptica percent
#             s.oscul%      Spongopyle osculosa percent
#             s.tetra%      Spongaster tetras percent
#             s.valid%      Stylodictya validispina percent
#             seasdif       August to February SST difference (C)
#             spong.sp%     Spongurus sp.-percent
#             sst           Sea Surface Temperature (C)
#             t.oct+o.ste%  Tetrapyle octacantha and Octopyle stenozona percent
#             t.scaph%      Tholospyris scaphipes percent
#             t.trach2%     Theocorythium trachelium trachelium percent
#             transit.r     Transitional radiolarian factor assemblage
#             tropic.r      Tropical radiolarian factor assemblage
#             wpacif.r      Western Pacific radiolarian factor assemblage
#
# CORE: V19-29
depth	yrBP 	a.dent%	a.ophir%	antarc.r	b.aquil%	b.aur/aus%	bering.r	c.bicor%	c.boreal%	c.dav2%	c.davcor%	commun	d.hirun%	d.prof%	d.tetra%	e.delic%	e.fur+eleg%	e.trian%	ebc.r	ecf.lepto%	g.angul%	gyrmar.r	h.aster%	h.entha%	h.euclid%	l.butsch%	l.juno%	l.minor%	l.nigri%	l.retic%	p.antarc%	p.clau+zan%	p.corb%	p.mini%	p.prae+euc%	p.spino%	porod.b%	ptero.sp%	radio	s.aster%	s.ellip%	s.oscul%	s.tetra%	s.valid%	seasdif	spong.sp%	sst	t.oct+o.ste%	t.scaph%	t.trach2%	transit.r	tropic.r	wpacif.r	
400	46676.1	0	0.25	0.2052	0.37	3.37	0.1729	0.37	0	1.12	0	0.7866	0.87	0	0.5	1.24	0.25	0.5	0.4712	0.87	0	-0.2174	0	1.24	1	4.11	0.37	1.37	1.37	0	0.62	1	0.25	3.49	1.12	0	1.49	1	801	0.75	0	0.62	0.12	1.37	5.6	1.62	17.08	2.24	1.49	0	0.5416	0.3893	-0.0193	
410	48178.4	0	0.32	0.1678	0.49	3.24	0.1972	0.32	0	0.81	0	0.758	0.81	0	0.65	2.11	0.16	0.81	0.4465	1.13	0	-0.1452	0	2.27	0.81	3.4	0.49	1.94	2.11	0	0.97	0.65	0.32	4.87	0.16	0.16	3.08	0.49	616	0.97	0	0.81	0	1.13	6.19	1.62	16.09	2.43	0	0	0.5715	0.3722	0.0728	
420	49742.1	0	0.64	0.1899	0	6.07	0.2086	0.16	0	0.8	0	0.7144	1.11	0.16	0.32	1.75	0.32	0.32	0.5017	0.16	0	-0.1387	0.16	1.27	0.32	2.87	0.64	1.43	1.27	0	0.48	0.8	0.16	3.83	0.48	0	2.55	1.91	626	0.32	0	0.32	0	2.23	6.58	1.91	16.95	2.71	1.43	0	0.5008	0.3345	-0.035	
430	51048.1	0	0.25	0.1723	0.63	5.5	0.2212	0.38	0	0.38	0.13	0.6939	0.88	0	0.5	1.12	0.13	0.38	0.5569	1	0	-0.1937	0.13	2.5	1.5	1.87	0.38	0.88	2.75	0.13	0.25	0.5	0.13	3.87	0.5	0	1.62	1.25	800	0.25	0	0.13	0	0.63	6.66	2.37	17.93	1.62	1.75	0	0.4116	0.3133	-0.0006	
440	52164	0	0.13	0.2009	0.25	5.75	0.2225	0.13	0	0.38	0	0.7096	0.38	0	1	1.5	0.13	0.63	0.5399	0.88	0	-0.1408	0	0.25	0.63	2.5	0.5	1.5	2	0	0.63	1.37	0.38	5	0.38	0	1.87	1.87	800	0.25	0	0	0	1.75	6.87	2.62	17.04	1.62	2	0	0.4683	0.2984	-0.0077	
450	53275.3	0	0.12	0.2111	0	3.2	0.1923	0.49	0	0.25	0	0.7366	0.49	0	0.62	2.34	0.12	0.37	0.4856	0.49	0	-0.0571	0	1.48	0.74	2.22	0.62	3.7	1.97	0	0.25	0.62	0.62	4.44	1.35	0	1.35	0.99	810	0.62	0	0.37	0	1.85	6.08	1.48	16.56	1.72	0.99	0	0.5447	0.3445	0.0236	
460	54407.3	0	0	0.2039	0.37	0.62	0.2341	0.12	0	0.62	0	0.755	0.87	0	0.74	3.71	0.25	0.25	0.5292	1.11	0	-0.0332	0	1.23	1.48	1.61	0.5	1.61	1.85	0	0.74	0.62	0.37	3.96	0.12	0	1.48	1.48	807	0	0	0	0.25	0.87	7.2	2.97	16.22	1.61	1.48	0	0.546	0.2809	0.0193	
470	55565.4	0	0.25	0.2228	0.38	2.37	0.2579	0.75	0	0.13	0	0.676	0.5	0.13	0.88	2.5	0.25	1.25	0.455	0.88	0	-0.1085	0	0.88	0.88	3.25	1	1.87	2.5	0	1.37	0.13	0	2.87	1.25	0	1.37	0.63	800	0.13	0	0.25	0	1.75	6.85	1.87	14.74	0.88	2	0	0.5171	0.269	0.0367	
480	56867.3	0	0.49	0.224	1.1	3.2	0.2239	0	0	0.25	0	0.7341	1.1	0	1.23	2.46	0.74	1.1	0.5339	1.35	0	-0.0534	0	0.62	1.1	1.35	0.86	1.72	2.58	0.12	0.86	0.74	0	4.19	0.62	0	0.74	1.1	811	0.49	0	0.25	0	1.35	6.79	1.6	18.87	2.21	1.72	0	0.4444	0.385	-0.0149	
490	58265	0	0	0.199	0.5	4.87	0.2423	0.38	0	0.38	0	0.6711	0.63	0	2.37	1.62	0	0.5	0.4555	0.63	0	-0.1098	0	1.62	0.88	3.37	0.38	2.25	1.75	0.25	0.25	0.5	0.38	5	0.25	0	1.25	1.75	800	1	0	0.5	0	2	6.23	1.87	16.73	1	1.12	0	0.4718	0.3557	0.0649	
500	59707.5	0	0.75	0.2185	0.12	4.11	0.1579	0.5	0	0.75	0	0.7071	0.75	0	0.87	2.99	0.37	0.5	0.4449	1.37	0	-0.0665	0	1.24	1.12	1.74	0.62	2.24	2.62	0.25	1.62	0.37	0.25	5.11	0.37	0.12	1.37	1.49	801	0.87	0	0.25	0	1.87	5.58	2.37	16.5	2.37	1.99	0	0.5397	0.3747	-0.0201	
510	61705	0	0	0.2617	0.37	1.87	0.2412	0.25	0	0.87	0	0.7847	1	0	0.62	1.99	0.37	1.62	0.5266	1.37	0	0.0768	0.25	1	1.24	0	0.37	2.61	1.99	0	0.75	0.5	0.25	5.23	0.37	0.12	1.12	0.62	802	0.37	0	1.12	0	1.74	6.54	1.74	18.25	3.36	1	0	0.4854	0.3714	0.0363	
520	64090	0	0	0.2127	0.37	3.83	0.237	0.5	0	1.48	0	0.7962	0.5	0	1.36	2.1	0.12	0.74	0.5076	0.87	0	-0.0643	0	1.73	1.11	2.22	0.25	2.22	1.98	0.12	1.11	0.5	0.12	3.21	0.5	0	2.1	0.62	808	0.25	0	0.5	0	1.6	7.15	2.84	16.95	2.72	1.48	0	0.557	0.3498	0.0217	
530	66103.8	0	0.37	0.1538	0.75	5.11	0.1668	1	0	0.62	0	0.7307	1.49	0	0.62	0.75	0.12	0.75	0.5465	1.24	0	-0.1645	0.12	3.62	0.75	1.74	0.5	1.62	2.24	0.12	1	1	0.25	3.12	0.37	0	0.12	1.12	801	0.25	0	0.12	0	0.87	5.6	0.75	17.22	1.99	0.75	0	0.4955	0.3239	0.0562	
540	67629.4	0	0.24	0.1866	0.24	4.16	0.225	0.12	0	0.73	0.24	0.7611	0.98	0	1.22	2.57	0.12	1.71	0.4799	0.98	0	-0.1283	0	2.44	0.61	2.2	0.12	1.59	2.2	0	0.73	1.22	0.12	1.1	0.73	0	2.44	1.46	817	0.24	0	0.37	0	1.1	6.77	1.95	17.22	2.93	1.34	0	0.5332	0.3802	0.0046	
550	68830	0	0	0.1983	0.25	4.24	0.2337	0.87	0	0.62	0	0.8017	0.62	0	1.12	1.87	0.25	1.62	0.4819	1.62	0	-0.1175	0	1.74	0.87	1.74	0.62	1.74	1.99	0.12	0.87	0.75	0.12	1.87	0.75	0	1.62	0.37	801	0.87	0	0.25	0	1.49	6.73	1.24	17.93	3.37	1.24	0	0.5291	0.4201	0.0729	
560	69851.1	0	0.15	0.2097	0.15	3.56	0.2863	0.74	0	1.63	0.15	0.8017	1.33	0	1.03	1.78	0.59	0.59	0.4457	1.18	0	-0.0836	0.15	0.89	0.59	1.63	0.15	2.07	1.78	0	0.74	0.59	0.3	1.92	0.59	0	1.18	0.74	674	0.89	0	0.15	0	2.37	7.69	1.92	15.44	1.33	1.03	0	0.5911	0.3383	0.079	
570	70820	0	0.37	0.1701	0.12	2.48	0.1485	0.62	0	0.75	0.12	0.763	0.99	0	0.62	1.98	0.25	0.37	0.5605	1.98	0.12	-0.1026	0.12	2.48	0.5	1.11	0.37	1.98	2.98	0	1.36	1.61	0.12	4.96	0.62	0	0.25	1.11	805	0	0	0	0	0.87	6.1	0.62	17.12	1.98	1.61	0	0.5444	0.3003	-0.028	
580	71856.4	0	0.23	0.25	0.47	2.8	0.2399	0.23	0	0.47	0.23	0.7407	1.28	0	0.58	1.98	0.35	1.86	0.4685	1.51	0	-0.1337	0.12	0.82	0.35	2.21	0.35	1.51	2.45	0	0.93	0.82	0.35	1.75	0.93	0	1.05	1.05	857	0.23	0	0.35	0	1.98	6.73	2.8	15.57	1.51	2.1	0	0.5362	0.3093	0.0061	
590	72899.7	0	0.23	0.2571	1.85	4.17	0.2576	0.93	0	0.93	0	0.6502	0.23	0	1.39	2.08	0.46	0.93	0.432	0.46	0	-0.0773	0	0.46	0.7	1.62	0.93	2.55	1.16	0	0.7	0.7	0	2.78	1.39	0	1.16	0.93	431	0.23	0	0.7	0	3.48	6.97	2.08	13.96	0.23	2.32	0	0.5172	0.2395	-0.0162	
600	73910	0	0.16	0.2174	0.79	2.52	0.2025	1.1	0	0.47	0.32	0.8072	0.47	0	0.95	1.26	0.16	0.95	0.4921	0.79	0	-0.177	0	1.57	0.95	1.73	0.79	1.41	1.73	0.32	2.05	1.73	0.16	2.52	0.47	0	1.57	1.1	634	0.63	0	1.1	0	0.79	6.21	1.41	16.76	1.89	0.95	0	0.5557	0.367	0.0431	
610	74904.2	0	0.25	0.1602	0.25	2.37	0.2062	0.87	0	0.5	0	0.749	1	0.12	2.12	2.37	0	1.24	0.4986	1	0	-0.1412	0	1.62	0.75	2.74	0.25	1.37	1.87	0	0.62	1.74	0.25	4.24	0.25	0	0.75	1.74	801	0.5	0	0.12	0	1.49	6.38	0.87	17.35	1.74	1.12	0	0.5212	0.3729	0.04	
620	75889.2	0	0.38	0.209	0.63	3.12	0.1969	0.5	0	1.5	0	0.7504	0.5	0	2.5	3.12	0	2.5	0.4349	0.88	0	-0.0614	0.13	1.37	1.25	2.62	0.13	1.87	1.5	0	1.25	0.75	0.25	2.75	0.25	0	0.88	0.75	800	0.75	0	0.38	0	1.37	6.1	1.62	17.83	3.62	2.62	0	0.5241	0.4477	-0.0013	
630	76859.2	0	0	0.152	0.38	2	0.235	0.38	0	1.25	0.13	0.7804	0.63	0	2	1.25	0	0.88	0.5044	0.25	0.25	-0.1163	0	2.25	0.38	2.5	0.88	1.37	1.75	0	1	0.63	0.13	3.25	0.5	0	3	1.12	800	0.13	0	0.13	0	1.62	7.33	1	18.31	3.37	1.5	0	0.5185	0.4061	-0.0186	
640	77834.7	0	0.25	0.1647	0.37	2.11	0.1175	1.24	0	1.86	0.25	0.8032	0.25	0	2.11	1.86	0.25	0.37	0.4916	0.87	0	-0.1349	0.12	1.86	0.5	2.36	0.5	2.23	1.61	0.12	1.49	2.48	0.5	2.6	0.99	0	0.37	1.11	805	0.12	0	0.12	0	0.5	5.56	1.73	16.44	1.49	1.86	0	0.6136	0.3517	-0.0474	
650	79099.2	0	0.36	0.1592	0.85	1.21	0.1007	1.09	0	1.57	0.12	0.7286	0.36	0	4.96	3.87	0.24	0.48	0.4399	1.57	0	-0.0159	0.12	0.85	0.48	2.06	0.61	2.42	3.03	0	0.73	2.18	0.48	2.3	0.85	0.36	0.12	1.21	825	0	0	0	0	1.57	5.55	1.57	16.29	1.45	1.33	0	0.5977	0.3735	-0.051	
660	81015.5	0	0	0.1823	0	0.62	0.0967	0.37	0	1	0.25	0.8088	0.5	0	8.22	5.86	0.12	0.12	0.3845	0.5	0	0.1771	0.12	0.75	1	1.74	0.62	4.36	1.12	0	0.62	0.87	0.37	1.74	1.12	0.25	0	0.12	802	0.37	0	0.12	0.12	1.74	5.52	1.99	18.04	5.73	1	0	0.5449	0.5363	-0.0498	
670	83302.7	0	0	0.261	0	0.53	0.1119	0	0	1.58	0	0.776	0	0	4.23	4.76	0	0.53	0.3629	1.05	0	0.2574	0	0.53	1.05	0.53	0.53	3.7	1.58	0.53	0	0	0	1.05	0	0	0.53	0	189	0.53	0	0.53	0	3.7	4.45	4.23	17.58	8.46	2.11	0	0.488	0.5083	-0.0295	
680	85879.4	0	0.62	0.2262	0	0.75	0.1581	0.62	0	0.37	0.12	0.8014	0.12	0	1.73	3.6	0.37	0.37	0.4654	0.75	0	0.1092	0	0.12	0.87	0.87	0.87	2.98	1.86	0.12	0.37	0.75	0.5	1.73	0.5	0	0.75	0.25	805	0.25	0	0.12	0	1.11	5.99	1.24	17.32	2.23	1.49	0	0.57	0.4137	-0.0254	
690	88633.8	0	0	0.1835	0.25	0.75	0.098	0.25	0	1.49	0.25	0.8682	1.12	0	2.24	5.61	0.75	0.75	0.3434	1.12	0.25	0.0209	0	1.74	0.5	2.12	0.37	3.99	1.62	0.12	1.24	1.24	0.12	1.37	1.24	0.12	0.62	0.5	801	1.24	0	0	0	1.99	6.19	0.87	17.27	4.99	1.12	0	0.642	0.5406	-0.0462	
700	91178.6	0	0.49	0.1911	0.12	1.48	0.0846	0.74	0	1.72	0.12	0.8453	0.74	0	2.59	4.07	0	1.35	0.4408	0.37	0	0.0427	0	1.35	0.49	1.6	0.99	3.33	1.23	0	1.35	1.6	0.37	2.71	0.37	0.12	0.86	0.99	810	0.37	0	0.49	0	1.48	5.57	2.34	17.5	5.55	0.86	0	0.6206	0.4674	-0.0416	
710	93281.3	0	0.12	0.1988	0.12	1.46	0.0727	0.24	0	2.55	0.12	0.8125	0.49	0	2.8	4.38	0	0.61	0.3786	0.24	0	0.0854	0.12	0.85	1.09	2.31	0.49	3.77	1.7	0.12	0.85	0.97	0.73	3.16	0.12	0.24	0.49	0.61	821	0.97	0	0.24	0	2.31	5.43	2.19	17.33	5.96	1.7	0	0.5996	0.5059	-0.0389	
720	95350	0	0	0.1612	0.37	0.87	0.0265	0.37	0	2.6	0.12	0.8602	0.37	0	2.97	4.58	0	0.37	0.407	1.11	0	0.0219	0	2.1	0.99	2.35	0.87	3.34	1.36	0.12	0.74	2.23	0.99	2.35	0.25	0.25	0.62	0.87	807	0.37	0	0.12	0.12	1.73	5.36	2.1	17.11	5.7	0.74	0	0.6602	0.4785	-0.05	
730	98282.4	0	0.13	0.2017	0.25	2	0.0959	0.88	0	1.37	0	0.8132	0.5	0	3.12	2.62	1	1.25	0.4426	1	0	-0.0245	0	0.75	1.5	2.5	0.75	2.25	1	0.13	0.63	1.75	0.88	3.12	0.63	0	0.38	0.5	800	0.5	0	0.5	0	2.25	5.42	2.12	18.45	4.62	1.25	0	0.5572	0.503	-0.058	
740	102101	0	0.12	0.1812	0	1.49	0.0135	0.37	0	1.86	0	0.8246	0.75	0	3.47	3.85	0.62	0.5	0.4249	1.11	0	-0.016	0	0.99	0.5	2.6	1.11	2.23	1.49	0.12	0.5	3.22	0.12	1.49	0.5	0.37	0.25	0.37	805	0.25	0	0.25	0	1.73	4.93	1.73	17.81	4.59	1.86	0	0.5993	0.4959	-0.0761	
750	104522	0	0	0.2172	0.12	2.1	0.0589	0	0	1.35	0.12	0.8065	0.74	0	3.33	2.34	0.12	0.37	0.39	0.99	0.12	0.0137	0	0.74	0.74	2.22	1.23	2.59	1.73	0	0.99	1.11	0.25	1.6	0.37	0.12	0.37	0.37	809	0.87	0	0.37	0	1.97	5.06	1.48	17.96	4.69	1.85	0.12	0.567	0.5302	-0.0325	
760	105704	0	0.12	0.2471	0.5	1.87	0.1275	0	0	0.87	0	0.8156	0.37	0	2.99	3.37	0.5	0.87	0.4118	0.75	0	-0.0168	0	1	1.87	1.99	1.49	3.37	1.62	0.12	0.62	1.87	0.12	1.49	0.75	0	0.87	1	801	1.62	0	1	0.12	1.99	5.28	2.24	18.39	3.99	1.62	0	0.5411	0.5245	0.0245	
770	107139	0	0.42	0.2183	0.42	1.66	0.0767	1.25	0	0.83	0	0.7537	0.42	0	2.08	4.16	0.42	1.66	0.317	0.83	0	-0.0434	0	1.66	0.83	2.08	0.83	2.08	0.83	0	0.42	0.83	1.66	1.25	0.42	0	1.25	0	240	0.83	0	0.42	0	3.33	5.13	2.91	16.44	3.75	1.25	0	0.5993	0.4859	-0.0501	
780	110790	0	0.86	0.2391	1.43	1.14	0.1089	0.29	0	1.43	0	0.7884	0.29	0	2.29	4.31	0.57	0	0.3703	0	0	0.014	0.86	1.72	0.57	1.14	0	4.02	1.72	0	1.14	1.43	1.14	2.58	0.29	0	1.14	0.57	348	1.43	0	0.86	0.57	1.43	5.37	2.87	17.44	3.44	1.72	0	0.5663	0.5084	-0.0543	
790	114345	0	0	0.2445	0.79	0.98	0.2142	0.79	0	1.57	0.39	0.8428	0.2	0	2.75	3.74	0.59	0.79	0.3791	1.37	0	0.0491	0	0.59	0.79	0.79	0	1.96	1.18	0	1.57	0.59	0.2	1.57	0.2	0	0.2	0.39	508	2.36	0	0.39	0	2.36	6.32	2.95	17.94	5.31	0.98	0	0.5638	0.52	0.0521	
800	117389	0	0.16	0.2458	0	1.13	0.1407	0.16	0	1.13	0.16	0.8599	0.81	0	4.53	1.62	0.65	0.65	0.3277	0.49	0	0.0233	0.49	0.97	0.81	1.29	0.32	3.24	1.62	0.32	0.49	1.45	0.32	0.97	0	0	0.97	0.16	617	2.75	0	0.97	0	3.07	5.72	1.62	19.32	5.34	1.45	0	0.5206	0.6291	0.0714	
810	120380	0	0	0.2078	0.62	0.99	0.1549	0.37	0	0.87	0.37	0.8264	0.62	0	4.96	0.74	0.5	0.12	0.3706	0.74	0.25	-0.0729	0	0.99	1.61	1.73	0	2.35	1.36	0.12	0.12	0.87	0.5	2.72	0.37	0	0.99	0.37	806	4.09	0	0.25	0	1.48	5.14	1.24	22.07	6.2	2.97	0	0.3999	0.6756	0.016	
820	122927	0	0.87	0.2378	0.5	1.11	0.1738	0.37	0	0.5	0.12	0.8247	0.74	0	4.46	0.74	0.12	0.25	0.3641	0.5	0	-0.0096	0	0.99	0.5	0.99	0.12	3.1	0.37	0.12	0.37	0.37	0.25	2.97	0.37	0	0.87	0.37	806	4.09	0	0.37	0	1.73	5.08	0.99	21.82	6.2	2.48	0.12	0.3917	0.6715	0.0306	
830	124422	0	0.25	0.216	0.25	0.5	0.0914	0	0	0.38	0	0.8128	0.13	0.25	5.37	0.88	0.13	0.38	0.2461	1.12	0	-0.0754	0	1	0.75	1	0.5	1.75	0.5	0.25	0.75	1.12	0.13	1.75	0.5	0.5	0.63	0	800	5.75	0	0.13	0	2.87	5.19	1.37	21.32	5	1.75	0.13	0.4044	0.7231	0.0719	
840	125837	0	0.37	0.2278	0.87	1.49	0.2027	0.12	0	1	0.12	0.831	0.62	0	3.74	1.62	0.37	1	0.252	0.87	0	-0.0183	0.25	0.75	1.24	1.12	0.37	3.36	0.37	0.12	0.62	0.37	0.12	1.62	0.37	0.25	1.87	0.37	802	6.1	0	0.25	0.12	2.36	6.06	1.99	20.16	4.23	1	0.25	0.4753	0.6606	0.1088	
850	127453	0	1.23	0.2206	0.74	2.71	0.1477	0.25	0	0.37	0.12	0.814	0.25	0	3.45	1.6	0.37	0.25	0.3838	0.62	0.12	-0.0907	0	1.35	1.35	1.35	0	1.72	0.25	0	1.23	0.62	0.25	2.71	1.1	0.12	1.1	0.12	811	2.34	0	0.25	0.37	1.47	4.59	1.84	21.85	6.9	2.58	0	0.3993	0.6489	-0.0865	
860	129052	0	0.5	0.2314	1.12	3.25	0.2226	0.13	0	0	0.38	0.7877	0.25	0	2.37	0.75	0.13	0.5	0.4115	0.75	0.13	-0.1709	0	0.75	1.37	1.62	0.38	1.87	1	0.5	0.25	1.25	0.5	2	0.38	0	2	0.25	800	3.25	0	0	0.13	1.62	5.37	1.75	21.54	3.37	3.12	0	0.3835	0.5814	0.0301	
870	130593	0	0.25	0.2365	1	2.87	0.217	0	0	0.5	0.5	0.8025	0.75	0.13	3.12	1.12	0	0.13	0.4509	0.63	0.38	-0.112	0	1	0.5	2.25	0.5	2	2	0.13	0.63	0.75	0	2.12	0.63	0	1.37	1	800	2.37	0	0.25	0	1.37	5.86	1.75	21.14	5	4.37	0	0.4165	0.5569	-0.0064	
890	133534	0	0.5	0.1957	0.75	1.75	0.1528	0.25	0	1.12	0.13	0.7722	0.5	0	4.25	1.75	0	0.75	0.4457	1	0	-0.0321	0	1.87	0.5	1.5	0.13	3	2.25	0	1	1	0.13	2.12	0.63	0.25	0.63	1	800	0.75	0	0.38	0	0.75	5.65	1.37	18.54	2.5	1.62	0	0.5244	0.4856	0.0071	
920	137546	0	0	0.2645	1.04	1.73	0.1964	0	0	0.35	0.35	0.6497	0	0	3.81	0.69	0.35	1.04	0.4083	0	0	-0.0362	0	0.35	0	2.08	0	2.77	1.04	0	0.35	0.69	0	4.86	0.35	0	0.69	1.38	288	1.04	0	1.04	0.35	1.73	4.61	1.73	19.65	2.43	3.47	0	0.3493	0.4991	-0.0459	
930	138652	0	0	0.1773	1.14	4.57	0.1762	0.86	0	1.14	0.29	0.7412	0	0	3.14	0.57	0	0.57	0.4349	1.14	0	-0.1496	0	1.42	1.14	2.57	0.86	2.57	1.14	0	0.86	0.86	0.29	3.71	1.14	0	1.14	0.86	350	1.14	0.29	0	0	1.71	5.62	0.86	18.47	2.57	2	0	0.4952	0.471	0.0113	
940	139721	0	0	0.1636	2.63	3.22	0.1401	0.29	0	1.75	0	0.6523	0.29	0	2.34	0.59	0.29	0.88	0.4311	0.29	0	-0.2715	0.29	1.46	0.29	3.22	0.59	0.29	2.34	0	0.88	1.46	0.88	5.27	0.59	0	1.17	1.75	341	1.17	0	0	0	2.05	3.78	2.34	18.38	2.05	4.39	0	0.3983	0.4246	-0.0864	
950	140857	0	0	0.1338	0.87	4.49	0.0969	1	0	0.87	0.25	0.6604	0.75	0	4.36	2.24	0.25	0.25	0.4266	0.87	0	-0.1186	0	1.12	0.62	3.12	0.62	1.62	1.74	0	0.62	0.87	0	3.87	0.5	0	1	1.24	801	0.75	0	0.12	0	0.37	4.75	2.62	17.98	1.99	0.87	0	0.4824	0.4482	-0.0579	
960	142476	0	0.12	0.1697	0.5	5.24	0.147	0.5	0	1	0.5	0.6144	1.12	0	5.11	1.49	0	0.75	0.4143	0.62	0	-0.0588	0	0.5	1.24	1.37	0.37	1.87	1.74	0.12	0.75	0.75	0.12	5.86	0.75	0	0.87	1	801	0.87	0	0	0	1.37	4.93	1.74	18.57	1.87	2.74	0	0.4102	0.4586	-0.1018	
970	144450	0	0	0.1908	0	3.21	0.1715	0.9	0	1.02	0.26	0.5963	0.51	0	3.21	0.77	0.13	1.15	0.4055	0.51	0.26	-0.0937	0	1.02	0.77	2.05	0.13	1.93	1.54	0	0.51	0.39	0.13	4.76	0.13	0	1.15	1.41	777	0.51	0	0	0	1.93	4.97	2.57	17.38	1.54	3.6	0.13	0.4338	0.4099	-0.0335	
980	146409	0	0	0.2097	0.25	3.22	0.1796	0.5	0	1.36	0.37	0.6604	0.75	0	2.73	1.61	0	1.24	0.3884	0.99	0	-0.0717	0	1.24	0.99	1.61	0.12	2.23	0.87	0	0.75	0.37	0.37	3.6	0.37	0	1.86	1.36	805	0.62	0	0.12	0	1.49	5.47	3.47	16.81	1.98	2.6	0	0.5036	0.4152	-0.0461	
990	148419	0	0	0.1734	0.88	3	0.146	0.63	0	0.63	0.5	0.5907	0.63	0	2.75	0.75	0.13	1	0.462	0.63	0.13	-0.1263	0	1.5	0.25	1.75	0.25	1.12	2.25	0	0.5	0.38	0.38	4.87	0.25	0	1.12	1.25	800	0	0	0.13	0	0.88	5.09	1.75	18.05	1.75	3.5	0	0.3842	0.3824	-0.1271	
1000	151051	0	0.12	0.1826	0.25	1.49	0.0957	0.25	0	1.37	0.5	0.7381	0.5	0	2.49	2.87	0	0.25	0.4321	0.75	0	0.0155	0	1.99	0.75	3.12	0.37	2.49	2.37	0	0.75	0.25	0.25	2.37	0.62	0	0.25	0.87	801	0.12	0	0.12	0	1.37	5.51	2.99	17.14	3.87	1.37	0	0.5657	0.428	-0.0739	
